col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Henry Lewandowski,Fran Shields,Martin Coleman,Shoshana Bricklin,Robert M Kline,Tracy B Roman,Daine A Grey Jr,Conor Corcoran,Joe Fernandes,Frank Bennett,Derrick W Coker,Donna Derose,Omar Sabir,Inja Coates,Marnie Aument Loughrey,Tia M Seibert,Ashley Michelle Cook,Brigitte A Garvin Johnson,David Mamikonyan,Keith Jackson,Lewis Harris Jr,Suzanne Harmon Carn,Bruce H Bailey,Donna Marie Laws,Warren Bloom,Bobbie T Curry,Holly A Harris Seidle,James Johnson,Kyle J Sampson,Robert Tuerk,Ryan Mulvey,Sharif Ali,Tyrone T Martin,Wayne E Dorsey,Jose A Figueroa,Verna Ragan Tennant,1
Henry Lewandowski,7,9,3,4,3,4,1,1,0,0,0,8,7,4,4,3,1,0,3,2,3,2,1,2,2,1,0,1,0,0,1,0,0,1,0,0,1
Fran Shields,,0,6,7,5,2,0,2,0,0,0,8,4,5,4,1,2,2,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1
Martin Coleman,,,1,3,6,1,1,0,0,1,0,2,2,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
Shoshana Bricklin,,,,0,0,2,0,1,0,0,0,3,0,4,1,0,3,2,0,0,0,1,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1
Robert M Kline,,,,,0,0,2,0,0,1,0,2,0,0,0,0,0,1,0,2,0,1,2,0,0,1,1,1,1,0,1,0,0,1,0,0,1
Tracy B Roman,,,,,,0,0,0,0,0,0,2,1,0,0,0,2,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
Conor Corcoran,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Joe Fernandes,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Frank Bennett,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Donna Derose,,,,,,,,,,,,0,4,3,4,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
