col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Timika Lane,Anne Marie Coyle,Giovanni Campbell,Vince Giusini,Kenneth J Powell Jr,Sierra Thomas Street,Stephanie M Sawyer,Joe Fernandes,Daniel D Mccaffery,Tracy B Roman,Deborah D Cianfrani,James C Crumlish,Leon A King Ii,Dawn M Tancredi,Sean P Stevens,Derrick W Coker,John J O Connor Jr,Daine A Grey Jr,Frank Bennett,Jon Marshall,Rania Major,Conor Corcoran,Fran Shields,Katie Scrivner,Inja Coates,Jose A Figueroa,Marnie Aument Loughrey,Omar Sabir,Tia M Seibert,Donna Derose,Lewis Harris Jr,Robert Tuerk,Warren Bloom,Tyrone T Martin,Ashley Michelle Cook,Donna Marie Laws,Holly A Harris Seidle,Sharif Ali,Wayne E Dorsey,Bobbie T Curry,Brigitte A Garvin Johnson,James Johnson,Kyle J Sampson,Ryan Mulvey,Suzanne Harmon Carn,Bruce H Bailey,David Mamikonyan,Keith Jackson,Verna Ragan Tennant,1
Timika Lane,0,9,6,9,5,11,4,8,2,5,3,2,3,2,4,2,3,1,1,1,0,0,0,0,5,5,3,4,4,3,4,1,4,2,1,2,1,1,1,1,0,0,1,1,0,0,0,0,0,1
Anne Marie Coyle,,0,7,9,4,7,5,6,2,7,3,3,2,2,0,2,0,2,1,0,0,0,0,0,5,3,3,0,5,2,4,2,4,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1
Giovanni Campbell,,,0,6,5,2,5,4,5,1,2,3,1,2,2,2,2,1,1,1,0,0,0,0,8,3,1,0,0,3,0,4,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Vince Giusini,,,,0,3,5,4,6,1,4,1,3,1,2,0,1,0,0,0,0,0,0,0,0,4,1,3,2,4,2,4,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Kenneth J Powell Jr,,,,,0,4,4,2,3,2,3,4,3,3,3,3,1,2,0,0,0,0,0,0,5,2,2,3,0,1,0,2,1,2,2,1,0,0,2,0,1,1,0,1,0,0,0,0,0,1
Sierra Thomas Street,,,,,,0,3,5,0,5,3,0,2,1,2,1,1,1,1,1,0,0,0,0,2,4,1,2,4,0,4,0,4,2,1,2,0,1,1,1,0,0,1,1,0,0,0,0,0,1
Stephanie M Sawyer,,,,,,,0,0,2,3,4,3,1,3,1,1,0,0,1,1,0,0,0,0,3,3,3,1,0,1,0,3,0,1,1,2,1,1,1,0,1,1,1,0,1,0,0,0,0,1
Joe Fernandes,,,,,,,,0,2,5,0,1,0,1,2,1,2,0,0,0,0,0,0,0,4,1,1,1,4,2,4,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Daniel D Mccaffery,,,,,,,,,0,0,1,2,2,1,2,0,2,1,1,0,0,0,0,0,4,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tracy B Roman,,,,,,,,,,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,2,0,4,1,4,0,3,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1
Deborah D Cianfrani,,,,,,,,,,,0,0,2,4,1,1,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
James C Crumlish,,,,,,,,,,,,0,0,1,1,2,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
Leon A King Ii,,,,,,,,,,,,,0,2,1,0,1,1,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,0,2,3,0,0,0,0,0,0,0,3,2,0,1,0,1,0,1,0,2,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
