col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Anne Marie Coyle,Daniel D Mccaffery,Joe Fernandes,James C Crumlish,Tracy B Roman,Timika Lane,Deborah D Cianfrani,Giovanni Campbell,John J O Connor Jr,Leon A King Ii,Sierra Thomas Street,Stephanie M Sawyer,Vince Giusini,Dawn M Tancredi,Kenneth J Powell Jr,Daine A Grey Jr,Frank Bennett,Jon Marshall,Rania Major,Sean P Stevens,Conor Corcoran,Derrick W Coker,Fran Shields,Katie Scrivner,Donna Derose,Warren Bloom,Ashley Michelle Cook,Donna Marie Laws,Jose A Figueroa,Bobbie T Curry,Brigitte A Garvin Johnson,Omar Sabir,Sharif Ali,Wayne E Dorsey,Bruce H Bailey,Holly A Harris Seidle,Marnie Aument Loughrey,Robert Tuerk,Suzanne Harmon Carn,Tia M Seibert,Tyrone T Martin,David Mamikonyan,Inja Coates,James Johnson,Keith Jackson,Kyle J Sampson,Lewis Harris Jr,Ryan Mulvey,Verna Ragan Tennant,1
Anne Marie Coyle,1,4,6,2,4,5,2,2,1,2,2,1,2,0,1,1,0,0,0,0,0,0,0,0,2,2,3,2,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Daniel D Mccaffery,,0,2,4,2,3,2,0,2,1,0,2,0,1,1,0,1,1,1,1,0,0,0,0,2,2,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Joe Fernandes,,,0,3,2,3,1,3,0,2,1,1,3,1,0,1,0,0,0,0,0,0,0,0,3,0,2,1,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
James C Crumlish,,,,0,1,1,2,2,1,2,0,2,2,2,0,1,1,1,1,1,0,0,0,0,4,1,1,1,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tracy B Roman,,,,,0,3,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Timika Lane,,,,,,0,1,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Deborah D Cianfrani,,,,,,,0,1,1,1,1,2,0,0,0,0,1,1,1,1,0,0,0,0,1,2,1,1,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Giovanni Campbell,,,,,,,,0,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,2,0,2,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
John J O Connor Jr,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Leon A King Ii,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Sierra Thomas Street,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
