col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,Joseph C Waters Jr,Jack Mcvay Jr,Vince Giusini,Timika Lane,Giovanni Campbell,Daniel D Mccaffery,Anne Marie Coyle,Joe Fernandes,Kenneth J Powell Jr,Stephanie M Sawyer,Dawn M Tancredi,Leon A King Ii,Deborah D Cianfrani,Sierra Thomas Street,Tracy B Roman,Derrick W Coker,John J O Connor Jr,Sean P Stevens,Conor Corcoran,James C Crumlish,Daine A Grey Jr,Jon Marshall,Fran Shields,Frank Bennett,Katie Scrivner,Rania Major,1
Joseph C Waters Jr,3,0,21,14,13,12,10,9,7,10,9,7,5,5,3,3,3,1,2,2,1,1,0,0,0,0,1
Jack Mcvay Jr,,1,4,2,1,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Vince Giusini,,,5,11,12,12,7,6,7,7,5,6,2,1,2,4,4,1,0,2,1,0,0,0,0,0,1
Timika Lane,,,,0,9,5,7,9,4,4,4,6,2,2,1,1,0,1,0,1,1,0,0,0,0,0,1
Giovanni Campbell,,,,,1,8,4,4,5,6,5,7,1,1,1,3,1,1,0,0,1,0,0,0,0,0,1
Daniel D Mccaffery,,,,,,0,5,5,6,4,4,4,2,1,2,4,3,1,1,1,0,1,0,0,0,0,1
Anne Marie Coyle,,,,,,,0,4,4,3,3,1,4,3,4,1,3,0,0,2,0,0,0,0,0,0,1
Joe Fernandes,,,,,,,,0,1,0,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Kenneth J Powell Jr,,,,,,,,,1,6,0,1,1,0,1,2,1,0,0,1,1,0,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,0,3,2,2,2,1,3,0,0,1,1,1,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,0,2,3,3,2,0,1,1,2,0,0,1,0,0,0,0,1
Leon A King Ii,,,,,,,,,,,,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1
Deborah D Cianfrani,,,,,,,,,,,,,0,2,1,0,2,0,1,1,0,0,0,0,0,0,1
Sierra Thomas Street,,,,,,,,,,,,,,0,3,0,0,0,1,0,0,0,0,0,0,0,1
Tracy B Roman,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
John J O Connor Jr,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,2,1,0,0,1,0,0,0,0,1
Conor Corcoran,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1
James C Crumlish,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,33,6,33,17,16,15,13,10,10,10,9,9,5,5,5,4,4,4,2,2,1,1,0,0,0,0,1
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,2
,Joseph C Waters Jr,Jack Mcvay Jr,Giovanni Campbell,Vince Giusini,Daniel D Mccaffery,Dawn M Tancredi,Anne Marie Coyle,Joe Fernandes,Kenneth J Powell Jr,Stephanie M Sawyer,Timika Lane,James C Crumlish,Tracy B Roman,John J O Connor Jr,Leon A King Ii,Conor Corcoran,Deborah D Cianfrani,Sean P Stevens,Sierra Thomas Street,Rania Major,Daine A Grey Jr,Frank Bennett,Derrick W Coker,Fran Shields,Jon Marshall,Katie Scrivner,2
Joseph C Waters Jr,0,0,14,11,14,12,15,10,8,9,9,5,6,3,4,3,3,2,2,1,0,1,0,0,0,0,2
Jack Mcvay Jr,,0,3,3,3,1,0,2,2,1,1,3,1,1,2,1,1,0,1,1,0,0,0,0,0,0,2
Giovanni Campbell,,,0,5,14,8,7,5,8,8,6,4,2,2,5,1,1,1,0,0,1,0,0,0,0,0,2
Vince Giusini,,,,4,5,5,4,3,3,3,4,2,4,1,2,2,3,0,2,1,0,0,0,0,0,0,2
Daniel D Mccaffery,,,,,0,10,8,5,9,9,6,7,1,6,5,3,0,1,1,0,0,0,0,0,0,0,2
Dawn M Tancredi,,,,,,0,5,6,4,4,5,2,4,4,3,1,2,2,1,1,0,1,0,0,0,0,2
Anne Marie Coyle,,,,,,,1,8,4,5,6,5,4,3,0,2,1,0,2,0,0,0,0,0,0,0,2
Joe Fernandes,,,,,,,,0,2,1,5,2,3,3,1,2,0,1,2,1,1,1,0,0,0,0,2
