col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Martin Coleman,Fran Shields,Tracy B Roman,Henry Lewandowski,Frank Bennett,Robert M Kline,Daine A Grey Jr,Joe Fernandes,Shoshana Bricklin,Derrick W Coker,Conor Corcoran,Omar Sabir,Verna Ragan Tennant,Tyrone T Martin,Marnie Aument Loughrey,Donna Derose,Tia M Seibert,Brigitte A Garvin Johnson,Inja Coates,Suzanne Harmon Carn,Donna Marie Laws,Lewis Harris Jr,Warren Bloom,Wayne E Dorsey,Bruce H Bailey,David Mamikonyan,Keith Jackson,Ryan Mulvey,Sharif Ali,Ashley Michelle Cook,Bobbie T Curry,Holly A Harris Seidle,Kyle J Sampson,James Johnson,Jose A Figueroa,Robert Tuerk,1
Martin Coleman,0,10,4,12,2,1,1,0,1,0,0,13,5,6,7,5,2,1,2,3,1,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1
Fran Shields,,0,4,7,3,4,2,1,0,0,0,8,5,5,7,5,1,2,1,1,2,1,1,3,0,0,2,2,1,0,0,0,0,0,0,0,1
Tracy B Roman,,,1,4,1,2,2,2,1,0,0,4,7,5,1,0,4,1,1,1,0,3,3,1,0,1,1,2,1,0,1,0,0,0,0,0,1
Henry Lewandowski,,,,0,0,0,0,0,0,0,0,8,4,4,7,4,3,0,0,2,1,2,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1
Frank Bennett,,,,,0,1,1,0,2,0,0,4,3,3,0,1,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Robert M Kline,,,,,,0,0,1,1,0,0,0,1,0,0,0,1,2,2,0,1,0,0,3,1,0,1,2,1,0,0,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,0,1,0,0,0,1,1,2,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Joe Fernandes,,,,,,,,0,1,0,0,1,3,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Shoshana Bricklin,,,,,,,,,0,0,0,1,2,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Conor Corcoran,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Omar Sabir,,,,,,,,,,,,0,10,10,6,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
Verna Ragan Tennant,,,,,,,,,,,,,1,16,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
