col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Superior Court - Democrat,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Joseph C Waters Jr,Jack Mcvay Jr,Donna Derose,Omar Sabir,Marnie Aument Loughrey,Warren Bloom,Donna Marie Laws,Ryan Mulvey,Suzanne Harmon Carn,Tia M Seibert,Bobbie T Curry,Ashley Michelle Cook,Jose A Figueroa,David Mamikonyan,Lewis Harris Jr,Bruce H Bailey,Holly A Harris Seidle,Inja Coates,Brigitte A Garvin Johnson,Wayne E Dorsey,Robert Tuerk,Kyle J Sampson,Verna Ragan Tennant,Keith Jackson,James Johnson,Sharif Ali,Tyrone T Martin,All
Joseph C Waters Jr,86,0,202,154,109,83,81,57,62,57,53,34,41,37,36,24,31,30,19,20,14,14,9,8,6,4,1,All
Jack Mcvay Jr,,43,37,17,14,18,17,16,16,16,14,16,8,13,11,12,8,6,7,3,6,3,2,3,3,2,2,All
Donna Derose,,,13,96,115,11,40,31,11,7,10,14,15,10,2,3,12,18,5,1,8,6,1,1,3,4,0,All
Omar Sabir,,,,23,76,17,10,6,8,7,10,1,3,5,5,4,2,1,3,2,0,1,1,1,1,1,0,All
Marnie Aument Loughrey,,,,,3,5,5,13,3,2,3,4,7,2,1,0,5,0,2,1,3,4,4,0,0,0,0,All
Warren Bloom,,,,,,9,9,5,18,36,21,6,3,7,21,9,7,3,3,3,1,1,3,0,0,0,0,All
Donna Marie Laws,,,,,,,2,16,22,10,7,22,3,4,5,9,7,20,7,6,1,4,2,3,1,1,1,All
Ryan Mulvey,,,,,,,,9,6,1,5,6,4,12,3,7,1,2,2,8,7,5,1,1,0,0,2,All
Suzanne Harmon Carn,,,,,,,,,2,16,15,13,1,7,8,6,5,5,6,1,0,0,1,1,0,0,0,All
Tia M Seibert,,,,,,,,,,0,20,4,3,6,18,4,5,2,3,0,1,3,0,0,0,0,1,All
Bobbie T Curry,,,,,,,,,,,0,4,4,11,9,3,0,1,0,1,1,2,1,3,0,0,0,All
Ashley Michelle Cook,,,,,,,,,,,,1,4,3,2,2,9,2,6,0,1,1,1,0,0,0,0,All
