col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,division
Conor Corcoran,,,,,,,,,0,5,0,23,18,11,31,31,19,14,5,16,8,22,9,7,28,12,5,44,17,6,14,2,6,0,0,All
Frank Bennett,,,,,,,,,,0,0,26,15,19,32,36,25,25,8,15,25,14,28,18,31,8,8,8,17,19,5,4,1,1,0,All
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Giovanni Campbell,,,,,,,,,,,,7,286,302,323,135,262,110,217,123,23,92,105,28,70,42,68,26,19,17,11,8,3,1,0,All
Joe Fernandes,,,,,,,,,,,,,2,366,258,209,219,165,174,58,112,85,44,102,62,24,49,17,18,10,14,9,6,0,0,All
Timika Lane,,,,,,,,,,,,,,0,272,188,238,147,199,85,128,55,62,123,45,32,32,14,19,7,8,15,4,1,0,All
Daniel D Mccaffery,,,,,,,,,,,,,,,7,115,260,90,200,83,31,64,104,18,91,32,15,34,29,17,17,7,9,1,0,All
Anne Marie Coyle,,,,,,,,,,,,,,,,10,93,200,23,124,162,109,83,118,61,53,59,30,42,16,13,14,9,0,1,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,5,49,184,65,54,41,42,32,55,17,7,21,46,15,8,16,6,2,0,All
Vince Giusini,,,,,,,,,,,,,,,,,,13,33,75,118,60,72,113,31,41,42,21,20,11,15,6,4,0,0,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,3,36,11,16,37,18,19,2,11,17,7,6,6,5,4,0,0,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,0,37,73,72,30,23,60,35,22,35,9,7,20,11,0,0,All
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,4,10,22,117,25,15,3,15,27,12,7,13,7,0,0,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,4,44,9,31,36,59,20,13,7,11,1,4,0,1,All
Kenneth J Powell Jr,,,,,,,,,,,,,,,,,,,,,,,3,24,41,29,27,12,11,6,5,6,6,0,0,All
Sierra Thomas Street,,,,,,,,,,,,,,,,,,,,,,,,2,18,14,7,14,8,8,6,13,2,0,0,All
John J O Connor Jr,,,,,,,,,,,,,,,,,,,,,,,,,4,11,5,35,26,21,16,5,3,1,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,13,8,5,7,4,4,0,0,All
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,9,2,3,2,1,0,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,9,11,6,7,0,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,8,10,4,0,0,All
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,2,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,0,0,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,599,489,419,257,228,223,167,141,79,78,0,577,541,535,483,466,410,338,278,246,237,208,201,196,181,106,100,94,87,53,47,38,26,2,1,All
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,Henry Lewandowski,Martin Coleman,Fran Shields,Shoshana Bricklin,Tracy B Roman,Robert M Kline,Joe Fernandes,Conor Corcoran,Daine A Grey Jr,Frank Bennett,Derrick W Coker,Timika Lane,Daniel D Mccaffery,Joe Fernandes,Giovanni Campbell,Dawn M Tancredi,Leon A King Ii,Anne Marie Coyle,John J O Connor Jr,Tracy B Roman,Sierra Thomas Street,Kenneth J Powell Jr,Vince Giusini,Stephanie M Sawyer,Conor Corcoran,Daine A Grey Jr,Deborah D Cianfrani,James C Crumlish,Jon Marshall,Derrick W Coker,Sean P Stevens,Frank Bennett,Rania Major,Fran Shields,Katie Scrivner,1
Henry Lewandowski,0,43,34,6,8,3,1,2,1,0,0,46,38,37,34,37,28,13,13,12,10,5,7,5,4,1,1,2,2,0,2,2,1,0,0,1
Martin Coleman,,0,31,2,6,5,4,2,1,0,0,46,39,41,34,36,27,10,12,8,8,7,8,2,1,2,1,1,1,0,1,2,0,0,0,1
Fran Shields,,,0,4,2,2,0,3,1,1,0,31,32,29,29,30,26,6,11,3,6,4,3,3,4,2,3,3,0,1,0,1,0,0,0,1
Shoshana Bricklin,,,,0,5,1,1,0,1,0,0,6,4,3,6,7,5,6,0,5,4,2,1,8,2,1,2,0,2,0,0,0,1,0,0,1
Tracy B Roman,,,,,0,1,0,0,0,0,0,7,1,5,1,5,1,9,1,10,7,2,5,4,1,0,2,0,1,0,0,0,1,0,0,1
Robert M Kline,,,,,,0,3,1,2,0,0,5,4,3,4,5,0,5,3,3,2,4,4,3,0,2,1,2,0,1,0,1,0,0,0,1
Joe Fernandes,,,,,,,0,2,4,0,0,5,3,4,5,3,1,2,2,0,2,3,3,2,1,2,0,1,0,1,2,0,0,0,0,1
Conor Corcoran,,,,,,,,0,2,1,0,2,4,4,4,3,1,3,4,0,0,2,3,0,5,0,1,1,0,1,2,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,0,0,0,4,1,4,4,1,0,3,1,0,1,1,1,1,2,2,0,2,0,1,2,0,0,0,0,1
Frank Bennett,,,,,,,,,,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Timika Lane,,,,,,,,,,,,0,34,44,35,34,28,11,13,11,12,6,7,5,2,3,0,1,1,0,2,1,1,0,0,1
Daniel D Mccaffery,,,,,,,,,,,,,1,32,37,34,27,5,14,1,1,7,5,2,4,0,2,2,2,0,1,1,0,0,0,1
Joe Fernandes,,,,,,,,,,,,,,0,35,27,25,8,12,4,6,5,7,1,2,1,1,2,0,2,2,1,0,0,0,1
Giovanni Campbell,,,,,,,,,,,,,,,0,33,27,5,11,1,1,6,3,3,4,1,1,2,0,3,3,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,0,25,8,8,8,7,5,3,6,3,3,2,2,1,0,1,1,0,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,0,1,4,0,2,2,1,3,2,0,0,0,2,0,1,0,0,0,0,1
Anne Marie Coyle,,,,,,,,,,,,,,,,,,1,3,12,8,5,7,6,3,2,3,3,2,2,0,1,1,0,0,1
John J O Connor Jr,,,,,,,,,,,,,,,,,,,0,0,1,6,3,0,3,0,1,1,0,1,1,0,0,0,0,1
Tracy B Roman,,,,,,,,,,,,,,,,,,,,0,10,2,6,5,1,1,2,0,1,0,0,1,1,0,0,1
Sierra Thomas Street,,,,,,,,,,,,,,,,,,,,,0,3,6,4,0,3,2,0,0,0,0,1,1,0,0,1
Kenneth J Powell Jr,,,,,,,,,,,,,,,,,,,,,,0,3,2,0,1,0,0,2,2,0,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,0,0,1,0,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,0,0,1,1,0,0,1
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,2,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,1
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,59,57,40,12,12,10,8,7,6,1,0,58,49,48,47,45,32,26,20,16,15,14,14,10,7,4,4,4,4,3,3,2,2,0,0,1
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,2
,Martin Coleman,Henry Lewandowski,Fran Shields,Conor Corcoran,Tracy B Roman,Shoshana Bricklin,Robert M Kline,Daine A Grey Jr,Frank Bennett,Joe Fernandes,Derrick W Coker,Joe Fernandes,Giovanni Campbell,Timika Lane,Daniel D Mccaffery,Dawn M Tancredi,Anne Marie Coyle,Leon A King Ii,John J O Connor Jr,James C Crumlish,Vince Giusini,Tracy B Roman,Stephanie M Sawyer,Conor Corcoran,Sierra Thomas Street,Derrick W Coker,Kenneth J Powell Jr,Daine A Grey Jr,Deborah D Cianfrani,Frank Bennett,Rania Major,Sean P Stevens,Fran Shields,Jon Marshall,Katie Scrivner,2
Martin Coleman,0,22,19,3,4,4,3,1,0,0,0,22,24,23,24,17,9,17,5,6,9,4,6,1,3,1,4,2,0,0,0,0,0,0,0,2
Henry Lewandowski,,1,18,1,2,1,0,0,1,1,0,22,20,19,18,17,10,15,8,2,4,5,1,1,4,0,1,1,0,0,0,1,0,0,0,2
Fran Shields,,,0,4,0,1,2,2,1,1,0,18,20,20,20,17,8,13,7,6,2,1,5,2,0,1,0,1,1,1,0,1,0,0,0,2
Conor Corcoran,,,,0,0,1,1,1,0,0,0,1,0,1,5,4,3,0,5,4,1,0,1,5,0,1,0,0,1,1,0,0,0,0,0,2
Tracy B Roman,,,,,0,3,1,2,0,2,0,5,1,6,1,1,5,2,1,2,4,5,1,1,4,1,0,1,1,0,1,0,0,0,0,2
Shoshana Bricklin,,,,,,0,0,1,0,0,0,1,4,5,2,4,2,3,1,3,2,2,2,0,1,1,2,0,2,0,1,0,0,0,0,2
Robert M Kline,,,,,,,0,1,1,1,0,5,4,3,3,1,3,1,1,2,1,1,3,1,1,0,1,2,1,0,0,0,0,0,0,2
Daine A Grey Jr,,,,,,,,0,1,1,0,3,2,3,2,1,4,0,2,1,1,1,2,1,1,1,0,0,1,1,1,0,0,0,0,2
Frank Bennett,,,,,,,,,0,0,0,2,2,0,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Joe Fernandes,,,,,,,,,,0,0,3,0,2,1,0,1,2,1,2,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,2
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Joe Fernandes,,,,,,,,,,,,0,19,23,17,14,13,12,8,4,7,6,4,2,5,1,1,2,0,0,0,1,0,0,0,2
Giovanni Campbell,,,,,,,,,,,,,1,20,21,17,9,18,6,6,4,1,5,0,2,2,3,1,1,0,0,0,0,0,0,2
Timika Lane,,,,,,,,,,,,,,0,15,17,9,16,3,6,5,5,6,1,4,2,2,1,2,0,1,0,0,0,0,2
Daniel D Mccaffery,,,,,,,,,,,,,,,0,17,7,15,8,5,4,2,4,3,1,1,2,1,0,2,0,0,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,0,2,13,4,5,0,1,2,2,0,0,2,0,2,0,1,0,0,0,0,2
Anne Marie Coyle,,,,,,,,,,,,,,,,,1,2,5,4,8,7,5,1,6,3,0,1,2,1,0,0,0,0,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,,0,2,3,3,2,1,1,1,1,3,1,0,1,0,0,0,0,0,2
John J O Connor Jr,,,,,,,,,,,,,,,,,,,1,3,0,0,1,5,0,1,0,1,0,2,0,1,0,0,0,2
James C Crumlish,,,,,,,,,,,,,,,,,,,,0,2,0,2,1,1,2,1,0,1,0,0,1,0,0,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,0,7,3,1,4,1,2,1,0,0,0,0,0,0,0,2
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,0,0,1,1,0,1,0,0,0,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,2,2,0,1,0,0,0,0,2
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,0,0,0,0,2
Sierra Thomas Street,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,2
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,2
Kenneth J Powell Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,2
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,2
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,34,32,30,10,9,8,7,5,4,4,0,33,32,32,31,25,24,21,20,14,12,11,9,8,7,4,4,3,3,3,1,1,0,0,0,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,3
,Vince Giusini,Anne Marie Coyle,Daniel D Mccaffery,Giovanni Campbell,Timika Lane,Dawn M Tancredi,Joe Fernandes,Leon A King Ii,Tracy B Roman,Kenneth J Powell Jr,Sierra Thomas Street,Stephanie M Sawyer,Conor Corcoran,Daine A Grey Jr,James C Crumlish,John J O Connor Jr,Deborah D Cianfrani,Derrick W Coker,Sean P Stevens,Frank Bennett,Jon Marshall,Rania Major,Fran Shields,Katie Scrivner,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Conor Corcoran,Shoshana Bricklin,Joe Fernandes,Robert M Kline,Daine A Grey Jr,Derrick W Coker,Frank Bennett,3
Vince Giusini,2,9,5,8,8,3,6,3,6,4,5,3,0,3,1,1,1,1,1,0,0,0,0,0,8,6,3,5,1,2,2,3,3,0,0,3
Anne Marie Coyle,,0,4,5,6,2,6,0,8,3,6,3,2,1,2,2,2,1,1,1,0,0,0,0,8,7,4,6,3,2,2,1,1,0,0,3
Daniel D Mccaffery,,,1,7,3,7,4,4,2,2,0,3,3,4,1,2,2,0,2,1,1,0,0,0,7,7,5,1,3,2,1,2,2,0,0,3
Giovanni Campbell,,,,0,5,6,4,7,2,5,1,3,1,2,1,1,1,1,0,0,0,0,0,0,6,4,6,1,1,4,1,2,2,0,0,3
Timika Lane,,,,,0,2,6,3,6,2,5,3,0,2,0,1,0,0,0,0,0,1,0,0,9,7,4,7,0,2,0,2,2,0,0,3
Dawn M Tancredi,,,,,,1,3,5,2,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0,4,6,2,0,1,3,1,1,0,0,0,3
Joe Fernandes,,,,,,,0,3,4,0,5,1,1,0,1,0,0,0,0,1,0,0,0,0,8,8,2,4,0,2,1,0,0,0,0,3
Leon A King Ii,,,,,,,,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,0,0,2,0,0,0,0,0,3
Tracy B Roman,,,,,,,,,0,0,5,1,1,0,0,2,3,0,1,0,0,0,0,0,6,7,2,6,2,1,1,2,0,0,0,3
Kenneth J Powell Jr,,,,,,,,,,0,1,3,0,2,0,0,0,0,0,0,0,1,0,0,2,0,5,1,0,2,0,0,2,0,0,3
Sierra Thomas Street,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,1,0,0,0,0,0,3
Stephanie M Sawyer,,,,,,,,,,,,0,2,3,0,0,1,0,0,1,0,1,0,0,3,1,6,1,1,2,0,1,3,0,0,3
Conor Corcoran,,,,,,,,,,,,,0,1,3,3,1,1,1,1,1,0,0,0,2,1,2,1,4,1,1,1,0,0,0,3
Daine A Grey Jr,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,0,0,3,0,3,1,1,0,0,1,3,0,0,3
James C Crumlish,,,,,,,,,,,,,,,0,2,0,2,1,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,3
John J O Connor Jr,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,0,0,2,1,1,2,2,0,2,2,0,0,0,3
Deborah D Cianfrani,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,2,2,0,2,1,1,1,0,0,0,3
Derrick W Coker,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Sean P Stevens,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,1,3,0,0,1,0,0,0,3
Frank Bennett,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
Rania Major,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3
Martin Coleman,,,,,,,,,,,,,,,,,,,,,,,,,0,10,4,7,1,2,0,1,2,0,0,3
Henry Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,1,2,1,1,0,0,0,3
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,1,3,0,0,3
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,3
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0,0,0,3
Shoshana Bricklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Joe Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,3
Robert M Kline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,3
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,18,15,15,15,12,10,10,9,9,7,7,7,6,5,5,5,3,3,3,1,1,1,0,0,14,12,10,8,7,5,4,4,3,0,0,3
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,4
,Giovanni Campbell,Daniel D Mccaffery,Vince Giusini,Joe Fernandes,Kenneth J Powell Jr,Dawn M Tancredi,Timika Lane,Anne Marie Coyle,John J O Connor Jr,Leon A King Ii,Stephanie M Sawyer,James C Crumlish,Tracy B Roman,Deborah D Cianfrani,Sierra Thomas Street,Conor Corcoran,Derrick W Coker,Daine A Grey Jr,Frank Bennett,Sean P Stevens,Fran Shields,Jon Marshall,Katie Scrivner,Rania Major,Martin Coleman,Fran Shields,Henry Lewandowski,Shoshana Bricklin,Robert M Kline,Joe Fernandes,Tracy B Roman,Conor Corcoran,Daine A Grey Jr,Frank Bennett,Derrick W Coker,4
Giovanni Campbell,1,8,9,7,9,6,6,3,3,7,4,4,0,0,1,0,4,2,1,1,0,0,0,0,10,7,7,8,4,5,0,0,2,1,0,4
Daniel D Mccaffery,,0,6,6,8,8,7,4,7,6,1,2,1,4,1,2,0,0,1,2,0,0,0,0,9,7,9,6,4,3,1,2,1,3,0,4
Vince Giusini,,,1,5,6,2,2,4,5,0,4,4,3,1,3,0,3,3,2,2,0,0,0,0,6,6,4,4,6,4,1,0,2,2,0,4
Joe Fernandes,,,,0,3,2,6,5,3,3,1,4,2,3,1,1,3,2,0,1,0,0,0,0,7,7,5,4,1,3,3,2,1,1,0,4
Kenneth J Powell Jr,,,,,0,3,4,4,5,3,2,2,0,1,1,0,1,0,1,0,0,0,0,0,6,4,4,5,4,2,1,1,2,2,0,4
Dawn M Tancredi,,,,,,0,6,1,1,5,3,0,2,1,1,0,0,0,1,0,0,0,0,0,7,4,7,5,2,1,0,0,0,1,0,4
Timika Lane,,,,,,,0,3,1,5,1,1,2,2,1,0,1,0,1,1,0,0,0,0,9,5,7,4,1,1,2,0,0,1,0,4
Anne Marie Coyle,,,,,,,,1,3,0,0,1,3,1,3,0,1,0,0,0,0,0,0,0,2,4,2,2,2,2,3,1,0,2,0,4
John J O Connor Jr,,,,,,,,,0,1,2,2,1,3,1,2,0,1,2,1,0,0,0,0,3,3,2,3,3,2,1,2,1,2,0,4
Leon A King Ii,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6,4,6,4,1,0,0,0,0,0,0,4
Stephanie M Sawyer,,,,,,,,,,,0,1,2,1,0,0,1,1,2,0,0,0,0,0,4,3,1,1,4,2,0,0,0,0,0,4
James C Crumlish,,,,,,,,,,,,0,0,1,0,1,4,2,0,0,0,0,0,0,3,2,0,2,1,4,0,1,2,0,0,4
Tracy B Roman,,,,,,,,,,,,,0,1,2,0,0,1,2,0,0,0,0,0,3,3,1,0,3,0,3,0,0,1,0,4
Deborah D Cianfrani,,,,,,,,,,,,,,0,0,2,0,0,1,2,0,0,0,0,3,3,2,0,2,1,0,2,0,0,0,4
Sierra Thomas Street,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,1,0,1,0,4
Conor Corcoran,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,2,0,0,0,4
Derrick W Coker,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,2,1,0,2,1,3,0,0,1,0,0,4
Daine A Grey Jr,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,0,2,1,1,0,0,1,0,0,4
Frank Bennett,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,1,0,4
Sean P Stevens,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4
Fran Shields,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4
Martin Coleman,,,,,,,,,,,,,,,,,,,,,,,,,0,8,9,4,5,3,1,1,0,1,0,4
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,5,2,0,1,1,1,0,4
Henry Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,1,0,0,0,4
Shoshana Bricklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,0,1,1,0,4
Robert M Kline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,2,0,4
Joe Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,0,4
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,4
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,20,16,16,13,12,10,10,9,9,8,7,6,6,5,5,4,4,3,3,3,0,0,0,0,16,13,12,12,8,7,5,4,3,3,0,4
