col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Fran Shields,Martin Coleman,Henry Lewandowski,Tracy B Roman,Joe Fernandes,Robert M Kline,Shoshana Bricklin,Frank Bennett,Daine A Grey Jr,Conor Corcoran,Derrick W Coker,Ryan Mulvey,Donna Derose,Omar Sabir,Warren Bloom,Donna Marie Laws,Marnie Aument Loughrey,Tia M Seibert,Suzanne Harmon Carn,Lewis Harris Jr,David Mamikonyan,Ashley Michelle Cook,Bobbie T Curry,Inja Coates,Bruce H Bailey,Holly A Harris Seidle,Jose A Figueroa,Brigitte A Garvin Johnson,Tyrone T Martin,Wayne E Dorsey,Kyle J Sampson,Sharif Ali,Robert Tuerk,Keith Jackson,James Johnson,Verna Ragan Tennant,All
Fran Shields,20,364,269,57,62,47,52,38,34,25,1,329,366,295,31,57,93,18,25,13,21,28,17,33,22,23,19,16,9,15,14,10,14,5,7,8,All
Martin Coleman,,10,278,93,40,48,25,18,22,6,0,308,328,318,76,29,78,56,40,50,25,18,26,12,13,14,14,9,9,7,9,11,8,7,3,5,All
Henry Lewandowski,,,28,118,50,51,48,36,10,30,0,204,212,188,88,71,88,61,49,57,44,31,35,25,19,20,19,14,8,7,11,8,9,11,6,9,All
Tracy B Roman,,,,11,33,30,35,23,16,7,1,37,40,36,93,51,22,63,48,50,16,27,31,9,16,16,11,13,11,11,4,6,2,8,3,4,All
Joe Fernandes,,,,,13,26,13,18,24,16,1,63,30,26,21,23,12,12,11,9,18,11,6,7,10,6,22,11,11,11,9,14,4,8,6,5,All
Robert M Kline,,,,,,4,24,19,10,18,0,38,19,17,36,25,13,14,21,12,21,20,10,11,13,16,10,8,9,10,11,3,9,9,1,4,All
Shoshana Bricklin,,,,,,,3,12,12,1,0,23,39,20,28,37,11,15,14,8,9,19,3,27,10,16,4,7,6,2,2,7,5,4,0,6,All
Frank Bennett,,,,,,,,1,5,9,0,25,19,8,14,24,10,15,12,8,13,22,11,4,16,7,10,8,5,5,8,2,4,7,2,1,All
Daine A Grey Jr,,,,,,,,,2,7,0,17,22,9,2,12,12,8,8,6,5,8,3,8,3,10,4,6,3,6,6,8,0,5,6,1,All
Conor Corcoran,,,,,,,,,,0,0,23,18,10,6,9,8,2,4,3,7,5,8,5,4,11,8,3,6,3,5,3,0,4,2,0,All
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Ryan Mulvey,,,,,,,,,,,,44,299,280,10,18,25,9,10,3,15,15,5,1,13,8,11,4,1,8,10,4,5,3,3,4,All
Donna Derose,,,,,,,,,,,,,8,290,5,42,69,5,6,0,5,10,6,19,9,7,10,4,3,2,1,6,2,4,3,1,All
Omar Sabir,,,,,,,,,,,,,,5,12,15,37,3,9,6,3,4,7,5,2,6,8,1,5,1,3,6,0,0,1,2,All
Warren Bloom,,,,,,,,,,,,,,,5,14,9,49,23,49,14,8,17,5,9,8,3,4,3,5,1,2,4,5,1,4,All
Donna Marie Laws,,,,,,,,,,,,,,,,1,11,11,17,6,9,24,7,22,6,9,4,7,10,3,3,3,0,3,2,0,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,3,1,5,1,4,4,2,8,5,9,9,2,0,2,1,3,2,3,0,1,All
Tia M Seibert,,,,,,,,,,,,,,,,,,1,18,36,9,6,14,2,2,4,2,3,4,2,5,3,1,2,1,1,All
Suzanne Harmon Carn,,,,,,,,,,,,,,,,,,,1,15,11,11,17,2,3,5,2,2,0,0,3,0,2,1,1,1,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,,2,7,4,9,2,3,2,2,2,3,1,2,3,0,3,2,0,All
David Mamikonyan,,,,,,,,,,,,,,,,,,,,,3,2,5,2,5,5,3,3,1,4,7,2,5,1,0,1,All
Ashley Michelle Cook,,,,,,,,,,,,,,,,,,,,,,0,5,3,5,12,3,5,3,2,3,1,3,4,0,2,All
Bobbie T Curry,,,,,,,,,,,,,,,,,,,,,,,3,1,5,3,2,2,1,3,2,0,0,2,0,0,All
Inja Coates,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,0,2,2,4,0,1,1,All
Bruce H Bailey,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,0,4,1,0,1,0,0,2,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,0,0,0,0,2,2,1,2,All
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,1,1,2,1,4,2,1,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,2,3,1,0,0,3,All
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,0,4,1,0,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,1,0,4,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,2,0,All
Sharif Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,4,0,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,All
Keith Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,All
James Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,616,595,570,266,184,156,129,101,79,65,2,514,452,404,168,131,128,110,100,94,80,76,72,53,50,49,47,37,33,31,30,29,25,24,16,16,All
,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,1
