col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Martin Coleman,Henry Lewandowski,Tracy B Roman,Fran Shields,Shoshana Bricklin,Robert M Kline,Joe Fernandes,Frank Bennett,Daine A Grey Jr,Conor Corcoran,Derrick W Coker,Omar Sabir,Warren Bloom,Lewis Harris Jr,Donna Derose,Marnie Aument Loughrey,Tia M Seibert,Inja Coates,Donna Marie Laws,Suzanne Harmon Carn,Bobbie T Curry,Sharif Ali,Tyrone T Martin,David Mamikonyan,Ashley Michelle Cook,Brigitte A Garvin Johnson,Verna Ragan Tennant,Bruce H Bailey,Wayne E Dorsey,Kyle J Sampson,Jose A Figueroa,Keith Jackson,James Johnson,Robert Tuerk,Ryan Mulvey,Holly A Harris Seidle,All
Martin Coleman,10,252,131,138,18,22,17,17,22,5,0,216,121,118,125,119,91,18,24,31,26,16,13,16,8,8,7,6,3,7,7,8,4,3,2,3,All
Henry Lewandowski,,4,127,136,29,10,12,9,2,4,0,184,100,97,125,106,86,20,29,27,20,4,8,18,8,4,2,4,4,5,3,3,0,8,1,3,All
Tracy B Roman,,,3,21,31,16,16,18,18,3,1,84,124,117,7,8,101,17,23,34,29,16,9,16,15,12,10,10,10,8,7,4,4,2,3,4,All
Fran Shields,,,,4,26,9,6,7,19,6,0,144,16,11,131,110,6,25,29,2,1,7,5,2,10,12,2,6,3,6,5,7,6,3,1,4,All
Shoshana Bricklin,,,,,1,12,15,13,9,2,0,34,13,10,18,4,8,28,30,9,10,8,10,4,7,5,5,7,2,6,4,1,0,5,7,2,All
Robert M Kline,,,,,,0,10,11,12,3,0,15,9,9,1,3,7,14,15,4,6,9,14,4,6,8,1,3,7,4,5,2,2,1,4,2,All
Joe Fernandes,,,,,,,0,10,8,2,0,26,5,6,6,5,5,11,15,5,4,7,6,2,7,5,6,1,7,5,7,3,3,5,2,0,All
Frank Bennett,,,,,,,,2,9,5,0,11,5,13,5,8,9,15,17,3,6,6,9,1,5,5,0,6,5,5,5,4,2,1,5,2,All
Daine A Grey Jr,,,,,,,,,2,0,1,15,11,6,4,3,4,12,9,1,2,7,8,2,9,8,2,3,7,3,1,7,6,0,1,3,All
Conor Corcoran,,,,,,,,,,0,0,2,2,4,1,1,3,6,1,0,2,1,2,1,0,1,1,2,2,2,4,1,2,0,2,2,All
Derrick W Coker,,,,,,,,,,,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,All
Omar Sabir,,,,,,,,,,,,52,42,30,125,115,22,27,34,10,17,20,12,7,8,2,1,3,3,1,4,3,1,6,0,1,All
Warren Bloom,,,,,,,,,,,,,9,86,6,5,81,9,9,12,7,4,5,11,3,1,6,4,3,4,1,1,0,1,2,1,All
Lewis Harris Jr,,,,,,,,,,,,,,6,2,2,74,6,7,18,11,5,3,11,6,6,1,3,3,5,0,2,2,0,2,1,All
Donna Derose,,,,,,,,,,,,,,,4,111,3,9,16,1,0,3,1,1,2,2,0,1,0,1,0,1,1,3,0,1,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,1,1,2,3,0,1,2,2,1,1,1,0,0,0,0,1,0,0,1,1,1,All
Tia M Seibert,,,,,,,,,,,,,,,,,2,4,3,16,10,4,1,4,3,2,2,0,0,2,2,0,1,0,2,1,All
Inja Coates,,,,,,,,,,,,,,,,,,10,12,1,2,9,10,1,3,8,1,4,1,1,4,4,3,4,3,3,All
Donna Marie Laws,,,,,,,,,,,,,,,,,,,3,6,5,7,6,2,7,9,2,2,3,3,4,1,1,3,2,0,All
Suzanne Harmon Carn,,,,,,,,,,,,,,,,,,,,2,11,0,1,9,1,1,0,0,1,1,1,0,0,0,0,0,All
Bobbie T Curry,,,,,,,,,,,,,,,,,,,,,0,1,4,8,0,1,1,2,0,2,3,0,1,0,0,0,All
Sharif Ali,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,5,0,1,1,4,1,2,2,0,0,1,All
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,0,1,2,0,0,2,1,0,1,2,All
David Mamikonyan,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,1,0,0,0,1,1,0,All
Ashley Michelle Cook,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,0,3,1,0,2,2,1,1,1,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,2,1,2,1,0,1,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,1,1,1,0,1,1,0,All
Bruce H Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,0,1,0,3,0,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,1,0,1,0,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,All
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,1,2,All
Keith Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,2,All
James Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,All
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,409,329,273,213,89,61,58,56,55,16,2,393,199,169,163,137,131,85,84,57,50,44,41,35,33,30,23,22,22,19,18,18,14,13,13,11,All
,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,1
,Omar Sabir,Inja Coates,Marnie Aument Loughrey,Donna Derose,Warren Bloom,Lewis Harris Jr,Tia M Seibert,Donna Marie Laws,Sharif Ali,Jose A Figueroa,Ashley Michelle Cook,Holly A Harris Seidle,Keith Jackson,Wayne E Dorsey,Bobbie T Curry,Brigitte A Garvin Johnson,David Mamikonyan,Robert Tuerk,Suzanne Harmon Carn,Tyrone T Martin,Bruce H Bailey,James Johnson,Kyle J Sampson,Ryan Mulvey,Verna Ragan Tennant,Martin Coleman,Henry Lewandowski,Tracy B Roman,Fran Shields,Robert M Kline,Frank Bennett,Shoshana Bricklin,Daine A Grey Jr,Joe Fernandes,Conor Corcoran,Derrick W Coker,1
Omar Sabir,3,4,9,9,6,2,3,4,5,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,17,13,11,11,5,2,3,2,3,0,0,1
Inja Coates,,1,1,0,0,2,1,1,1,2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,4,2,2,3,3,3,2,1,3,0,0,1
Marnie Aument Loughrey,,,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2,8,0,1,1,0,1,0,0,1
Donna Derose,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,8,0,0,0,0,1,0,0,1
Warren Bloom,,,,,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,1,0,0,1,0,0,0,1
Lewis Harris Jr,,,,,,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,4,4,1,1,1,0,2,0,0,0,1
Tia M Seibert,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,1,1,1,0,0,1,0,1
