col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,District Attorney - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,R Seth Williams,Timika Lane,Joe Fernandes,Daniel D Mccaffery,Kenneth J Powell Jr,Dawn M Tancredi,Sierra Thomas Street,James C Crumlish,Tracy B Roman,Anne Marie Coyle,Vince Giusini,Giovanni Campbell,Stephanie M Sawyer,Leon A King Ii,John J O Connor Jr,Derrick W Coker,Rania Major,Daine A Grey Jr,Frank Bennett,Deborah D Cianfrani,Conor Corcoran,Jon Marshall,Sean P Stevens,Katie Scrivner,Fran Shields,All
R Seth Williams,68,"1,211",836,670,676,634,511,503,418,381,295,287,297,232,96,95,83,67,48,51,41,43,42,3,0,All
Timika Lane,,21,830,608,597,596,361,475,327,299,244,193,184,177,30,66,59,45,22,31,18,18,22,2,0,All
Joe Fernandes,,,4,503,474,484,217,407,237,212,183,94,69,78,24,20,19,11,13,14,10,8,7,2,0,All
Daniel D Mccaffery,,,,5,509,554,116,395,73,61,61,133,96,77,67,19,16,14,14,15,16,10,9,0,0,All
Kenneth J Powell Jr,,,,,3,495,119,405,100,71,47,92,93,73,38,28,30,26,19,11,14,21,18,2,0,All
Dawn M Tancredi,,,,,,1,97,398,69,50,53,121,105,79,45,15,20,19,14,16,8,8,4,1,0,All
Sierra Thomas Street,,,,,,,9,29,263,239,196,119,122,104,55,46,45,27,16,19,15,18,19,1,0,All
James C Crumlish,,,,,,,,2,31,35,25,29,42,29,14,10,8,11,7,9,9,8,10,0,0,All
Tracy B Roman,,,,,,,,,9,244,220,70,75,69,29,20,24,15,19,11,10,10,15,0,0,All
Anne Marie Coyle,,,,,,,,,,5,185,67,68,46,27,19,25,16,16,14,10,15,9,3,0,All
Vince Giusini,,,,,,,,,,,1,61,46,35,15,28,14,8,11,7,11,2,2,2,0,All
Giovanni Campbell,,,,,,,,,,,,2,102,117,57,42,31,20,15,8,18,17,9,1,0,All
Stephanie M Sawyer,,,,,,,,,,,,,6,85,44,40,39,36,14,19,16,13,13,1,0,All
Leon A King Ii,,,,,,,,,,,,,,3,16,46,27,24,18,12,15,22,16,0,0,All
John J O Connor Jr,,,,,,,,,,,,,,,0,6,7,8,11,5,15,3,4,1,0,All
Derrick W Coker,,,,,,,,,,,,,,,,1,20,12,9,10,4,6,5,0,0,All
Rania Major,,,,,,,,,,,,,,,,,1,13,14,10,10,7,6,2,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,,0,4,8,4,6,8,0,0,All
Frank Bennett,,,,,,,,,,,,,,,,,,,1,12,15,8,10,0,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,0,11,5,5,0,0,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,0,4,7,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,13,1,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,714","1,355",918,747,725,709,578,542,491,423,350,335,331,270,118,111,100,75,66,56,53,49,48,4,0,All
,District Attorney - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,R Seth Williams,Timika Lane,Joe Fernandes,Kenneth J Powell Jr,Daniel D Mccaffery,Dawn M Tancredi,James C Crumlish,Tracy B Roman,Sierra Thomas Street,Giovanni Campbell,Leon A King Ii,Anne Marie Coyle,John J O Connor Jr,Vince Giusini,Frank Bennett,Jon Marshall,Derrick W Coker,Stephanie M Sawyer,Conor Corcoran,Rania Major,Sean P Stevens,Deborah D Cianfrani,Daine A Grey Jr,Fran Shields,Katie Scrivner,1
R Seth Williams,2,40,27,25,20,18,17,14,10,5,7,8,6,6,5,4,2,4,3,3,2,2,1,0,0,1
Timika Lane,,0,27,21,19,17,16,9,7,6,8,4,1,4,4,5,2,4,0,1,2,2,1,0,0,1
Joe Fernandes,,,0,15,14,14,12,8,6,3,4,3,1,3,1,1,0,1,0,0,0,0,0,0,0,1
Kenneth J Powell Jr,,,,0,17,18,10,4,5,4,2,3,6,1,1,2,2,1,1,1,0,1,0,0,0,1
Daniel D Mccaffery,,,,,0,13,10,1,3,3,1,1,3,1,1,1,1,2,1,1,0,1,0,0,0,1
Dawn M Tancredi,,,,,,0,11,2,2,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1
James C Crumlish,,,,,,,0,3,1,2,3,1,2,0,2,1,0,1,1,0,1,0,0,0,0,1
Tracy B Roman,,,,,,,,1,5,2,1,5,3,4,3,1,0,0,1,0,0,0,0,0,0,1
Sierra Thomas Street,,,,,,,,,0,2,1,5,4,4,1,0,2,0,3,1,1,0,0,0,0,1
Giovanni Campbell,,,,,,,,,,1,6,0,3,0,2,2,1,0,0,0,1,0,0,0,0,1
Leon A King Ii,,,,,,,,,,,0,0,2,0,2,3,0,2,0,1,2,1,1,0,0,1
Anne Marie Coyle,,,,,,,,,,,,1,3,4,1,0,0,0,2,0,1,0,0,0,0,1
John J O Connor Jr,,,,,,,,,,,,,0,2,0,0,1,0,2,1,0,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,0,2,0,1,1,0,1,1,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,0,0,2,0,0,0,2,0,0,0,1
Derrick W Coker,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,1
Conor Corcoran,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,54,44,29,27,24,20,19,16,12,10,10,9,9,6,5,5,4,4,3,3,3,2,1,0,0,1
,District Attorney - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,2
