col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,Henry Lewandowski,Martin Coleman,Fran Shields,Tracy B Roman,Shoshana Bricklin,Joe Fernandes,Robert M Kline,Daine A Grey Jr,Frank Bennett,Conor Corcoran,Derrick W Coker,Daniel D Mccaffery,Joe Fernandes,Timika Lane,Anne Marie Coyle,Giovanni Campbell,Dawn M Tancredi,Vince Giusini,Leon A King Ii,Tracy B Roman,Sierra Thomas Street,John J O Connor Jr,Stephanie M Sawyer,Kenneth J Powell Jr,James C Crumlish,Deborah D Cianfrani,Daine A Grey Jr,Rania Major,Conor Corcoran,Frank Bennett,Derrick W Coker,Sean P Stevens,Jon Marshall,Fran Shields,Katie Scrivner,All
Henry Lewandowski,5,140,104,59,14,13,20,9,14,14,0,128,131,133,94,97,106,61,82,58,47,49,25,25,22,16,8,11,16,14,6,12,9,0,0,All
Martin Coleman,,2,102,55,17,19,14,11,16,7,0,106,137,131,84,110,95,75,92,52,53,22,26,29,18,11,12,15,5,10,11,5,6,0,0,All
Fran Shields,,,0,11,22,11,16,13,11,8,0,104,94,96,46,99,99,36,85,12,21,22,27,14,18,16,14,12,10,7,6,4,9,0,0,All
Tracy B Roman,,,,0,22,23,14,13,11,10,0,26,53,60,87,21,27,55,15,77,61,19,26,18,11,12,9,19,11,14,6,6,7,0,0,All
Shoshana Bricklin,,,,,3,14,9,11,3,5,0,28,21,25,23,33,32,18,14,17,21,15,20,14,5,10,11,13,8,6,1,3,5,0,0,All
Joe Fernandes,,,,,,2,16,9,7,7,0,22,36,22,25,29,18,19,16,11,12,8,21,11,16,11,11,12,7,5,7,6,6,0,0,All
Robert M Kline,,,,,,,0,6,8,4,0,31,17,17,28,21,19,20,8,11,13,21,17,16,16,14,9,5,10,9,8,1,4,0,0,All
Daine A Grey Jr,,,,,,,,0,8,10,0,17,10,14,24,20,17,13,11,12,12,6,29,13,11,9,23,10,4,6,8,7,4,0,0,All
Frank Bennett,,,,,,,,,0,6,0,16,10,9,20,17,19,14,7,13,10,16,13,13,7,5,7,6,8,18,6,5,7,0,0,All
Conor Corcoran,,,,,,,,,,0,0,11,7,8,17,11,17,9,4,11,6,13,13,11,11,10,9,6,15,7,2,5,7,0,0,All
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Daniel D Mccaffery,,,,,,,,,,,,4,92,99,63,112,109,37,89,18,13,51,28,41,18,14,12,4,13,16,3,7,9,0,0,All
Joe Fernandes,,,,,,,,,,,,,5,132,68,89,87,60,78,54,51,13,15,15,18,9,8,14,8,5,9,5,7,0,0,All
Timika Lane,,,,,,,,,,,,,,1,77,91,92,54,86,56,57,12,21,28,11,9,8,6,4,6,11,2,1,0,0,All
Anne Marie Coyle,,,,,,,,,,,,,,,6,36,50,67,18,66,54,37,30,25,24,20,17,11,14,19,12,6,6,0,0,All
Giovanni Campbell,,,,,,,,,,,,,,,,2,100,42,87,17,23,22,33,28,17,9,16,14,7,11,12,7,6,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,1,31,81,21,20,26,30,17,10,21,11,17,12,8,4,4,7,0,0,All
Vince Giusini,,,,,,,,,,,,,,,,,,3,16,47,49,18,26,15,17,10,13,11,10,9,10,3,4,0,0,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,0,10,13,8,19,20,6,3,9,8,4,2,4,3,4,0,0,All
Tracy B Roman,,,,,,,,,,,,,,,,,,,,2,52,17,16,14,4,11,9,11,10,5,4,6,6,0,0,All
Sierra Thomas Street,,,,,,,,,,,,,,,,,,,,,0,11,15,16,4,9,8,13,6,6,4,2,2,0,0,All
John J O Connor Jr,,,,,,,,,,,,,,,,,,,,,,4,14,23,11,9,6,6,12,11,3,4,6,0,0,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,0,20,16,16,24,14,12,11,6,6,9,0,0,All
Kenneth J Powell Jr,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,9,4,3,6,6,4,2,0,0,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,,,,1,5,12,6,9,12,9,8,5,0,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,12,6,4,3,2,5,0,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,5,4,1,5,4,0,0,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,5,4,4,0,0,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,6,0,0,All
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,6,0,0,All
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
