col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Daine A Grey Jr,Shoshana Bricklin,Frank Bennett,Joe Fernandes,Robert M Kline,Conor Corcoran,Derrick W Coker,Omar Sabir,Donna Derose,Donna Marie Laws,Marnie Aument Loughrey,Sharif Ali,Tia M Seibert,Lewis Harris Jr,Warren Bloom,Suzanne Harmon Carn,Inja Coates,Ashley Michelle Cook,Bobbie T Curry,Jose A Figueroa,Brigitte A Garvin Johnson,Tyrone T Martin,Keith Jackson,Bruce H Bailey,Wayne E Dorsey,David Mamikonyan,Verna Ragan Tennant,Holly A Harris Seidle,James Johnson,Kyle J Sampson,Ryan Mulvey,Robert Tuerk,All
Martin Coleman,6,257,198,132,59,34,38,32,24,3,0,249,140,48,133,53,82,89,83,53,17,31,35,14,15,19,12,15,14,16,8,5,9,10,7,11,All
Henry Lewandowski,,4,200,108,17,50,11,18,15,1,1,245,168,65,121,33,57,62,70,37,25,16,22,10,10,10,7,4,2,18,7,4,4,2,10,5,All
Fran Shields,,,29,49,34,66,25,12,18,3,1,224,186,66,137,42,27,13,19,17,23,21,8,14,16,11,15,11,11,5,15,8,8,9,9,7,All
Tracy B Roman,,,,5,58,60,35,24,24,6,0,108,18,48,10,53,87,82,89,61,36,39,34,14,20,23,15,10,11,17,10,11,11,14,5,3,All
Daine A Grey Jr,,,,,10,44,19,29,19,7,0,51,21,36,18,68,30,23,15,12,20,22,5,26,17,18,19,11,12,3,6,13,11,5,3,6,All
Shoshana Bricklin,,,,,,1,18,17,18,3,0,67,50,63,13,37,20,16,14,19,52,21,9,11,12,17,7,13,7,0,10,7,5,7,4,3,All
Frank Bennett,,,,,,,2,18,11,4,0,25,6,26,7,26,18,17,13,8,17,17,7,6,12,10,12,13,8,3,5,2,3,8,5,0,All
Joe Fernandes,,,,,,,,2,16,3,0,24,11,16,7,24,15,22,11,7,10,11,7,15,13,5,8,9,4,7,4,2,2,6,1,2,All
Robert M Kline,,,,,,,,,1,3,0,27,10,30,6,15,9,13,7,8,16,9,5,12,8,10,5,4,9,6,2,3,2,5,5,3,All
Conor Corcoran,,,,,,,,,,0,0,2,4,3,2,6,2,4,1,2,1,2,2,3,4,1,5,3,1,0,1,4,0,0,1,0,All
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,All
Omar Sabir,,,,,,,,,,,,17,165,68,132,59,39,33,24,23,14,16,19,14,7,8,6,7,6,10,6,3,4,5,1,3,All
Donna Derose,,,,,,,,,,,,,0,50,130,12,4,1,2,3,16,5,2,6,2,1,2,2,3,2,1,5,1,1,3,2,All
Donna Marie Laws,,,,,,,,,,,,,,8,7,27,11,7,8,11,23,22,7,7,10,6,5,5,3,3,2,9,1,3,3,3,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,1,5,3,5,1,2,4,3,1,3,3,2,2,2,1,1,2,2,0,1,3,2,All
Sharif Ali,,,,,,,,,,,,,,,,7,17,11,8,6,9,15,5,23,11,8,15,4,5,4,4,3,10,5,2,0,All
Tia M Seibert,,,,,,,,,,,,,,,,,2,40,46,20,12,13,14,2,5,4,6,5,4,2,1,3,1,2,0,0,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,3,54,19,6,6,13,3,5,5,2,8,3,7,2,2,4,3,2,0,All
Warren Bloom,,,,,,,,,,,,,,,,,,,2,20,5,5,16,1,3,4,2,10,3,7,4,0,2,1,2,2,All
Suzanne Harmon Carn,,,,,,,,,,,,,,,,,,,,4,6,7,11,1,4,6,1,1,5,5,2,3,0,2,1,0,All
Inja Coates,,,,,,,,,,,,,,,,,,,,,1,7,2,5,2,12,1,5,5,0,2,1,0,4,4,7,All
Ashley Michelle Cook,,,,,,,,,,,,,,,,,,,,,,0,1,3,6,4,4,0,0,0,3,1,4,5,3,1,All
Bobbie T Curry,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,2,1,2,5,1,0,0,3,0,1,All
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,6,0,3,1,1,4,1,2,2,3,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,9,1,1,3,2,0,2,0,0,All
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,2,4,4,0,0,4,0,1,1,All
Keith Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,2,2,4,0,1,1,All
Bruce H Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,3,0,0,1,0,0,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,3,1,0,All
David Mamikonyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,2,0,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,1,1,0,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,3,0,All
James Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,All
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,457,386,381,321,190,180,101,100,90,20,1,436,224,176,168,168,144,141,134,96,86,72,65,62,51,51,42,38,35,31,30,25,24,24,20,16,All
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
