col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Donna Marie Laws,Donna Derose,Marnie Aument Loughrey,Tia M Seibert,Warren Bloom,Lewis Harris Jr,Bobbie T Curry,Sharif Ali,Suzanne Harmon Carn,Tyrone T Martin,Ashley Michelle Cook,Inja Coates,Brigitte A Garvin Johnson,David Mamikonyan,Jose A Figueroa,Keith Jackson,Bruce H Bailey,Wayne E Dorsey,Robert Tuerk,James Johnson,Verna Ragan Tennant,Kyle J Sampson,Holly A Harris Seidle,Ryan Mulvey,All
Omar Sabir,122,456,846,832,51,48,46,63,87,41,30,15,25,19,17,14,17,18,15,19,15,5,6,6,4,All
Donna Marie Laws,,181,191,151,68,54,45,90,114,53,55,64,45,45,8,33,32,24,23,31,20,12,20,18,10,All
Donna Derose,,,17,759,10,9,5,10,13,8,4,10,19,12,4,5,6,2,7,8,2,4,5,2,3,All
Marnie Aument Loughrey,,,,8,9,13,5,6,10,3,6,5,7,5,6,5,1,3,1,0,1,0,0,1,1,All
Tia M Seibert,,,,,33,106,98,34,5,28,8,14,0,7,13,5,1,3,3,0,4,1,3,2,2,All
Warren Bloom,,,,,,12,111,25,10,19,7,10,7,4,13,3,2,9,0,1,4,3,5,0,4,All
Lewis Harris Jr,,,,,,,18,34,8,26,4,5,5,2,12,1,4,4,2,2,3,4,2,2,4,All
Bobbie T Curry,,,,,,,,27,13,19,5,6,2,5,21,4,4,5,3,1,3,1,0,1,1,All
Sharif Ali,,,,,,,,,8,5,9,14,3,6,0,9,9,2,6,2,8,4,7,3,0,All
Suzanne Harmon Carn,,,,,,,,,,13,4,3,3,6,14,2,3,1,3,2,1,2,1,1,1,All
Tyrone T Martin,,,,,,,,,,,6,12,20,5,1,0,5,5,6,2,4,1,3,1,0,All
Ashley Michelle Cook,,,,,,,,,,,,3,5,6,3,2,5,4,3,1,4,7,4,5,0,All
Inja Coates,,,,,,,,,,,,,1,4,0,3,0,10,3,4,1,2,3,0,6,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,13,1,1,4,3,6,1,5,4,0,2,2,All
David Mamikonyan,,,,,,,,,,,,,,,2,4,1,0,1,1,1,0,0,0,2,All
Jose A Figueroa,,,,,,,,,,,,,,,,1,6,4,4,2,3,3,2,4,0,All
Keith Jackson,,,,,,,,,,,,,,,,,2,1,4,2,3,0,0,2,1,All
Bruce H Bailey,,,,,,,,,,,,,,,,,,4,1,0,4,2,0,0,2,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,1,0,3,1,2,0,1,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,0,All
James Johnson,,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,9,0,2,1,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,1,2,1,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,,2,0,All
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,539","1,085","1,028",956,281,252,243,218,192,142,116,112,97,94,69,65,63,60,52,51,49,41,36,31,25,All
,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Donna Marie Laws,Omar Sabir,Marnie Aument Loughrey,Donna Derose,Warren Bloom,Bobbie T Curry,Tia M Seibert,Lewis Harris Jr,Sharif Ali,Brigitte A Garvin Johnson,David Mamikonyan,Inja Coates,Suzanne Harmon Carn,Wayne E Dorsey,Ashley Michelle Cook,Bruce H Bailey,Keith Jackson,Ryan Mulvey,Kyle J Sampson,Tyrone T Martin,Verna Ragan Tennant,Holly A Harris Seidle,James Johnson,Jose A Figueroa,Robert Tuerk,1
Donna Marie Laws,6,21,8,9,0,2,1,1,3,3,2,2,3,3,1,2,2,0,0,1,1,0,0,0,0,1
Omar Sabir,,2,19,17,1,0,2,3,3,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1
Marnie Aument Loughrey,,,0,13,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Donna Derose,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Warren Bloom,,,,,3,2,5,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bobbie T Curry,,,,,,3,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tia M Seibert,,,,,,,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Sharif Ali,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brigitte A Garvin Johnson,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
David Mamikonyan,,,,,,,,,,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Inja Coates,,,,,,,,,,,,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1
Suzanne Harmon Carn,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wayne E Dorsey,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1
Ashley Michelle Cook,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1
Bruce H Bailey,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1
Keith Jackson,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Ryan Mulvey,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Kyle J Sampson,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
James Johnson,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,40,40,23,22,10,8,8,5,5,4,4,4,4,4,3,3,2,2,1,1,1,0,0,0,0,1
,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,Omar Sabir,Donna Marie Laws,Donna Derose,Marnie Aument Loughrey,Sharif Ali,Warren Bloom,Tia M Seibert,Lewis Harris Jr,Inja Coates,Bobbie T Curry,Suzanne Harmon Carn,Tyrone T Martin,Ashley Michelle Cook,Bruce H Bailey,Keith Jackson,Brigitte A Garvin Johnson,Holly A Harris Seidle,Kyle J Sampson,Robert Tuerk,Verna Ragan Tennant,Wayne E Dorsey,David Mamikonyan,James Johnson,Jose A Figueroa,Ryan Mulvey,2
Omar Sabir,5,27,39,40,10,3,2,1,2,2,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2
Donna Marie Laws,,5,13,10,10,3,3,2,3,4,4,2,4,3,1,0,3,1,1,0,1,0,0,1,0,2
Donna Derose,,,2,39,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2
Marnie Aument Loughrey,,,,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2
Sharif Ali,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Warren Bloom,,,,,,1,5,5,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2
