col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Controller - Democrat,,,All
,Timika Lane,Joe Fernandes,Sierra Thomas Street,Giovanni Campbell,Daniel D Mccaffery,Leon A King Ii,Tracy B Roman,Anne Marie Coyle,Vince Giusini,Dawn M Tancredi,Kenneth J Powell Jr,Stephanie M Sawyer,John J O Connor Jr,Deborah D Cianfrani,Frank Bennett,Rania Major,Derrick W Coker,Conor Corcoran,Daine A Grey Jr,James C Crumlish,Jon Marshall,Sean P Stevens,Katie Scrivner,Fran Shields,Alan Butkovitz,Brett Mandel,Mark Zecca,All
Timika Lane,7,212,144,142,131,132,117,110,117,123,31,29,11,17,10,9,16,8,9,5,4,4,2,0,224,66,12,All
Joe Fernandes,,2,92,95,92,99,95,93,86,85,15,7,5,2,9,3,6,4,3,2,3,0,1,0,171,39,10,All
Sierra Thomas Street,,,19,55,50,30,110,99,117,42,42,32,16,11,12,11,10,7,11,4,9,4,0,0,108,56,13,All
Giovanni Campbell,,,,1,140,125,17,16,38,129,28,26,17,12,8,9,11,13,5,4,4,6,0,0,123,33,3,All
Daniel D Mccaffery,,,,,2,101,18,15,39,124,22,15,18,7,10,6,6,6,5,4,2,2,1,0,118,27,1,All
Leon A King Ii,,,,,,1,11,12,18,91,19,25,4,8,9,12,10,11,7,9,9,3,0,0,118,24,2,All
Tracy B Roman,,,,,,,4,98,86,18,26,16,9,8,10,7,9,6,5,2,6,4,1,0,95,46,14,All
Anne Marie Coyle,,,,,,,,6,91,11,18,16,11,10,4,7,8,2,7,3,2,3,3,0,84,46,8,All
Vince Giusini,,,,,,,,,1,26,11,9,4,1,5,3,6,5,2,3,1,0,1,0,84,35,10,All
Dawn M Tancredi,,,,,,,,,,0,16,15,9,11,3,5,1,6,4,1,3,2,1,0,103,18,4,All
Kenneth J Powell Jr,,,,,,,,,,,0,19,15,9,9,7,11,6,9,5,7,3,0,0,31,23,5,All
Stephanie M Sawyer,,,,,,,,,,,,2,8,11,8,8,6,5,10,4,6,0,0,0,34,19,3,All
John J O Connor Jr,,,,,,,,,,,,,0,6,5,1,3,4,4,3,2,0,0,0,12,14,1,All
Deborah D Cianfrani,,,,,,,,,,,,,,0,4,5,5,1,4,6,1,1,0,0,13,14,0,All
Frank Bennett,,,,,,,,,,,,,,,1,7,5,6,3,6,4,1,1,0,9,12,3,All
Rania Major,,,,,,,,,,,,,,,,0,4,6,1,2,3,1,1,0,10,13,1,All
Derrick W Coker,,,,,,,,,,,,,,,,,0,2,7,1,0,3,0,0,9,15,1,All
Conor Corcoran,,,,,,,,,,,,,,,,,,0,3,1,3,2,1,0,7,8,3,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,0,3,1,0,0,0,5,11,3,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,1,5,1,0,0,10,5,1,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,2,0,0,7,9,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,3,0,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Alan Butkovitz,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,All
Brett Mandel,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,All
Mark Zecca,,,,,,,,,,,,,,,,,,,,,,,,,,,4,All
Total,361,245,245,201,188,177,177,162,160,157,79,67,36,33,33,28,27,24,23,19,18,11,3,0,323,142,28,All
,Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,Alan Butkovitz,Brett Mandel,Mark Zecca,Leon A King Ii,Timika Lane,Giovanni Campbell,Joe Fernandes,Daniel D Mccaffery,Dawn M Tancredi,Sierra Thomas Street,Kenneth J Powell Jr,Anne Marie Coyle,Vince Giusini,Stephanie M Sawyer,Tracy B Roman,Frank Bennett,James C Crumlish,Deborah D Cianfrani,Rania Major,Conor Corcoran,Daine A Grey Jr,Jon Marshall,Derrick W Coker,Fran Shields,John J O Connor Jr,Katie Scrivner,Sean P Stevens,1
Alan Butkovitz,3,0,0,11,14,11,10,9,7,7,5,4,3,3,2,1,2,1,0,0,0,0,0,0,0,0,0,1
Brett Mandel,,0,0,1,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Mark Zecca,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1
Leon A King Ii,,,,0,10,10,9,8,9,4,3,0,1,2,1,2,1,1,2,1,1,1,0,0,0,0,0,1
Timika Lane,,,,,0,10,11,9,9,4,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
Giovanni Campbell,,,,,,0,8,11,10,3,4,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Joe Fernandes,,,,,,,0,8,8,2,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
Daniel D Mccaffery,,,,,,,,0,10,3,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,0,3,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Sierra Thomas Street,,,,,,,,,,0,3,2,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1
Kenneth J Powell Jr,,,,,,,,,,,0,0,2,4,2,0,1,0,0,0,0,1,0,0,0,0,0,1
Anne Marie Coyle,,,,,,,,,,,,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
Tracy B Roman,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,,0,2,2,2,1,1,0,0,0,0,0,0,1
James C Crumlish,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,1
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1
Conor Corcoran,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
John J O Connor Jr,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,25,3,1,17,17,14,14,12,12,11,7,5,5,4,4,3,3,2,2,1,1,1,0,0,0,0,0,1
,Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,2
,Alan Butkovitz,Brett Mandel,Mark Zecca,Timika Lane,Joe Fernandes,Sierra Thomas Street,Anne Marie Coyle,Tracy B Roman,Vince Giusini,Giovanni Campbell,Leon A King Ii,Daniel D Mccaffery,Stephanie M Sawyer,Dawn M Tancredi,Daine A Grey Jr,Frank Bennett,Kenneth J Powell Jr,Rania Major,Deborah D Cianfrani,Derrick W Coker,James C Crumlish,John J O Connor Jr,Jon Marshall,Sean P Stevens,Conor Corcoran,Fran Shields,Katie Scrivner,2
Alan Butkovitz,1,0,0,19,17,14,12,13,11,7,6,6,2,3,1,2,2,2,1,2,1,1,1,2,0,0,0,2
Brett Mandel,,0,0,3,3,4,3,2,2,0,0,0,2,1,1,0,1,1,1,0,1,0,1,0,0,0,0,2
Mark Zecca,,,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
Timika Lane,,,,0,20,14,14,14,12,4,5,4,2,3,2,1,0,1,1,1,0,0,0,0,0,0,0,2
