col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,Anne Marie Coyle,Daniel D Mccaffery,James C Crumlish,Giovanni Campbell,Timika Lane,Joe Fernandes,Kenneth J Powell Jr,Vince Giusini,Dawn M Tancredi,Stephanie M Sawyer,John J O Connor Jr,Tracy B Roman,Sierra Thomas Street,Leon A King Ii,Deborah D Cianfrani,Daine A Grey Jr,Derrick W Coker,Conor Corcoran,Rania Major,Frank Bennett,Sean P Stevens,Jon Marshall,Katie Scrivner,Fran Shields,All
Anne Marie Coyle,47,329,255,196,259,295,222,265,170,188,186,227,170,44,112,94,90,64,45,48,31,12,0,0,All
Daniel D Mccaffery,,23,344,277,194,205,227,125,216,147,232,66,64,102,80,53,30,88,25,49,31,20,1,0,All
James C Crumlish,,,48,184,122,159,156,98,118,117,116,54,29,33,64,63,71,52,21,39,31,17,0,0,All
Giovanni Campbell,,,,33,214,163,134,127,151,161,81,40,60,109,38,68,92,52,19,20,20,3,1,0,All
Timika Lane,,,,,11,244,106,144,152,130,33,164,188,99,36,57,61,12,42,7,12,2,1,0,All
Joe Fernandes,,,,,,9,116,159,126,61,86,142,116,57,32,29,51,19,14,18,13,9,0,0,All
Kenneth J Powell Jr,,,,,,,29,70,73,99,127,62,52,68,36,42,43,34,24,30,22,10,1,0,All
Vince Giusini,,,,,,,,20,52,82,51,147,117,46,46,28,36,47,9,17,15,5,0,0,All
Dawn M Tancredi,,,,,,,,,5,89,94,78,71,63,84,34,19,33,35,26,17,9,1,0,All
Stephanie M Sawyer,,,,,,,,,,6,45,57,70,80,63,80,58,53,36,10,21,14,1,0,All
John J O Connor Jr,,,,,,,,,,,12,35,49,18,54,18,9,56,8,32,22,10,1,0,All
Tracy B Roman,,,,,,,,,,,,7,154,24,46,17,19,13,30,16,10,7,0,0,All
Sierra Thomas Street,,,,,,,,,,,,,8,41,27,12,30,13,30,8,10,4,0,0,All
Leon A King Ii,,,,,,,,,,,,,,4,7,19,22,29,30,11,8,9,0,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,,4,27,10,37,26,18,19,11,0,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,,0,33,16,18,10,16,12,0,0,All
Derrick W Coker,,,,,,,,,,,,,,,,,4,9,17,8,5,7,0,0,All
Conor Corcoran,,,,,,,,,,,,,,,,,,6,9,19,23,12,0,0,All
Rania Major,,,,,,,,,,,,,,,,,,,1,11,10,4,0,0,All
Frank Bennett,,,,,,,,,,,,,,,,,,,,2,6,11,0,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,4,15,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,1,0,0,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,831,789,635,539,525,480,449,403,386,365,343,328,302,212,197,163,162,159,103,94,86,48,2,0,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,Anne Marie Coyle,James C Crumlish,Giovanni Campbell,Timika Lane,Daniel D Mccaffery,Kenneth J Powell Jr,Joe Fernandes,Stephanie M Sawyer,Daine A Grey Jr,Deborah D Cianfrani,Leon A King Ii,Vince Giusini,Conor Corcoran,John J O Connor Jr,Sean P Stevens,Tracy B Roman,Dawn M Tancredi,Frank Bennett,Derrick W Coker,Jon Marshall,Rania Major,Sierra Thomas Street,Fran Shields,Katie Scrivner,1
Anne Marie Coyle,2,6,6,6,7,4,2,5,4,3,2,4,3,4,1,2,0,1,1,0,1,1,0,0,1
James C Crumlish,,1,8,5,7,4,5,4,3,1,3,2,3,1,2,1,1,2,1,1,0,0,0,0,1
Giovanni Campbell,,,2,6,6,3,4,3,3,2,2,3,0,1,1,0,1,1,1,0,0,0,0,0,1
Timika Lane,,,,1,5,2,3,1,2,2,4,2,1,2,0,2,1,0,0,0,1,1,0,0,1
Daniel D Mccaffery,,,,,0,4,1,1,2,0,1,2,1,2,0,0,1,1,0,0,1,0,0,0,1
Kenneth J Powell Jr,,,,,,1,2,0,0,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1
Joe Fernandes,,,,,,,0,1,0,1,2,2,0,0,1,2,1,1,1,0,0,1,0,0,1
Stephanie M Sawyer,,,,,,,,0,4,2,0,1,2,1,2,1,0,0,1,1,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,0,2,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1
Deborah D Cianfrani,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
