col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Warren Bloom,Tyrone T Martin,Lewis Harris Jr,Donna Derose,Tia M Seibert,Marnie Aument Loughrey,Donna Marie Laws,Suzanne Harmon Carn,Inja Coates,Sharif Ali,Ashley Michelle Cook,Bobbie T Curry,Holly A Harris Seidle,Bruce H Bailey,Jose A Figueroa,Verna Ragan Tennant,David Mamikonyan,James Johnson,Wayne E Dorsey,Robert Tuerk,Brigitte A Garvin Johnson,Keith Jackson,Ryan Mulvey,Kyle J Sampson,All
Omar Sabir,39,18,29,11,69,10,65,18,8,4,9,9,5,5,6,1,6,4,4,4,3,1,4,1,1,All
Warren Bloom,,31,8,64,3,53,4,2,16,1,3,1,8,3,5,2,2,4,2,0,0,3,1,5,1,All
Tyrone T Martin,,,52,7,8,5,5,17,4,8,11,7,0,1,7,4,2,0,2,6,1,3,2,0,3,All
Lewis Harris Jr,,,,16,3,49,0,6,16,0,3,4,7,1,2,4,1,4,1,0,0,0,2,0,0,All
Donna Derose,,,,,2,1,72,9,2,11,3,3,0,1,0,1,3,0,1,1,7,2,2,0,0,All
Tia M Seibert,,,,,,12,2,6,12,1,4,6,5,2,3,0,1,2,1,0,0,0,1,0,1,All
Marnie Aument Loughrey,,,,,,,2,0,2,4,2,0,0,2,0,1,0,0,1,1,4,0,0,0,0,All
Donna Marie Laws,,,,,,,,3,4,6,4,9,2,4,4,3,0,2,3,2,0,3,3,0,2,All
Suzanne Harmon Carn,,,,,,,,,8,1,0,5,3,2,2,0,1,2,0,1,1,0,0,1,0,All
Inja Coates,,,,,,,,,,15,2,4,0,3,3,2,1,1,0,0,8,2,1,1,0,All
Sharif Ali,,,,,,,,,,,4,5,2,2,1,3,2,1,3,3,0,2,1,1,1,All
Ashley Michelle Cook,,,,,,,,,,,,1,0,4,3,1,3,0,2,2,0,1,0,0,0,All
Bobbie T Curry,,,,,,,,,,,,,2,0,0,2,0,5,1,0,0,1,1,0,0,All
Holly A Harris Seidle,,,,,,,,,,,,,,4,1,1,5,0,0,1,0,0,0,1,0,All
Bruce H Bailey,,,,,,,,,,,,,,,0,0,2,1,0,0,0,2,0,1,0,All
Jose A Figueroa,,,,,,,,,,,,,,,,0,1,3,0,3,1,0,2,2,3,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,2,2,0,1,0,2,0,0,0,All
David Mamikonyan,,,,,,,,,,,,,,,,,,2,0,0,0,2,1,1,0,All
James Johnson,,,,,,,,,,,,,,,,,,,3,3,1,2,0,2,1,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,0,1,2,2,2,3,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,All
