col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,Alan Butkovitz,Brett Mandel,Mark Zecca,Timika Lane,Joe Fernandes,Giovanni Campbell,Leon A King Ii,Daniel D Mccaffery,Sean P Stevens,Sierra Thomas Street,Dawn M Tancredi,Anne Marie Coyle,Tracy B Roman,Vince Giusini,Stephanie M Sawyer,Derrick W Coker,John J O Connor Jr,Kenneth J Powell Jr,James C Crumlish,Rania Major,Conor Corcoran,Daine A Grey Jr,Deborah D Cianfrani,Fran Shields,Frank Bennett,Jon Marshall,Katie Scrivner,1
Alan Butkovitz,0,0,0,35,33,19,19,18,13,13,15,10,10,9,4,3,2,1,0,1,0,0,0,0,0,0,0,1
Brett Mandel,,2,0,2,0,1,1,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mark Zecca,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Timika Lane,,,,0,33,18,20,17,11,12,14,12,11,11,3,3,2,1,0,1,0,0,0,0,0,0,0,1
Joe Fernandes,,,,,0,16,19,16,13,9,13,9,9,9,1,0,2,1,0,0,0,0,0,0,0,0,0,1
Giovanni Campbell,,,,,,1,14,21,6,3,17,2,4,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1
Leon A King Ii,,,,,,,0,13,8,1,11,1,1,2,3,2,0,0,0,1,0,0,0,0,0,0,0,1
Daniel D Mccaffery,,,,,,,,0,8,3,16,2,4,0,1,0,3,2,1,0,0,0,0,0,0,0,0,1
Sean P Stevens,,,,,,,,,4,1,4,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1
Sierra Thomas Street,,,,,,,,,,0,2,13,12,11,2,2,0,0,0,1,0,0,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Anne Marie Coyle,,,,,,,,,,,,1,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Tracy B Roman,,,,,,,,,,,,,0,10,0,1,1,1,1,0,0,0,0,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,0,2,0,0,0,1,0,0,0,0,0,0,0,1
