col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Henry Lewandowski,Fran Shields,Martin Coleman,Shoshana Bricklin,Robert M Kline,Frank Bennett,Joe Fernandes,Tracy B Roman,Conor Corcoran,Daine A Grey Jr,Derrick W Coker,Donna Derose,Inja Coates,Donna Marie Laws,Robert Tuerk,Tia M Seibert,Suzanne Harmon Carn,Ashley Michelle Cook,David Mamikonyan,Holly A Harris Seidle,Marnie Aument Loughrey,Omar Sabir,Brigitte A Garvin Johnson,Bruce H Bailey,Ryan Mulvey,Tyrone T Martin,Warren Bloom,Wayne E Dorsey,Bobbie T Curry,Jose A Figueroa,Lewis Harris Jr,Verna Ragan Tennant,James Johnson,Keith Jackson,Kyle J Sampson,Sharif Ali,1
Henry Lewandowski,15,11,11,7,5,6,7,6,6,0,0,11,7,7,7,6,3,3,3,1,6,3,1,4,3,1,3,3,2,1,1,0,1,1,0,1,1
Fran Shields,,0,11,5,1,4,1,4,1,3,0,7,4,7,3,2,1,2,1,1,2,2,3,2,1,1,0,0,0,1,1,0,0,1,1,0,1
Martin Coleman,,,0,3,3,1,1,3,1,3,0,7,7,4,7,1,2,4,2,1,2,2,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
Shoshana Bricklin,,,,0,4,1,3,3,1,3,0,5,6,5,3,2,2,0,3,5,0,0,1,0,1,1,2,3,2,2,1,0,0,0,0,0,1
Robert M Kline,,,,,0,2,1,1,2,3,0,2,3,2,4,2,2,2,3,1,1,0,1,0,1,3,2,1,2,1,0,0,0,0,0,0,1
Frank Bennett,,,,,,0,1,1,2,2,0,3,2,1,1,2,1,1,1,0,1,1,2,1,0,0,1,0,0,1,1,1,0,0,1,0,1
Joe Fernandes,,,,,,,1,0,2,1,0,3,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,1,1
Tracy B Roman,,,,,,,,0,0,2,0,1,0,2,2,0,2,3,1,3,1,1,1,2,1,0,2,0,0,1,1,1,0,0,1,0,1
