col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lewis Harris Jr,Warren Bloom,Tia M Seibert,Marnie Aument Loughrey,Donna Derose,Suzanne Harmon Carn,Donna Marie Laws,Sharif Ali,Jose A Figueroa,James Johnson,Bobbie T Curry,Inja Coates,Wayne E Dorsey,Brigitte A Garvin Johnson,David Mamikonyan,Verna Ragan Tennant,Tyrone T Martin,Bruce H Bailey,Ashley Michelle Cook,Keith Jackson,Kyle J Sampson,Ryan Mulvey,Robert Tuerk,Holly A Harris Seidle,All
Omar Sabir,77,21,20,18,98,77,12,20,18,17,14,15,4,12,2,6,6,3,3,5,3,4,0,2,3,All
Lewis Harris Jr,,16,99,104,4,0,14,6,4,0,2,10,4,3,2,6,1,1,2,4,4,0,0,1,1,All
Warren Bloom,,,15,106,3,0,12,3,5,3,3,9,4,1,3,8,6,3,7,2,0,1,1,3,0,All
Tia M Seibert,,,,9,2,1,21,1,5,2,3,10,5,1,7,10,2,2,2,3,1,1,1,1,1,All
Marnie Aument Loughrey,,,,,4,66,2,3,15,14,1,1,1,10,1,0,2,1,0,2,2,1,0,3,1,All
Donna Derose,,,,,,2,2,12,3,3,1,3,5,0,3,0,1,3,2,1,1,0,0,0,0,All
Suzanne Harmon Carn,,,,,,,16,2,2,1,2,8,2,1,1,8,0,2,0,3,2,1,1,0,0,All
Donna Marie Laws,,,,,,,,5,4,3,1,1,14,3,2,1,1,2,5,6,3,1,2,0,0,All
Sharif Ali,,,,,,,,,5,4,9,0,2,0,3,1,1,0,1,2,4,0,0,0,0,All
Jose A Figueroa,,,,,,,,,,14,2,1,3,1,3,0,1,2,0,3,3,0,1,1,0,All
James Johnson,,,,,,,,,,,14,1,1,7,2,0,2,1,0,2,3,1,0,2,0,All
Bobbie T Curry,,,,,,,,,,,,5,0,1,2,8,0,4,1,0,0,2,1,0,0,All
Inja Coates,,,,,,,,,,,,,2,3,6,0,0,2,6,1,2,1,0,2,0,All
Wayne E Dorsey,,,,,,,,,,,,,,3,5,0,4,1,1,0,2,1,0,1,1,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,2,0,5,1,1,0,3,3,4,0,2,All
David Mamikonyan,,,,,,,,,,,,,,,,5,0,0,2,0,0,1,1,0,0,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,9,0,6,0,0,0,0,0,0,All
Tyrone T Martin,,,,,,,,,,,,,,,,,,8,1,1,4,1,0,2,0,All
Bruce H Bailey,,,,,,,,,,,,,,,,,,,1,1,1,3,2,0,0,All
Ashley Michelle Cook,,,,,,,,,,,,,,,,,,,,4,1,1,2,0,0,All
Keith Jackson,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,All
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,1,0,1,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,290,172,172,169,135,98,69,55,55,50,48,46,39,34,33,33,31,28,25,24,21,14,11,10,6,All
,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Omar Sabir,James Johnson,Sharif Ali,Donna Marie Laws,Tia M Seibert,Inja Coates,Donna Derose,Lewis Harris Jr,Tyrone T Martin,Warren Bloom,Marnie Aument Loughrey,Bobbie T Curry,Kyle J Sampson,Ryan Mulvey,Wayne E Dorsey,Ashley Michelle Cook,Brigitte A Garvin Johnson,Bruce H Bailey,David Mamikonyan,Holly A Harris Seidle,Jose A Figueroa,Keith Jackson,Robert Tuerk,Suzanne Harmon Carn,Verna Ragan Tennant,1
Omar Sabir,1,7,6,2,2,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
James Johnson,,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Sharif Ali,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Donna Marie Laws,,,,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tia M Seibert,,,,,0,1,0,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Inja Coates,,,,,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Donna Derose,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tyrone T Martin,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Warren Bloom,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bobbie T Curry,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
