col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Superior Court - Democrat,,All
,Anne Marie Coyle,Daniel D Mccaffery,Joe Fernandes,Dawn M Tancredi,Vince Giusini,Timika Lane,John J O Connor Jr,James C Crumlish,Giovanni Campbell,Tracy B Roman,Stephanie M Sawyer,Sierra Thomas Street,Kenneth J Powell Jr,Deborah D Cianfrani,Conor Corcoran,Frank Bennett,Daine A Grey Jr,Derrick W Coker,Leon A King Ii,Sean P Stevens,Rania Major,Jon Marshall,Katie Scrivner,Fran Shields,Joseph C Waters Jr,Jack Mcvay Jr,All
Anne Marie Coyle,42,316,245,166,172,184,154,146,97,128,71,80,68,62,54,47,37,34,20,25,16,14,0,0,403,106,All
Daniel D Mccaffery,,18,160,183,92,117,169,131,103,59,78,27,78,44,59,48,29,18,35,22,12,14,1,0,327,70,All
Joe Fernandes,,,10,104,105,163,53,82,54,90,29,64,27,20,12,14,12,19,17,7,4,4,0,0,225,48,All
Dawn M Tancredi,,,,0,39,88,74,73,60,42,44,19,32,41,18,17,20,6,20,7,8,5,1,0,179,36,All
Vince Giusini,,,,,5,82,47,41,61,80,31,64,20,19,21,7,8,24,11,6,3,3,0,0,153,62,All
Timika Lane,,,,,,2,18,55,42,85,21,70,16,9,7,6,14,8,18,2,9,0,0,0,191,28,All
John J O Connor Jr,,,,,,,4,50,47,32,32,12,50,33,45,23,17,8,12,21,9,9,1,0,141,46,All
James C Crumlish,,,,,,,,2,31,17,30,7,20,14,14,15,14,22,4,11,2,3,0,0,124,39,All
Giovanni Campbell,,,,,,,,,2,18,42,14,22,18,26,16,19,24,23,7,7,6,1,0,113,42,All
Tracy B Roman,,,,,,,,,,7,26,62,18,18,6,9,15,2,2,4,9,6,0,0,127,28,All
Stephanie M Sawyer,,,,,,,,,,,0,12,19,21,18,11,23,17,11,10,12,7,0,0,78,33,All
Sierra Thomas Street,,,,,,,,,,,,0,11,6,2,5,2,4,4,1,6,6,0,0,79,19,All
Kenneth J Powell Jr,,,,,,,,,,,,,0,7,12,7,9,8,7,4,7,7,1,0,69,21,All
Deborah D Cianfrani,,,,,,,,,,,,,,0,20,19,14,8,4,7,5,6,0,0,55,20,All
Conor Corcoran,,,,,,,,,,,,,,,0,16,2,4,11,11,5,5,0,0,48,21,All
Frank Bennett,,,,,,,,,,,,,,,,3,6,5,5,4,7,7,0,0,46,12,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,0,8,2,5,6,3,0,0,41,11,All
Derrick W Coker,,,,,,,,,,,,,,,,,,0,5,4,6,3,0,0,19,23,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,1,2,2,2,0,0,34,9,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,0,2,5,0,0,26,7,All
Rania Major,,,,,,,,,,,,,,,,,,,,,1,3,0,0,23,4,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,0,0,20,3,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Joseph C Waters Jr,,,,,,,,,,,,,,,,,,,,,,,,,16,0,All
Jack Mcvay Jr,,,,,,,,,,,,,,,,,,,,,,,,,,3,All
Total,626,496,312,245,241,235,229,188,177,176,127,105,104,86,81,74,59,51,48,40,31,27,1,0,582,150,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Superior Court - Democrat,,1
,Anne Marie Coyle,Daniel D Mccaffery,Dawn M Tancredi,Vince Giusini,Joe Fernandes,John J O Connor Jr,Tracy B Roman,Conor Corcoran,Kenneth J Powell Jr,James C Crumlish,Timika Lane,Giovanni Campbell,Stephanie M Sawyer,Daine A Grey Jr,Deborah D Cianfrani,Leon A King Ii,Sierra Thomas Street,Rania Major,Derrick W Coker,Fran Shields,Frank Bennett,Jon Marshall,Katie Scrivner,Sean P Stevens,Joseph C Waters Jr,Jack Mcvay Jr,1
Anne Marie Coyle,0,25,12,11,10,10,10,9,9,8,8,6,4,4,4,4,3,1,0,0,0,0,0,0,25,8,1
Daniel D Mccaffery,,1,10,7,7,9,8,7,8,5,8,8,7,3,4,5,3,0,0,0,0,0,0,0,23,4,1
Dawn M Tancredi,,,0,1,5,4,4,2,3,3,6,2,2,1,3,1,2,0,0,0,0,0,0,0,10,4,1
Vince Giusini,,,,0,3,3,4,6,2,3,2,4,2,1,0,2,0,1,0,0,0,0,0,0,8,5,1
Joe Fernandes,,,,,0,0,1,0,1,4,5,2,2,1,0,1,1,0,0,0,0,0,0,0,8,2,1
John J O Connor Jr,,,,,,0,2,4,4,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,7,4,1
Tracy B Roman,,,,,,,0,2,4,0,3,1,1,3,3,0,1,1,0,0,0,0,0,0,10,1,1
Conor Corcoran,,,,,,,,0,0,2,1,6,3,0,0,3,0,0,0,0,0,0,0,0,5,5,1
Kenneth J Powell Jr,,,,,,,,,0,1,1,0,1,3,3,2,1,1,0,0,0,0,0,0,10,0,1
James C Crumlish,,,,,,,,,,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,6,2,1
Timika Lane,,,,,,,,,,,0,2,2,0,0,1,2,0,0,0,0,0,0,0,9,0,1
Giovanni Campbell,,,,,,,,,,,,0,4,0,0,3,0,0,0,0,0,0,0,0,5,3,1
Stephanie M Sawyer,,,,,,,,,,,,,0,1,1,2,1,0,0,0,0,0,0,0,4,2,1
Daine A Grey Jr,,,,,,,,,,,,,,0,3,0,0,1,0,0,0,0,0,0,5,0,1
Deborah D Cianfrani,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4,1,1
