col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,Joseph C Waters Jr,Jack Mcvay Jr,Timika Lane,Joe Fernandes,Tracy B Roman,Giovanni Campbell,Leon A King Ii,Daniel D Mccaffery,Dawn M Tancredi,Sierra Thomas Street,Anne Marie Coyle,Kenneth J Powell Jr,Vince Giusini,Derrick W Coker,Rania Major,Deborah D Cianfrani,Frank Bennett,Jon Marshall,Daine A Grey Jr,John J O Connor Jr,Sean P Stevens,Stephanie M Sawyer,Conor Corcoran,Fran Shields,James C Crumlish,Katie Scrivner,1
Joseph C Waters Jr,1,0,30,17,16,14,11,10,9,9,9,6,7,4,4,2,2,3,2,1,2,1,0,0,0,0,1
Jack Mcvay Jr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Timika Lane,,,0,18,15,15,10,9,10,9,7,5,5,2,3,1,2,2,2,1,2,2,0,0,0,0,1
Joe Fernandes,,,,0,10,8,8,6,6,5,6,2,5,1,1,1,1,0,0,0,1,0,0,0,0,0,1
Tracy B Roman,,,,,1,6,3,4,3,7,7,4,5,3,2,2,2,3,2,1,1,1,0,0,0,0,1
Giovanni Campbell,,,,,,0,8,7,10,1,1,4,0,2,2,1,2,1,2,1,1,1,0,0,0,0,1
Leon A King Ii,,,,,,,0,7,8,1,1,1,1,3,1,1,1,1,0,0,0,0,1,0,0,0,1
Daniel D Mccaffery,,,,,,,,1,7,1,1,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,0,1,1,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1
Sierra Thomas Street,,,,,,,,,,1,7,2,5,2,2,0,0,1,0,0,0,1,0,0,0,0,1
Anne Marie Coyle,,,,,,,,,,,0,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,1
Kenneth J Powell Jr,,,,,,,,,,,,1,0,2,1,1,0,0,1,1,0,1,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,,,,0,2,1,2,1,0,0,0,0,1,0,0,0,1
Rania Major,,,,,,,,,,,,,,,0,1,1,1,0,0,2,0,1,0,0,0,1
Deborah D Cianfrani,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1
John J O Connor Jr,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,37,0,34,19,18,16,13,12,11,11,9,8,7,5,5,3,3,3,2,2,2,2,1,0,0,0,1
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,2
,Joseph C Waters Jr,Jack Mcvay Jr,Timika Lane,Giovanni Campbell,Stephanie M Sawyer,Sierra Thomas Street,Leon A King Ii,Anne Marie Coyle,Tracy B Roman,Derrick W Coker,Joe Fernandes,Vince Giusini,Dawn M Tancredi,Kenneth J Powell Jr,Rania Major,James C Crumlish,Daniel D Mccaffery,Daine A Grey Jr,John J O Connor Jr,Frank Bennett,Deborah D Cianfrani,Conor Corcoran,Jon Marshall,Sean P Stevens,Fran Shields,Katie Scrivner,2
Joseph C Waters Jr,3,0,54,33,31,27,29,23,26,24,20,16,13,15,12,8,8,4,6,4,4,3,3,3,0,0,2
Jack Mcvay Jr,,0,6,7,4,4,3,4,2,4,5,5,1,0,2,4,1,0,0,0,0,0,0,0,0,0,2
Timika Lane,,,1,32,27,27,27,18,22,22,24,17,9,10,15,7,5,3,5,2,2,1,2,1,0,0,2
Giovanni Campbell,,,,2,25,11,27,5,5,22,8,8,11,5,12,7,7,1,2,1,0,1,0,2,0,0,2
Stephanie M Sawyer,,,,,0,9,21,6,7,22,5,7,4,4,12,7,4,2,2,0,3,2,0,0,0,0,2
Sierra Thomas Street,,,,,,1,8,15,21,4,14,13,3,9,2,4,1,1,2,2,2,2,2,1,0,0,2
