col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,District Attorney - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,R Seth Williams,Anne Marie Coyle,Daniel D Mccaffery,Joe Fernandes,Timika Lane,Dawn M Tancredi,James C Crumlish,John J O Connor Jr,Vince Giusini,Tracy B Roman,Giovanni Campbell,Sierra Thomas Street,Stephanie M Sawyer,Kenneth J Powell Jr,Deborah D Cianfrani,Conor Corcoran,Frank Bennett,Daine A Grey Jr,Leon A King Ii,Sean P Stevens,Derrick W Coker,Jon Marshall,Rania Major,Fran Shields,Katie Scrivner,All
R Seth Williams,14,430,322,277,247,214,173,152,158,157,107,116,72,68,55,58,40,37,46,36,22,16,19,1,1,All
Anne Marie Coyle,,27,266,240,214,175,161,123,138,138,59,97,50,58,46,41,32,23,11,26,20,11,12,1,0,All
Daniel D Mccaffery,,,10,166,141,188,162,149,79,44,86,22,41,55,37,46,31,20,35,23,9,9,5,1,1,All
Joe Fernandes,,,,1,208,124,119,53,89,88,35,83,17,25,14,17,11,9,21,6,13,4,2,0,1,All
Timika Lane,,,,,2,130,99,29,76,88,40,87,13,25,7,5,4,7,21,6,4,2,5,0,1,All
Dawn M Tancredi,,,,,,2,94,64,38,36,56,15,27,35,33,19,8,13,20,9,4,5,7,0,1,All
James C Crumlish,,,,,,,9,48,24,20,24,11,30,16,26,23,18,15,7,18,11,7,2,0,0,All
John J O Connor Jr,,,,,,,,6,45,34,42,14,22,42,28,38,20,13,8,20,6,9,7,0,0,All
Vince Giusini,,,,,,,,,0,90,40,75,24,26,21,17,7,7,15,8,6,4,2,0,0,All
Tracy B Roman,,,,,,,,,,7,15,81,22,13,17,5,7,15,1,6,2,3,10,0,0,All
Giovanni Campbell,,,,,,,,,,,1,15,23,21,20,18,14,12,32,8,11,3,11,0,0,All
Sierra Thomas Street,,,,,,,,,,,,1,7,11,9,4,3,5,11,4,7,2,7,0,0,All
