col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Attorney - Democrat,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,R Seth Williams,Robert Tuerk,Inja Coates,Donna Marie Laws,Suzanne Harmon Carn,Ashley Michelle Cook,Donna Derose,Holly A Harris Seidle,Bobbie T Curry,Tia M Seibert,Warren Bloom,Brigitte A Garvin Johnson,Marnie Aument Loughrey,Ryan Mulvey,Verna Ragan Tennant,Wayne E Dorsey,James Johnson,Keith Jackson,Lewis Harris Jr,Bruce H Bailey,Kyle J Sampson,Omar Sabir,David Mamikonyan,Jose A Figueroa,Sharif Ali,Tyrone T Martin,1
R Seth Williams,19,21,12,9,7,6,5,5,4,4,4,3,1,3,3,3,2,2,2,1,0,1,0,0,0,0,1
Robert Tuerk,,2,5,5,1,0,2,2,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1
Inja Coates,,,1,3,1,2,1,1,0,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
Donna Marie Laws,,,,0,2,2,1,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
Suzanne Harmon Carn,,,,,1,2,1,0,2,1,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1
Ashley Michelle Cook,,,,,,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Donna Derose,,,,,,,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Holly A Harris Seidle,,,,,,,,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Bobbie T Curry,,,,,,,,,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
Tia M Seibert,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Warren Bloom,,,,,,,,,,,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
Brigitte A Garvin Johnson,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Ryan Mulvey,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Verna Ragan Tennant,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Wayne E Dorsey,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
James Johnson,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1
Keith Jackson,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Bruce H Bailey,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
David Mamikonyan,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Sharif Ali,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,62,25,14,11,9,6,6,6,4,4,4,3,3,3,3,3,2,2,2,1,1,1,0,0,0,0,1
,District Attorney - Democrat,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,R Seth Williams,Robert Tuerk,Inja Coates,Suzanne Harmon Carn,Warren Bloom,Tia M Seibert,Bobbie T Curry,Ashley Michelle Cook,Donna Marie Laws,Holly A Harris Seidle,Donna Derose,Omar Sabir,Brigitte A Garvin Johnson,Jose A Figueroa,Lewis Harris Jr,Bruce H Bailey,Kyle J Sampson,Ryan Mulvey,Sharif Ali,Verna Ragan Tennant,David Mamikonyan,James Johnson,Keith Jackson,Marnie Aument Loughrey,Tyrone T Martin,Wayne E Dorsey,2
R Seth Williams,23,23,13,9,7,6,5,4,4,4,2,3,1,2,2,1,1,1,1,1,0,0,0,0,0,0,2
Robert Tuerk,,3,5,6,1,0,3,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Inja Coates,,,2,1,0,2,0,1,2,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2
Suzanne Harmon Carn,,,,0,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Warren Bloom,,,,,1,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Tia M Seibert,,,,,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bobbie T Curry,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Ashley Michelle Cook,,,,,,,,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Donna Marie Laws,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Holly A Harris Seidle,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
