col_1,col_2,division
,Judge Of The Superior Court - Republican,1
,Vic Stabile,1
Vic Stabile,1,1
Total,1,1
,Judge Of The Superior Court - Republican,2
,Vic Stabile,2
Vic Stabile,8,2
Total,8,2
,Judge Of The Superior Court - Republican,3
,Vic Stabile,3
Vic Stabile,5,3
Total,5,3
,Judge Of The Superior Court - Republican,4
,Vic Stabile,4
Vic Stabile,13,4
Total,13,4
,Judge Of The Superior Court - Republican,5
,Vic Stabile,5
Vic Stabile,4,5
Total,4,5
,Judge Of The Superior Court - Republican,6
,Vic Stabile,6
Vic Stabile,1,6
Total,1,6
,Judge Of The Superior Court - Republican,7
,Vic Stabile,7
Vic Stabile,1,7
Total,1,7
,Judge Of The Superior Court - Republican,8
,Vic Stabile,8
Vic Stabile,1,8
Total,1,8
,Judge Of The Superior Court - Republican,9
,Vic Stabile,9
Vic Stabile,1,9
Total,1,9
,Judge Of The Superior Court - Republican,10
,Vic Stabile,10
Vic Stabile,2,10
Total,2,10
,Judge Of The Superior Court - Republican,11
,Vic Stabile,11
Vic Stabile,6,11
Total,6,11
,Judge Of The Superior Court - Republican,12
,Vic Stabile,12
Vic Stabile,1,12
Total,1,12
,Judge Of The Superior Court - Republican,14
,Vic Stabile,14
Vic Stabile,1,14
Total,1,14
,Judge Of The Superior Court - Republican,15
,Vic Stabile,15
Vic Stabile,7,15
Total,7,15
,Judge Of The Superior Court - Republican,17
,Vic Stabile,17
Vic Stabile,8,17
Total,8,17
,Judge Of The Superior Court - Republican,18
,Vic Stabile,18
Vic Stabile,8,18
Total,8,18
,Judge Of The Superior Court - Republican,19
,Vic Stabile,19
Vic Stabile,5,19
Total,5,19
,Judge Of The Superior Court - Republican,20
,Vic Stabile,20
Vic Stabile,1,20
Total,1,20
,Judge Of The Superior Court - Republican,21
,Vic Stabile,21
Vic Stabile,5,21
Total,5,21
,Judge Of The Superior Court - Republican,All
,Vic Stabile,All
Vic Stabile,79,All
Total,79,All
