col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,division
Daine A Grey Jr,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,4,6,1,3,0,3,0,1,0,1,0,1
Deborah D Cianfrani,,,,,,,,,,,,,,0,3,1,0,1,1,0,1,1,0,0,2,2,3,3,1,1,1,2,0,2,0,1
John J O Connor Jr,,,,,,,,,,,,,,,0,0,2,1,0,0,1,2,0,0,2,1,2,2,2,0,4,2,2,2,0,1
Conor Corcoran,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,2,2,1,4,1,0,0,1,0,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,1,1,1,3,3,0,1,0,1,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,1
Sierra Thomas Street,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,3,0,1,0,2,0,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Martin Coleman,,,,,,,,,,,,,,,,,,,,,,,,,1,10,8,7,6,5,3,3,1,1,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,8,1,4,0,0,0,1
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,6,0,3,1,0,1,0,1
Robert M Kline,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,2,1,1,0,1
Shoshana Bricklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,1,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,0,1,0,1
Henry Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,1
Joe Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,50,47,39,38,36,29,19,16,15,15,12,10,7,7,7,4,4,3,3,3,2,2,0,0,41,19,15,14,14,11,11,9,4,3,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,2
,Giovanni Campbell,Kenneth J Powell Jr,Anne Marie Coyle,James C Crumlish,Stephanie M Sawyer,Vince Giusini,Tracy B Roman,Daniel D Mccaffery,Dawn M Tancredi,Timika Lane,Derrick W Coker,Joe Fernandes,Leon A King Ii,Sierra Thomas Street,Rania Major,Daine A Grey Jr,Deborah D Cianfrani,John J O Connor Jr,Conor Corcoran,Frank Bennett,Sean P Stevens,Fran Shields,Jon Marshall,Katie Scrivner,Martin Coleman,Tracy B Roman,Robert M Kline,Shoshana Bricklin,Fran Shields,Joe Fernandes,Daine A Grey Jr,Henry Lewandowski,Conor Corcoran,Frank Bennett,Derrick W Coker,2
Giovanni Campbell,1,30,30,29,28,26,10,13,9,11,10,4,5,1,1,2,3,2,2,0,1,0,0,0,39,16,8,10,8,7,8,4,0,0,0,2
Kenneth J Powell Jr,,1,27,27,25,22,2,10,8,6,2,0,4,2,1,0,1,0,1,2,1,0,0,0,35,9,7,4,8,3,1,5,1,1,0,2
Anne Marie Coyle,,,0,29,22,21,7,4,7,6,5,4,0,4,3,2,1,0,1,0,1,0,0,0,30,12,6,4,6,7,7,4,2,0,0,2
James C Crumlish,,,,0,26,22,5,6,8,4,7,3,0,1,1,1,1,0,1,1,1,0,0,0,29,12,9,3,6,5,5,3,2,0,0,2
Stephanie M Sawyer,,,,,0,20,7,8,4,8,4,1,1,3,4,3,3,0,0,1,1,0,0,0,25,14,7,7,7,6,3,4,0,0,0,2
Vince Giusini,,,,,,0,3,8,1,6,5,4,1,1,0,1,0,1,0,2,2,0,0,0,25,7,9,3,6,3,5,4,0,0,0,2
Tracy B Roman,,,,,,,1,3,7,4,3,2,0,4,3,1,3,1,0,0,0,0,0,0,5,21,2,6,1,5,1,3,1,0,0,2
Daniel D Mccaffery,,,,,,,,0,5,4,6,1,5,0,1,1,1,3,1,1,0,0,0,0,12,7,9,3,6,3,1,4,1,0,0,2
Dawn M Tancredi,,,,,,,,,0,4,1,0,4,1,1,1,1,1,0,0,0,0,0,0,9,8,3,4,3,1,1,4,2,0,0,2
Timika Lane,,,,,,,,,,0,2,2,1,3,2,3,0,0,0,1,1,0,0,0,12,4,2,4,4,2,5,3,0,0,0,2
Derrick W Coker,,,,,,,,,,,0,4,1,0,1,1,2,1,1,1,0,0,0,0,7,5,3,2,2,5,4,2,0,0,0,2
Joe Fernandes,,,,,,,,,,,,0,0,2,2,0,1,0,0,0,0,0,0,0,5,2,1,1,1,3,4,1,0,0,0,2
Leon A King Ii,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,4,2,0,1,2,0,0,2,0,0,0,2
Sierra Thomas Street,,,,,,,,,,,,,,0,3,0,1,0,0,0,0,0,0,0,3,5,0,4,1,2,1,1,0,1,0,2
Rania Major,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,4,0,2,1,3,2,0,0,0,0,2
Daine A Grey Jr,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,2,1,1,2,1,2,0,0,0,0,2
Deborah D Cianfrani,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,3,0,3,0,2,0,1,0,0,0,2
John J O Connor Jr,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2
Conor Corcoran,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
Frank Bennett,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,2
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,2
Fran Shields,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2
Martin Coleman,,,,,,,,,,,,,,,,,,,,,,,,,0,10,8,5,7,6,7,5,1,1,0,2
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,8,4,5,1,4,2,0,0,2
Robert M Kline,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,6,1,1,1,1,0,0,2
Shoshana Bricklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,2,0,1,0,2
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,0,0,2
Joe Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,0,0,0,2
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Henry Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,53,40,39,39,36,31,23,20,16,15,12,6,6,6,5,4,4,3,2,2,2,0,0,0,46,32,14,13,12,10,9,9,2,1,0,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,3
,Vince Giusini,Giovanni Campbell,Anne Marie Coyle,Stephanie M Sawyer,Tracy B Roman,Kenneth J Powell Jr,Daniel D Mccaffery,James C Crumlish,Timika Lane,Joe Fernandes,Dawn M Tancredi,Sierra Thomas Street,Daine A Grey Jr,Deborah D Cianfrani,Leon A King Ii,Conor Corcoran,Derrick W Coker,John J O Connor Jr,Rania Major,Frank Bennett,Jon Marshall,Sean P Stevens,Fran Shields,Katie Scrivner,Martin Coleman,Tracy B Roman,Henry Lewandowski,Shoshana Bricklin,Daine A Grey Jr,Fran Shields,Robert M Kline,Joe Fernandes,Frank Bennett,Conor Corcoran,Derrick W Coker,3
Vince Giusini,0,30,31,29,15,26,9,21,13,10,1,8,3,1,3,1,1,0,0,1,0,1,0,0,33,18,11,6,6,7,5,3,1,0,0,3
Giovanni Campbell,,1,21,31,9,30,13,19,8,2,3,1,5,2,7,0,2,1,0,0,0,1,0,0,29,12,8,10,7,10,4,3,1,0,0,3
Anne Marie Coyle,,,0,24,18,19,7,17,12,10,8,8,3,4,0,1,1,1,1,1,0,0,0,0,24,22,14,6,6,4,9,3,2,0,0,3
Stephanie M Sawyer,,,,0,11,27,11,21,7,0,6,2,7,4,4,1,1,1,1,0,0,1,0,0,24,13,6,9,9,9,6,5,1,1,0,3
Tracy B Roman,,,,,1,4,8,7,13,12,8,10,1,6,0,1,1,1,1,0,1,0,0,0,13,24,10,9,4,1,6,2,3,1,0,3
Kenneth J Powell Jr,,,,,,1,9,20,4,1,2,0,3,1,6,0,0,1,1,1,1,0,0,0,23,10,7,9,4,7,5,1,2,0,0,3
Daniel D Mccaffery,,,,,,,1,5,9,5,8,2,3,3,6,2,1,3,0,1,1,0,0,0,12,9,7,6,5,5,7,5,3,2,0,3
James C Crumlish,,,,,,,,0,4,2,0,1,2,2,0,0,1,1,0,0,1,0,0,0,16,12,5,5,2,5,3,3,1,0,0,3
Timika Lane,,,,,,,,,0,13,8,10,3,4,4,1,2,0,2,1,1,1,0,0,12,10,12,6,8,6,2,4,2,0,0,3
Joe Fernandes,,,,,,,,,,0,2,9,0,0,1,0,2,1,2,1,2,0,0,0,9,7,10,1,3,2,1,2,3,0,0,3
Dawn M Tancredi,,,,,,,,,,,0,2,2,6,2,2,1,1,2,1,0,0,0,0,2,9,5,6,5,1,4,2,3,1,0,3
Sierra Thomas Street,,,,,,,,,,,,0,2,1,1,0,0,0,1,0,0,0,0,0,7,8,7,1,2,1,0,0,0,1,0,3
Daine A Grey Jr,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,2,7,5,2,1,0,1,0,3
Deborah D Cianfrani,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,2,6,2,3,2,1,1,2,1,0,0,3
Leon A King Ii,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,0,3,3,1,3,0,1,0,0,0,3
Conor Corcoran,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,2,1,0,3
Derrick W Coker,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,2,1,0,0,3
John J O Connor Jr,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,2,1,0,0,1,2,2,0,0,3
Rania Major,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,2,1,1,3,0,0,0,2,0,0,3
Frank Bennett,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,1,0,1,0,2,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,3
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3
Martin Coleman,,,,,,,,,,,,,,,,,,,,,,,,,0,16,13,4,3,6,1,2,1,0,0,3
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,9,4,1,6,2,2,1,0,3
Henry Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,1,3,2,0,0,3
Shoshana Bricklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,0,1,0,0,3
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,4,3,1,0,3
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,3
Robert M Kline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,3
Joe Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,3
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,45,43,41,40,37,34,28,26,25,15,14,12,8,8,7,3,3,3,3,2,2,1,0,0,40,37,21,16,14,12,12,7,6,2,0,3
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,4
,Tracy B Roman,Martin Coleman,Shoshana Bricklin,Fran Shields,Henry Lewandowski,Robert M Kline,Joe Fernandes,Conor Corcoran,Daine A Grey Jr,Frank Bennett,Derrick W Coker,Tracy B Roman,Anne Marie Coyle,Giovanni Campbell,Stephanie M Sawyer,Vince Giusini,Kenneth J Powell Jr,James C Crumlish,Dawn M Tancredi,Joe Fernandes,Daniel D Mccaffery,Timika Lane,Sierra Thomas Street,Leon A King Ii,Deborah D Cianfrani,John J O Connor Jr,Rania Major,Sean P Stevens,Derrick W Coker,Conor Corcoran,Daine A Grey Jr,Frank Bennett,Katie Scrivner,Fran Shields,Jon Marshall,4
Tracy B Roman,0,24,9,4,4,2,2,0,0,0,0,33,27,22,23,22,18,18,8,7,3,5,6,3,4,3,3,2,1,1,1,0,0,0,0,4
Martin Coleman,,0,4,4,3,1,2,0,1,2,0,11,22,21,21,21,21,15,5,5,3,5,4,1,1,3,1,1,2,1,2,0,1,0,0,4
Shoshana Bricklin,,,0,2,1,1,0,2,1,0,0,8,7,6,6,3,2,2,6,2,3,1,3,1,3,1,2,1,1,1,1,0,0,0,0,4
Fran Shields,,,,0,0,1,0,0,0,1,0,3,4,3,4,2,3,2,2,1,1,2,1,0,3,0,2,1,1,0,1,0,1,0,0,4
Henry Lewandowski,,,,,1,1,1,0,0,0,0,5,4,1,0,3,0,0,0,5,2,3,3,0,0,1,0,1,1,0,0,1,0,0,0,4
Robert M Kline,,,,,,0,2,1,0,0,0,2,1,1,2,1,1,0,1,2,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,4
Joe Fernandes,,,,,,,0,0,1,0,0,3,3,1,3,0,1,0,2,3,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,4
Conor Corcoran,,,,,,,,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4
Daine A Grey Jr,,,,,,,,,0,0,0,0,1,2,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,4
Frank Bennett,,,,,,,,,,0,0,0,1,2,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Tracy B Roman,,,,,,,,,,,,2,14,7,9,7,5,3,9,9,4,4,6,2,4,4,3,1,1,1,1,1,0,0,0,4
Anne Marie Coyle,,,,,,,,,,,,,0,20,20,21,19,17,7,6,3,6,5,1,3,2,1,1,1,1,1,1,1,0,0,4
Giovanni Campbell,,,,,,,,,,,,,,0,20,22,22,17,3,1,3,2,0,4,0,1,1,2,3,1,1,0,1,0,0,4
Stephanie M Sawyer,,,,,,,,,,,,,,,0,18,19,15,6,3,2,2,3,3,3,1,2,0,2,1,1,0,0,0,0,4
Vince Giusini,,,,,,,,,,,,,,,,0,20,15,2,3,2,4,3,3,0,0,1,1,1,1,0,0,0,0,0,4
Kenneth J Powell Jr,,,,,,,,,,,,,,,,,0,16,2,0,2,2,0,2,0,2,0,0,2,0,1,0,1,0,0,4
James C Crumlish,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,4
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,0,2,1,1,3,2,3,2,3,0,0,2,1,0,0,0,0,4
Joe Fernandes,,,,,,,,,,,,,,,,,,,,0,4,3,3,1,1,1,2,1,1,1,0,1,0,0,0,4
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,4
Timika Lane,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,0,1,0,2,0,0,0,0,0,0,4
Sierra Thomas Street,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,0,0,0,1,0,0,0,0,4
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,1,0,0,0,0,0,4
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,4
John J O Connor Jr,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,4
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,4
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,4
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,4
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,51,29,12,7,6,5,4,2,2,2,0,38,33,29,27,27,24,20,11,9,8,7,6,5,4,4,4,4,3,2,2,1,1,0,0,4
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,5
,Daniel D Mccaffery,Giovanni Campbell,Stephanie M Sawyer,Anne Marie Coyle,Vince Giusini,Kenneth J Powell Jr,Timika Lane,Joe Fernandes,Daine A Grey Jr,Leon A King Ii,Tracy B Roman,James C Crumlish,Dawn M Tancredi,Rania Major,Sierra Thomas Street,Deborah D Cianfrani,John J O Connor Jr,Conor Corcoran,Frank Bennett,Sean P Stevens,Derrick W Coker,Fran Shields,Jon Marshall,Katie Scrivner,Martin Coleman,Fran Shields,Henry Lewandowski,Robert M Kline,Shoshana Bricklin,Joe Fernandes,Tracy B Roman,Daine A Grey Jr,Conor Corcoran,Derrick W Coker,Frank Bennett,5
Daniel D Mccaffery,0,12,8,8,9,6,8,5,5,3,1,2,1,2,0,1,1,0,0,0,0,0,0,0,10,7,3,5,3,4,4,2,0,0,0,5
Giovanni Campbell,,0,8,6,9,8,8,5,3,4,1,2,1,1,0,0,2,0,0,1,0,0,0,0,9,7,4,5,3,3,3,2,0,0,0,5
Stephanie M Sawyer,,,0,7,7,6,6,3,4,4,3,2,1,1,3,2,1,0,0,1,0,0,0,0,7,9,4,4,4,3,4,1,0,0,0,5
Anne Marie Coyle,,,,0,6,4,5,3,3,0,2,2,0,0,1,2,2,0,0,0,0,0,0,0,5,8,5,6,3,3,3,1,0,0,0,5
Vince Giusini,,,,,0,6,4,7,5,3,0,2,0,3,1,1,1,1,1,0,0,0,0,0,7,4,4,6,1,4,4,3,0,0,0,5
Kenneth J Powell Jr,,,,,,0,4,2,0,5,1,2,1,1,2,1,1,1,1,1,0,0,0,0,8,3,5,3,5,1,1,0,0,0,0,5
Timika Lane,,,,,,,0,4,2,2,1,1,2,1,1,0,0,0,0,1,0,0,0,0,8,6,3,2,3,4,2,1,0,0,0,5
Joe Fernandes,,,,,,,,0,2,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,4,3,3,3,1,3,4,1,0,0,0,5
Daine A Grey Jr,,,,,,,,,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,2,3,1,4,0,3,2,3,0,0,0,5
Leon A King Ii,,,,,,,,,,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3,1,2,0,2,0,0,0,0,0,0,5
Tracy B Roman,,,,,,,,,,,2,0,1,0,2,1,1,0,0,0,0,0,0,0,2,2,2,0,1,0,2,0,0,0,0,5
James C Crumlish,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,3,1,2,0,1,0,0,0,5
Dawn M Tancredi,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,5
Rania Major,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,5
Sierra Thomas Street,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,5
Deborah D Cianfrani,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,5
John J O Connor Jr,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,5
Conor Corcoran,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5
Frank Bennett,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5
Sean P Stevens,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Fran Shields,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5
Martin Coleman,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,3,3,2,3,2,0,0,0,5
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,3,3,2,1,0,0,0,5
Henry Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,4,0,0,0,0,5
Robert M Kline,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,1,0,0,0,5
Shoshana Bricklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,5
Joe Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,5
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,5
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,17,15,15,14,14,12,11,8,6,5,5,4,3,3,3,2,2,1,1,1,0,0,0,0,14,11,9,8,7,6,6,3,0,0,0,5
