col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,District Attorney - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,R Seth Williams,Timika Lane,Joe Fernandes,Daniel D Mccaffery,Dawn M Tancredi,Giovanni Campbell,Leon A King Ii,Sierra Thomas Street,Tracy B Roman,Anne Marie Coyle,Kenneth J Powell Jr,Stephanie M Sawyer,Vince Giusini,James C Crumlish,Derrick W Coker,Rania Major,John J O Connor Jr,Deborah D Cianfrani,Daine A Grey Jr,Frank Bennett,Sean P Stevens,Conor Corcoran,Jon Marshall,Katie Scrivner,Fran Shields,All
R Seth Williams,48,843,565,457,409,438,422,349,294,273,184,230,206,95,79,67,70,61,60,51,45,34,33,4,1,All
Timika Lane,,29,680,480,461,412,409,271,246,225,215,178,185,142,65,44,29,35,40,23,20,12,16,1,0,All
Joe Fernandes,,,2,401,382,301,295,185,177,164,146,70,159,124,19,16,20,12,15,14,10,5,9,2,1,All
Daniel D Mccaffery,,,,1,428,356,295,87,53,48,165,79,33,116,20,22,44,14,9,20,7,13,7,3,0,All
Dawn M Tancredi,,,,,1,333,271,80,58,38,160,74,25,107,12,13,26,26,13,9,3,6,2,3,0,All
Giovanni Campbell,,,,,,3,334,79,46,36,58,99,62,25,45,20,29,17,19,15,10,14,6,4,0,All
Leon A King Ii,,,,,,,5,59,35,28,67,95,44,16,42,25,21,15,20,18,14,18,10,0,0,All
Sierra Thomas Street,,,,,,,,8,200,190,65,83,145,20,27,21,32,22,22,14,15,11,11,2,0,All
Tracy B Roman,,,,,,,,,6,196,39,60,136,18,20,23,18,33,19,14,11,7,7,0,0,All
Anne Marie Coyle,,,,,,,,,,5,39,55,144,23,15,22,21,36,18,14,10,13,9,1,0,All
Kenneth J Powell Jr,,,,,,,,,,,7,62,21,114,22,18,26,12,19,18,14,15,16,0,0,All
Stephanie M Sawyer,,,,,,,,,,,,8,45,34,49,32,22,28,39,12,19,18,19,0,1,All
Vince Giusini,,,,,,,,,,,,,2,11,26,12,9,3,7,10,5,14,5,1,0,All
James C Crumlish,,,,,,,,,,,,,,2,13,6,9,7,10,9,12,4,7,0,1,All
Derrick W Coker,,,,,,,,,,,,,,,2,10,7,8,8,14,7,4,5,0,0,All
Rania Major,,,,,,,,,,,,,,,,4,12,13,13,12,6,7,8,2,0,All
John J O Connor Jr,,,,,,,,,,,,,,,,,1,9,7,10,8,7,6,3,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,0,12,10,6,5,5,0,1,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,0,4,9,3,9,0,1,All
Frank Bennett,,,,,,,,,,,,,,,,,,,,3,10,9,3,2,1,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,0,6,8,0,1,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,1,1,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,0,All
