col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,Joseph C Waters Jr,Jack Mcvay Jr,Timika Lane,Giovanni Campbell,Anne Marie Coyle,Sierra Thomas Street,Joe Fernandes,Daniel D Mccaffery,Leon A King Ii,Stephanie M Sawyer,Vince Giusini,Tracy B Roman,Kenneth J Powell Jr,Dawn M Tancredi,Derrick W Coker,Daine A Grey Jr,James C Crumlish,John J O Connor Jr,Rania Major,Deborah D Cianfrani,Conor Corcoran,Sean P Stevens,Frank Bennett,Jon Marshall,Fran Shields,Katie Scrivner,All
Joseph C Waters Jr,29,0,578,465,412,398,305,319,308,251,257,278,185,164,92,83,59,64,65,49,37,37,33,29,1,1,All
Jack Mcvay Jr,,7,68,136,117,22,90,71,16,81,68,22,61,16,36,32,59,11,6,9,6,6,3,2,1,0,All
Timika Lane,,,14,325,335,339,284,241,227,165,191,218,122,123,67,64,37,26,43,29,11,22,12,10,1,1,All
Giovanni Campbell,,,,52,265,147,212,321,242,224,175,53,166,122,74,72,81,44,28,18,23,18,15,13,2,1,All
Anne Marie Coyle,,,,,5,253,244,168,109,143,202,184,119,62,60,54,71,25,26,27,13,12,13,9,1,1,All
Sierra Thomas Street,,,,,,6,154,111,131,82,129,204,54,51,31,27,4,33,40,20,10,15,14,9,1,0,All
Joe Fernandes,,,,,,,0,157,107,61,172,149,67,83,47,27,64,20,16,10,8,14,12,9,0,1,All
Daniel D Mccaffery,,,,,,,,2,188,137,106,44,114,113,23,32,52,39,16,14,22,12,8,7,1,1,All
Leon A King Ii,,,,,,,,,1,105,72,47,76,85,26,21,19,10,19,6,20,15,18,13,1,0,All
Stephanie M Sawyer,,,,,,,,,,2,118,56,116,50,49,76,34,27,35,32,26,9,9,9,0,0,All
Vince Giusini,,,,,,,,,,,0,128,78,12,42,32,36,8,10,1,19,5,6,5,0,0,All
Tracy B Roman,,,,,,,,,,,,4,39,37,21,20,9,18,34,26,6,13,11,7,0,0,All
Kenneth J Powell Jr,,,,,,,,,,,,,2,22,37,42,39,26,10,8,4,12,12,11,1,0,All
Dawn M Tancredi,,,,,,,,,,,,,,1,6,15,16,25,20,24,4,10,3,7,0,0,All
Derrick W Coker,,,,,,,,,,,,,,,7,23,37,8,8,7,4,12,7,8,0,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,,2,18,8,11,9,2,2,3,2,0,0,All
James C Crumlish,,,,,,,,,,,,,,,,,0,8,6,6,6,9,7,6,0,0,All
John J O Connor Jr,,,,,,,,,,,,,,,,,,0,8,9,8,11,7,3,0,0,All
Rania Major,,,,,,,,,,,,,,,,,,,0,11,6,9,8,7,0,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,1,5,4,6,2,0,0,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,3,2,3,7,0,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,1,6,5,0,0,All
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,012",205,731,719,563,466,425,422,356,354,341,318,264,199,147,128,125,83,82,62,49,49,45,35,2,1,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Superior Court - Democrat,,1
,Giovanni Campbell,Anne Marie Coyle,Timika Lane,Joe Fernandes,Stephanie M Sawyer,Vince Giusini,Daniel D Mccaffery,Sierra Thomas Street,Kenneth J Powell Jr,James C Crumlish,Tracy B Roman,Dawn M Tancredi,Leon A King Ii,Daine A Grey Jr,Deborah D Cianfrani,Derrick W Coker,Conor Corcoran,Rania Major,Frank Bennett,John J O Connor Jr,Sean P Stevens,Fran Shields,Jon Marshall,Katie Scrivner,Joseph C Waters Jr,Jack Mcvay Jr,1
Giovanni Campbell,7,17,12,9,15,9,10,4,9,6,0,2,5,5,2,6,3,3,0,0,1,0,0,0,26,8,1
Anne Marie Coyle,,0,16,11,11,10,8,10,5,5,6,5,5,2,2,4,3,2,1,0,1,0,0,0,24,4,1
Timika Lane,,,2,13,5,13,9,9,5,1,7,2,4,2,1,1,2,0,1,0,0,0,0,0,19,4,1
Joe Fernandes,,,,0,6,9,6,5,5,5,6,2,3,4,2,4,1,0,1,2,1,0,0,0,14,6,1
Stephanie M Sawyer,,,,,0,6,6,2,8,1,1,5,2,1,3,1,1,2,1,1,0,0,0,0,12,7,1
Vince Giusini,,,,,,0,7,5,6,0,6,0,1,2,0,0,0,0,1,0,0,0,0,0,12,5,1
Daniel D Mccaffery,,,,,,,0,2,6,2,0,1,4,0,2,0,3,1,0,2,0,0,0,0,11,3,1
Sierra Thomas Street,,,,,,,,0,1,0,8,3,2,1,1,1,0,3,0,0,1,0,0,0,13,0,1
Kenneth J Powell Jr,,,,,,,,,0,1,0,2,3,2,3,2,0,1,1,1,1,0,0,0,10,3,1
James C Crumlish,,,,,,,,,,0,0,1,2,1,2,4,2,1,0,1,1,0,0,0,7,2,1
Tracy B Roman,,,,,,,,,,,0,2,1,1,0,0,0,1,1,0,0,0,0,0,8,0,1
Dawn M Tancredi,,,,,,,,,,,,0,2,1,3,0,0,2,1,0,1,0,0,0,6,1,1
Leon A King Ii,,,,,,,,,,,,,0,0,1,1,1,0,1,1,1,0,0,0,8,0,1
Daine A Grey Jr,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,4,2,1
Deborah D Cianfrani,,,,,,,,,,,,,,,0,1,1,1,1,1,0,0,0,0,4,2,1
Derrick W Coker,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,5,1,1
Conor Corcoran,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,3,1,1
Rania Major,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,4,0,1
Frank Bennett,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,1
John J O Connor Jr,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Joseph C Waters Jr,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Jack Mcvay Jr,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,42,29,26,21,20,17,15,14,13,9,9,8,8,6,6,6,4,4,2,2,2,0,0,0,42,12,1
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,2
