col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Controller - Democrat,,,All
,Timika Lane,Giovanni Campbell,Sierra Thomas Street,Anne Marie Coyle,Joe Fernandes,Stephanie M Sawyer,Kenneth J Powell Jr,Tracy B Roman,Daniel D Mccaffery,Leon A King Ii,Vince Giusini,Dawn M Tancredi,James C Crumlish,Derrick W Coker,Daine A Grey Jr,Rania Major,John J O Connor Jr,Deborah D Cianfrani,Frank Bennett,Conor Corcoran,Sean P Stevens,Jon Marshall,Katie Scrivner,Fran Shields,Alan Butkovitz,Brett Mandel,Mark Zecca,All
Timika Lane,10,450,476,483,525,338,362,396,324,296,326,319,176,150,119,103,43,57,45,14,25,15,3,0,620,409,81,All
Giovanni Campbell,,32,213,250,228,363,274,137,270,299,199,180,121,162,121,51,63,41,42,51,28,12,3,0,433,408,64,All
Sierra Thomas Street,,,19,333,272,207,173,369,90,176,249,120,41,74,62,74,45,34,41,25,27,13,2,0,410,231,54,All
Anne Marie Coyle,,,,2,336,188,159,328,133,65,303,112,94,93,75,50,40,48,38,17,14,8,0,0,378,288,44,All
Joe Fernandes,,,,,2,107,228,268,243,106,262,205,159,73,39,24,30,18,20,12,13,6,1,0,355,243,46,All
Stephanie M Sawyer,,,,,,4,202,144,168,241,141,141,90,135,116,84,36,61,36,38,31,16,1,0,292,292,48,All
Kenneth J Powell Jr,,,,,,,4,141,264,156,90,193,166,76,75,65,57,29,61,22,36,17,3,0,265,273,39,All
Tracy B Roman,,,,,,,,4,73,102,246,101,32,48,59,61,34,43,37,19,22,14,1,0,329,231,41,All
Daniel D Mccaffery,,,,,,,,,3,134,114,227,150,52,47,29,68,28,23,38,15,9,4,0,277,195,26,All
Leon A King Ii,,,,,,,,,,5,101,103,36,94,51,53,23,17,39,38,28,12,3,0,300,159,24,All
Vince Giusini,,,,,,,,,,,3,40,46,65,30,20,15,17,19,27,5,4,2,0,261,202,27,All
Dawn M Tancredi,,,,,,,,,,,,0,119,27,34,52,46,47,19,14,11,6,5,0,225,160,32,All
James C Crumlish,,,,,,,,,,,,,0,55,44,16,16,19,21,18,15,12,1,0,119,149,22,All
Derrick W Coker,,,,,,,,,,,,,,2,52,30,10,17,24,7,10,6,1,0,105,129,23,All
Daine A Grey Jr,,,,,,,,,,,,,,,1,32,12,18,18,10,15,9,1,0,82,116,18,All
Rania Major,,,,,,,,,,,,,,,,3,12,23,11,10,8,6,1,0,81,75,12,All
John J O Connor Jr,,,,,,,,,,,,,,,,,2,8,13,9,8,7,2,0,73,48,5,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,1,16,19,6,2,1,0,62,44,12,All
Frank Bennett,,,,,,,,,,,,,,,,,,,0,14,23,10,0,0,53,50,9,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,,0,14,5,1,0,47,28,7,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,1,16,0,0,28,39,12,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,1,0,16,23,4,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0,1,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Alan Butkovitz,,,,,,,,,,,,,,,,,,,,,,,,,49,0,0,All
Brett Mandel,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,All
Mark Zecca,,,,,,,,,,,,,,,,,,,,,,,,,,,6,All
Total,"1,216",985,765,742,698,678,642,635,552,526,524,464,325,283,234,181,138,130,124,92,86,45,9,0,"1,105",886,153,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Controller - Democrat,,,1
,Giovanni Campbell,Timika Lane,Stephanie M Sawyer,Anne Marie Coyle,Kenneth J Powell Jr,Daniel D Mccaffery,James C Crumlish,Joe Fernandes,Vince Giusini,Leon A King Ii,Dawn M Tancredi,Daine A Grey Jr,Tracy B Roman,Sierra Thomas Street,Conor Corcoran,Derrick W Coker,John J O Connor Jr,Deborah D Cianfrani,Frank Bennett,Sean P Stevens,Jon Marshall,Rania Major,Fran Shields,Katie Scrivner,Alan Butkovitz,Brett Mandel,Mark Zecca,1
Giovanni Campbell,4,32,29,28,31,22,16,15,19,23,10,10,5,4,3,5,5,3,6,3,1,1,0,0,67,36,10,1
Timika Lane,,0,15,26,16,12,9,15,16,6,10,5,9,4,1,3,0,4,0,0,1,2,0,0,18,24,3,1
Stephanie M Sawyer,,,0,21,9,12,13,8,14,7,8,7,5,5,5,4,5,5,2,2,1,0,0,0,23,17,2,1
Anne Marie Coyle,,,,0,8,11,14,10,19,2,8,9,11,4,2,4,2,4,0,0,0,2,0,0,16,20,4,1
Kenneth J Powell Jr,,,,,0,13,10,10,10,7,8,3,3,1,0,2,3,0,6,2,0,0,0,0,15,15,4,1
Daniel D Mccaffery,,,,,,0,11,12,10,2,9,3,2,3,2,4,6,2,0,0,0,0,0,0,14,11,3,1
James C Crumlish,,,,,,,0,5,8,2,6,9,4,1,4,3,1,1,2,1,1,0,0,0,9,14,2,1
Joe Fernandes,,,,,,,,0,8,3,5,3,3,1,1,4,1,1,0,0,0,0,0,0,13,8,3,1
Vince Giusini,,,,,,,,,0,2,2,5,2,2,2,2,0,1,0,0,0,0,0,0,11,14,1,1
Leon A King Ii,,,,,,,,,,0,1,1,1,1,2,0,1,0,5,2,1,0,0,0,16,6,1,1
Dawn M Tancredi,,,,,,,,,,,0,0,5,7,0,0,5,3,1,0,0,1,0,0,7,8,2,1
Daine A Grey Jr,,,,,,,,,,,,0,2,0,3,2,1,0,0,1,2,0,0,0,6,7,1,1
Tracy B Roman,,,,,,,,,,,,,0,3,3,1,3,4,0,0,0,2,0,0,8,5,2,1
Sierra Thomas Street,,,,,,,,,,,,,,1,0,0,3,0,0,0,0,1,0,0,5,4,0,1
Conor Corcoran,,,,,,,,,,,,,,,0,0,1,2,0,2,1,0,0,0,4,3,1,1
Derrick W Coker,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,3,5,0,1
John J O Connor Jr,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,5,2,0,1
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,3,3,1,1
Frank Bennett,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,4,2,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,2,1,1,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Alan Butkovitz,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1
Brett Mandel,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
Mark Zecca,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,120,47,43,40,38,31,28,26,26,24,20,15,15,10,8,8,8,7,6,4,2,2,0,0,81,55,11,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Controller - Democrat,,,2
,Giovanni Campbell,Timika Lane,Anne Marie Coyle,Stephanie M Sawyer,Joe Fernandes,Daniel D Mccaffery,Vince Giusini,Kenneth J Powell Jr,Leon A King Ii,Tracy B Roman,Daine A Grey Jr,Dawn M Tancredi,Derrick W Coker,James C Crumlish,Sierra Thomas Street,Rania Major,John J O Connor Jr,Sean P Stevens,Conor Corcoran,Deborah D Cianfrani,Frank Bennett,Jon Marshall,Fran Shields,Katie Scrivner,Alan Butkovitz,Brett Mandel,Mark Zecca,2
Giovanni Campbell,5,51,35,38,33,39,24,22,20,8,11,11,11,11,10,5,3,3,2,2,2,1,0,0,42,42,10,2
Timika Lane,,0,34,31,32,35,27,19,16,12,10,11,11,6,14,5,4,1,1,2,1,0,0,0,38,26,6,2
Anne Marie Coyle,,,0,23,27,22,25,13,1,8,4,4,4,3,7,1,1,1,2,3,1,0,0,0,23,24,4,2
Stephanie M Sawyer,,,,0,15,16,13,16,11,10,9,6,10,8,4,2,1,1,1,2,0,0,0,0,21,25,4,2
Joe Fernandes,,,,,0,21,21,13,7,8,6,9,4,9,7,1,3,0,2,0,1,1,0,0,24,17,5,2
Daniel D Mccaffery,,,,,,0,12,18,9,2,8,8,7,8,1,3,2,1,1,1,0,0,0,0,22,20,3,2
Vince Giusini,,,,,,,0,4,4,7,3,3,3,2,8,1,0,0,0,1,1,0,0,0,18,15,4,2
Kenneth J Powell Jr,,,,,,,,0,7,3,5,2,3,6,4,1,2,0,0,0,0,0,0,0,14,14,3,2
Leon A King Ii,,,,,,,,,1,3,2,6,5,1,1,2,2,1,0,0,2,0,0,0,14,6,3,2
Tracy B Roman,,,,,,,,,,0,3,8,3,1,8,3,0,2,2,1,0,0,0,0,9,8,2,2
Daine A Grey Jr,,,,,,,,,,,1,2,7,3,0,3,0,0,0,0,0,1,0,0,5,10,2,2
Dawn M Tancredi,,,,,,,,,,,,0,1,2,1,1,0,1,1,2,0,0,0,0,12,5,1,2
Derrick W Coker,,,,,,,,,,,,,0,0,0,4,0,0,0,0,0,1,0,0,2,8,5,2
James C Crumlish,,,,,,,,,,,,,,0,1,0,1,0,2,0,0,0,0,0,8,8,0,2
Sierra Thomas Street,,,,,,,,,,,,,,,0,2,2,1,2,0,0,0,0,0,10,4,2,2
Rania Major,,,,,,,,,,,,,,,,0,0,1,1,1,1,0,0,0,2,5,1,2
John J O Connor Jr,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,3,0,2,2
Sean P Stevens,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,0,0,1,4,2
Conor Corcoran,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,1,2
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,2
Frank Bennett,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Alan Butkovitz,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2
Brett Mandel,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,2
Mark Zecca,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,101,71,54,51,48,45,39,31,25,19,18,18,16,16,16,8,5,5,4,3,3,1,0,0,63,62,14,2
,Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,3
,Brett Mandel,Alan Butkovitz,Mark Zecca,Timika Lane,Anne Marie Coyle,Giovanni Campbell,Sierra Thomas Street,Tracy B Roman,Kenneth J Powell Jr,Stephanie M Sawyer,Derrick W Coker,Joe Fernandes,Leon A King Ii,Dawn M Tancredi,Deborah D Cianfrani,Daniel D Mccaffery,Rania Major,Vince Giusini,Frank Bennett,Conor Corcoran,James C Crumlish,Daine A Grey Jr,John J O Connor Jr,Sean P Stevens,Jon Marshall,Katie Scrivner,Fran Shields,3
Brett Mandel,4,0,0,14,10,18,16,10,19,14,10,8,9,8,5,7,3,8,5,4,7,4,3,2,2,0,0,3
Alan Butkovitz,,1,0,20,21,9,13,16,3,8,4,12,7,4,4,5,9,5,1,1,2,0,1,1,0,0,0,3
Mark Zecca,,,0,1,1,2,2,2,3,0,1,0,1,1,1,1,0,0,2,0,0,0,1,1,0,0,0,3
Timika Lane,,,,0,16,9,16,12,7,9,6,14,7,7,7,5,6,6,4,2,4,3,0,0,1,0,0,3
Anne Marie Coyle,,,,,0,5,12,14,3,6,3,11,0,7,3,7,3,8,2,2,4,2,2,1,0,0,0,3
Giovanni Campbell,,,,,,4,7,6,11,10,9,2,8,3,4,2,3,1,2,1,4,2,1,1,1,0,0,3
Sierra Thomas Street,,,,,,,0,14,10,7,6,11,10,5,2,3,5,9,5,4,2,2,1,1,1,0,0,3
Tracy B Roman,,,,,,,,0,5,5,4,11,7,5,3,5,3,7,2,2,1,1,1,1,1,1,0,3
Kenneth J Powell Jr,,,,,,,,,0,9,9,3,6,4,4,8,1,3,6,3,5,3,3,4,1,1,0,3
Stephanie M Sawyer,,,,,,,,,,0,6,3,7,9,4,6,5,3,3,1,3,4,0,1,0,0,0,3
Derrick W Coker,,,,,,,,,,,0,5,5,2,7,5,4,2,3,3,4,2,1,1,1,0,0,3
Joe Fernandes,,,,,,,,,,,,0,5,4,1,5,2,6,1,1,2,1,1,1,1,0,0,3
Leon A King Ii,,,,,,,,,,,,,0,4,1,2,4,2,3,2,1,0,1,2,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,0,4,4,3,2,1,2,1,1,0,0,0,1,0,3
Deborah D Cianfrani,,,,,,,,,,,,,,,0,1,3,1,6,5,1,1,0,0,0,0,0,3
Daniel D Mccaffery,,,,,,,,,,,,,,,,0,1,3,1,1,5,2,1,1,0,0,0,3
Rania Major,,,,,,,,,,,,,,,,,2,1,1,2,0,0,0,0,0,0,0,3
Vince Giusini,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,0,3
Frank Bennett,,,,,,,,,,,,,,,,,,,0,4,1,1,1,2,1,0,0,3
Conor Corcoran,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,3
James C Crumlish,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,3
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
John J O Connor Jr,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,3
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,48,41,5,37,35,34,32,31,26,26,21,20,20,17,16,15,15,15,12,10,9,5,5,4,2,2,0,3
,Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,4
,Brett Mandel,Alan Butkovitz,Mark Zecca,Timika Lane,Giovanni Campbell,Stephanie M Sawyer,Kenneth J Powell Jr,Anne Marie Coyle,Daniel D Mccaffery,Joe Fernandes,Dawn M Tancredi,Leon A King Ii,Vince Giusini,Derrick W Coker,Sierra Thomas Street,Tracy B Roman,Daine A Grey Jr,James C Crumlish,Conor Corcoran,Deborah D Cianfrani,Frank Bennett,Rania Major,Jon Marshall,Sean P Stevens,Fran Shields,John J O Connor Jr,Katie Scrivner,4
Brett Mandel,2,0,0,23,31,28,21,16,17,11,8,10,11,13,4,4,8,6,2,0,3,1,0,2,0,0,0,4
Alan Butkovitz,,2,0,16,9,12,10,8,7,8,11,8,5,2,10,7,1,1,1,2,0,2,2,0,0,0,0,4
Mark Zecca,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
Timika Lane,,,,1,23,20,19,16,13,20,16,7,8,11,7,7,6,4,1,1,2,2,1,1,0,0,0,4
Giovanni Campbell,,,,,0,25,20,15,14,11,6,10,9,13,4,5,7,4,1,2,2,1,0,0,0,0,0,4
Stephanie M Sawyer,,,,,,0,17,15,15,6,9,14,11,10,7,7,5,2,2,1,1,2,1,0,0,0,0,4
Kenneth J Powell Jr,,,,,,,0,10,14,9,10,8,8,4,5,6,5,3,1,2,1,2,1,2,0,0,0,4
Anne Marie Coyle,,,,,,,,0,8,8,5,2,6,7,6,4,3,2,1,2,2,1,0,1,0,0,0,4
Daniel D Mccaffery,,,,,,,,,0,10,12,8,7,4,3,3,1,3,2,1,1,1,1,2,0,0,0,4
Joe Fernandes,,,,,,,,,,0,9,1,5,4,4,4,1,4,0,0,0,0,0,1,0,0,0,4
Dawn M Tancredi,,,,,,,,,,,0,3,0,2,3,4,1,2,0,1,0,1,1,1,0,0,0,4
Leon A King Ii,,,,,,,,,,,,0,9,4,4,2,1,0,2,0,1,1,1,0,0,0,0,4
Vince Giusini,,,,,,,,,,,,,0,4,6,2,1,0,2,0,0,1,0,0,0,0,0,4
