col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,Giovanni Campbell,Timika Lane,Joe Fernandes,Daniel D Mccaffery,Kenneth J Powell Jr,James C Crumlish,Anne Marie Coyle,Stephanie M Sawyer,Vince Giusini,Dawn M Tancredi,Tracy B Roman,Sierra Thomas Street,Leon A King Ii,Deborah D Cianfrani,Daine A Grey Jr,John J O Connor Jr,Derrick W Coker,Rania Major,Conor Corcoran,Frank Bennett,Sean P Stevens,Jon Marshall,Katie Scrivner,Fran Shields,All
Giovanni Campbell,63,537,523,532,552,485,171,261,168,125,63,41,120,36,59,30,85,23,30,8,17,5,1,0,All
Timika Lane,,15,595,462,479,416,250,200,172,125,180,143,65,38,56,19,37,30,14,12,9,8,2,0,All
Joe Fernandes,,,6,450,443,474,245,150,179,91,145,107,43,34,43,34,55,19,19,11,8,9,1,0,All
Daniel D Mccaffery,,,,20,493,415,136,149,113,147,71,30,96,37,36,68,22,18,39,23,17,18,1,0,All
Kenneth J Powell Jr,,,,,28,434,116,191,112,91,49,32,96,26,33,38,23,20,20,13,11,6,0,0,All
James C Crumlish,,,,,,13,143,165,85,54,35,5,15,31,47,30,65,10,16,10,10,10,0,0,All
Anne Marie Coyle,,,,,,,32,175,220,137,212,143,23,80,70,47,79,38,27,16,13,11,1,0,All
Stephanie M Sawyer,,,,,,,,7,130,90,81,37,79,68,91,22,45,43,22,16,19,20,1,0,All
Vince Giusini,,,,,,,,,10,53,129,115,62,25,25,26,49,15,26,8,7,7,0,0,All
Dawn M Tancredi,,,,,,,,,,12,102,62,63,71,30,45,9,44,20,17,11,12,0,0,All
Tracy B Roman,,,,,,,,,,,20,138,18,52,27,35,11,34,16,14,8,10,0,0,All
Sierra Thomas Street,,,,,,,,,,,,12,22,18,17,11,6,23,7,6,5,4,1,0,All
Leon A King Ii,,,,,,,,,,,,,5,8,13,9,11,15,15,8,5,3,0,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,3,28,21,11,33,20,20,10,7,1,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,1,3,28,21,13,4,15,7,0,0,All
