col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Attorney - Democrat,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,R Seth Williams,Inja Coates,Omar Sabir,Donna Derose,Marnie Aument Loughrey,Donna Marie Laws,Warren Bloom,Ashley Michelle Cook,Robert Tuerk,Suzanne Harmon Carn,Bruce H Bailey,Holly A Harris Seidle,Lewis Harris Jr,Tia M Seibert,Bobbie T Curry,David Mamikonyan,Jose A Figueroa,Brigitte A Garvin Johnson,Sharif Ali,Wayne E Dorsey,James Johnson,Keith Jackson,Kyle J Sampson,Ryan Mulvey,Tyrone T Martin,Verna Ragan Tennant,1
R Seth Williams,15,16,10,7,7,6,6,4,5,5,4,4,4,3,3,3,3,2,2,2,1,1,0,0,0,0,1
Inja Coates,,6,1,1,0,1,0,2,4,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1
Omar Sabir,,,0,4,4,1,2,0,0,3,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1
Donna Derose,,,,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Marnie Aument Loughrey,,,,,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Donna Marie Laws,,,,,,0,0,2,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
Warren Bloom,,,,,,,0,0,0,2,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1
Ashley Michelle Cook,,,,,,,,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Robert Tuerk,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Suzanne Harmon Carn,,,,,,,,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Bruce H Bailey,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Holly A Harris Seidle,,,,,,,,,,,,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Tia M Seibert,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bobbie T Curry,,,,,,,,,,,,,,,0,2,1,0,1,0,0,0,0,0,0,0,1
David Mamikonyan,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Jose A Figueroa,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Sharif Ali,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
James Johnson,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
Keith Jackson,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,55,23,11,8,8,6,6,5,5,5,4,4,4,4,3,3,3,2,2,2,1,1,0,0,0,0,1
,District Attorney - Democrat,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,R Seth Williams,Wayne E Dorsey,Inja Coates,Robert Tuerk,Donna Marie Laws,Omar Sabir,Tyrone T Martin,Bobbie T Curry,Lewis Harris Jr,Ashley Michelle Cook,Donna Derose,Suzanne Harmon Carn,Warren Bloom,Brigitte A Garvin Johnson,Bruce H Bailey,Kyle J Sampson,Tia M Seibert,Holly A Harris Seidle,Marnie Aument Loughrey,Sharif Ali,David Mamikonyan,James Johnson,Jose A Figueroa,Keith Jackson,Ryan Mulvey,Verna Ragan Tennant,2
