col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Controller - Democrat,,,1
,Tracy B Roman,Martin Coleman,Robert M Kline,Fran Shields,Daine A Grey Jr,Shoshana Bricklin,Henry Lewandowski,Frank Bennett,Conor Corcoran,Joe Fernandes,Derrick W Coker,Alan Butkovitz,Brett Mandel,Mark Zecca,1
Tracy B Roman,0,10,5,6,4,2,5,2,0,1,0,10,8,0,1
Martin Coleman,,0,2,6,1,1,3,1,0,0,0,8,4,0,1
Robert M Kline,,,1,1,3,1,1,2,0,1,0,4,2,3,1
Fran Shields,,,,0,2,2,0,0,1,0,0,4,5,0,1
Daine A Grey Jr,,,,,0,1,2,1,0,0,0,2,3,1,1
Shoshana Bricklin,,,,,,0,0,2,1,0,0,2,3,0,1
Henry Lewandowski,,,,,,,0,0,0,0,0,2,1,1,1
Frank Bennett,,,,,,,,0,0,0,0,2,0,0,1
Conor Corcoran,,,,,,,,,0,0,0,1,0,0,1
Joe Fernandes,,,,,,,,,,0,0,0,1,0,1
Derrick W Coker,,,,,,,,,,,0,0,0,0,1
Alan Butkovitz,,,,,,,,,,,,4,0,0,1
Brett Mandel,,,,,,,,,,,,,5,0,1
Mark Zecca,,,,,,,,,,,,,,0,1
Total,20,13,11,9,7,7,6,4,1,1,0,17,16,3,1
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Controller - Democrat,,,2
,Martin Coleman,Henry Lewandowski,Tracy B Roman,Fran Shields,Frank Bennett,Shoshana Bricklin,Joe Fernandes,Robert M Kline,Conor Corcoran,Daine A Grey Jr,Derrick W Coker,Alan Butkovitz,Brett Mandel,Mark Zecca,2
Martin Coleman,0,23,17,13,1,1,1,1,0,0,0,17,7,3,2
Henry Lewandowski,,1,13,10,0,0,0,0,0,0,0,13,3,3,2
Tracy B Roman,,,1,4,2,2,0,2,0,0,0,15,5,3,2
Fran Shields,,,,0,0,1,0,1,0,0,0,8,2,0,2
Frank Bennett,,,,,0,2,2,1,1,1,0,3,1,0,2
Shoshana Bricklin,,,,,,1,1,1,0,0,0,2,2,0,2
Joe Fernandes,,,,,,,0,0,1,1,0,1,1,0,2
Robert M Kline,,,,,,,,0,0,0,0,2,1,0,2
Conor Corcoran,,,,,,,,,0,0,0,1,0,0,2
Daine A Grey Jr,,,,,,,,,,0,0,0,0,0,2
Derrick W Coker,,,,,,,,,,,0,0,0,0,2
Alan Butkovitz,,,,,,,,,,,,1,0,0,2
Brett Mandel,,,,,,,,,,,,,2,0,2
Mark Zecca,,,,,,,,,,,,,,0,2
Total,34,26,25,15,5,5,3,3,1,1,0,24,12,4,2
,Controller - Democrat,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,3
,Alan Butkovitz,Brett Mandel,Mark Zecca,Martin Coleman,Tracy B Roman,Fran Shields,Shoshana Bricklin,Henry Lewandowski,Daine A Grey Jr,Frank Bennett,Joe Fernandes,Conor Corcoran,Robert M Kline,Derrick W Coker,3
Alan Butkovitz,2,0,0,18,14,11,4,5,3,2,1,0,0,0,3
Brett Mandel,,1,0,5,6,1,3,0,3,3,3,1,0,0,3
Mark Zecca,,,3,1,3,2,1,0,0,0,0,0,0,0,3
Martin Coleman,,,,1,12,9,3,4,5,2,3,1,0,0,3
Tracy B Roman,,,,,0,8,3,2,3,3,2,0,0,0,3
Fran Shields,,,,,,1,3,4,0,3,1,0,0,0,3
Shoshana Bricklin,,,,,,,0,2,2,1,0,0,1,0,3
Henry Lewandowski,,,,,,,,1,0,0,0,0,0,0,3
Daine A Grey Jr,,,,,,,,,0,0,1,0,0,0,3
Frank Bennett,,,,,,,,,,0,1,1,1,0,3
Joe Fernandes,,,,,,,,,,,1,0,0,0,3
Conor Corcoran,,,,,,,,,,,,0,0,0,3
Robert M Kline,,,,,,,,,,,,,0,0,3
Derrick W Coker,,,,,,,,,,,,,,0,3
Total,28,11,6,26,23,16,9,7,6,6,5,1,1,0,3
,Controller - Democrat,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,4
,Alan Butkovitz,Brett Mandel,Mark Zecca,Tracy B Roman,Martin Coleman,Henry Lewandowski,Fran Shields,Robert M Kline,Daine A Grey Jr,Shoshana Bricklin,Joe Fernandes,Frank Bennett,Conor Corcoran,Derrick W Coker,4
Alan Butkovitz,4,0,0,34,28,20,7,6,6,7,0,3,2,0,4
Brett Mandel,,2,0,10,10,5,1,4,2,3,4,1,0,0,4
Mark Zecca,,,1,1,2,2,0,1,1,0,0,0,0,0,4
Tracy B Roman,,,,4,27,24,6,6,4,4,1,3,2,0,4
Martin Coleman,,,,,5,25,8,3,1,2,1,1,0,0,4
Henry Lewandowski,,,,,,0,4,0,1,1,1,0,0,0,4
Fran Shields,,,,,,,0,0,2,0,0,1,0,0,4
Robert M Kline,,,,,,,,0,2,4,3,1,2,0,4
Daine A Grey Jr,,,,,,,,,1,1,1,1,0,0,4
Shoshana Bricklin,,,,,,,,,,0,1,1,0,0,4
Joe Fernandes,,,,,,,,,,,1,0,0,0,4
Frank Bennett,,,,,,,,,,,,0,0,0,4
Conor Corcoran,,,,,,,,,,,,,0,0,4
Derrick W Coker,,,,,,,,,,,,,,0,4
Total,54,21,4,52,50,34,12,11,10,10,5,4,2,0,4
,Controller - Democrat,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,5
,Alan Butkovitz,Brett Mandel,Mark Zecca,Tracy B Roman,Martin Coleman,Fran Shields,Henry Lewandowski,Daine A Grey Jr,Frank Bennett,Conor Corcoran,Joe Fernandes,Robert M Kline,Shoshana Bricklin,Derrick W Coker,5
Alan Butkovitz,4,0,0,26,13,6,3,4,3,2,1,1,0,0,5
Brett Mandel,,0,0,1,2,0,1,0,0,0,0,0,1,0,5
Mark Zecca,,,1,0,0,0,0,0,0,0,0,0,0,0,5
Tracy B Roman,,,,1,12,6,1,4,1,1,0,1,1,0,5
Martin Coleman,,,,,0,10,5,1,1,0,1,0,1,0,5
Fran Shields,,,,,,0,4,0,0,0,0,0,0,0,5
Henry Lewandowski,,,,,,,0,0,0,0,0,0,0,0,5
Daine A Grey Jr,,,,,,,,0,1,1,0,1,0,0,5
Frank Bennett,,,,,,,,,0,1,1,0,0,0,5
Conor Corcoran,,,,,,,,,,0,0,0,0,0,5
Joe Fernandes,,,,,,,,,,,1,0,0,0,5
Robert M Kline,,,,,,,,,,,,0,0,0,5
Shoshana Bricklin,,,,,,,,,,,,,0,0,5
Derrick W Coker,,,,,,,,,,,,,,0,5
Total,35,3,1,30,19,10,6,4,3,2,2,1,1,0,5
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Controller - Democrat,,,6
,Tracy B Roman,Martin Coleman,Frank Bennett,Henry Lewandowski,Robert M Kline,Fran Shields,Daine A Grey Jr,Shoshana Bricklin,Conor Corcoran,Derrick W Coker,Joe Fernandes,Alan Butkovitz,Brett Mandel,Mark Zecca,6
Tracy B Roman,3,3,1,3,2,2,1,0,0,0,0,4,3,1,6
Martin Coleman,,0,2,4,0,0,0,0,0,0,0,3,3,1,6
Frank Bennett,,,0,1,1,1,0,1,0,0,0,1,2,0,6
Henry Lewandowski,,,,0,0,0,0,0,0,0,0,2,1,0,6
Robert M Kline,,,,,0,1,1,1,0,0,0,1,2,0,6
Fran Shields,,,,,,0,0,0,0,0,0,2,0,0,6
Daine A Grey Jr,,,,,,,0,0,0,0,0,0,1,0,6
Shoshana Bricklin,,,,,,,,0,0,0,0,0,1,0,6
Conor Corcoran,,,,,,,,,0,0,0,0,0,0,6
Derrick W Coker,,,,,,,,,,0,0,0,0,0,6
Joe Fernandes,,,,,,,,,,,0,0,0,0,6
Alan Butkovitz,,,,,,,,,,,,2,0,0,6
Brett Mandel,,,,,,,,,,,,,0,0,6
Mark Zecca,,,,,,,,,,,,,,0,6
Total,11,8,4,4,3,2,1,1,0,0,0,7,6,2,6
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Controller - Democrat,,,7
