col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,Joseph C Waters Jr,Jack Mcvay Jr,Anne Marie Coyle,Dawn M Tancredi,Giovanni Campbell,Daniel D Mccaffery,Vince Giusini,Joe Fernandes,Timika Lane,James C Crumlish,Stephanie M Sawyer,Deborah D Cianfrani,Tracy B Roman,Kenneth J Powell Jr,John J O Connor Jr,Daine A Grey Jr,Conor Corcoran,Leon A King Ii,Sean P Stevens,Sierra Thomas Street,Derrick W Coker,Frank Bennett,Jon Marshall,Rania Major,Fran Shields,Katie Scrivner,1
Joseph C Waters Jr,2,0,23,24,23,19,16,11,14,11,11,13,11,12,8,9,7,7,4,5,4,3,2,2,0,0,1
Jack Mcvay Jr,,0,8,5,8,6,8,8,6,5,7,4,6,2,2,3,1,0,1,1,1,0,1,1,0,0,1
Anne Marie Coyle,,,4,16,13,16,18,11,10,12,9,6,9,7,7,6,2,2,1,3,2,1,0,0,0,0,1
Dawn M Tancredi,,,,1,9,16,5,5,7,8,9,13,11,6,4,3,5,4,2,3,1,3,1,1,0,0,1
Giovanni Campbell,,,,,0,14,13,11,11,7,8,4,6,9,3,4,3,5,2,1,3,1,0,1,0,0,1
Daniel D Mccaffery,,,,,,1,12,9,8,7,6,7,3,7,6,4,3,5,2,0,1,2,1,1,0,0,1
Vince Giusini,,,,,,,0,9,5,7,9,4,4,6,2,4,1,2,1,2,2,0,0,1,0,0,1
Joe Fernandes,,,,,,,,0,13,2,2,2,5,3,4,1,2,2,1,2,3,0,0,0,0,0,1
Timika Lane,,,,,,,,,0,2,2,4,6,4,4,2,2,3,2,3,3,0,0,1,0,0,1
James C Crumlish,,,,,,,,,,0,6,4,3,3,3,4,1,0,2,1,2,0,3,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,0,5,8,5,3,6,3,2,2,1,0,1,2,2,0,0,1
Deborah D Cianfrani,,,,,,,,,,,,0,6,2,3,4,3,1,1,3,2,1,1,3,0,0,1
Tracy B Roman,,,,,,,,,,,,,0,3,1,4,1,2,1,5,0,2,1,1,0,0,1
Kenneth J Powell Jr,,,,,,,,,,,,,,1,3,2,0,3,1,1,0,1,0,0,0,0,1
John J O Connor Jr,,,,,,,,,,,,,,,1,2,2,1,1,0,0,2,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,,,,0,2,1,3,1,2,1,2,2,0,0,1
Conor Corcoran,,,,,,,,,,,,,,,,,0,0,1,0,1,1,1,0,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,0,0,0,1,3,0,0,0,1
Sierra Thomas Street,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,54,16,42,35,31,30,28,20,20,19,19,18,17,15,13,12,8,7,6,6,5,4,4,3,0,0,1
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,2
,Joseph C Waters Jr,Jack Mcvay Jr,Timika Lane,Anne Marie Coyle,Sierra Thomas Street,Tracy B Roman,Joe Fernandes,Vince Giusini,Giovanni Campbell,James C Crumlish,Daniel D Mccaffery,Dawn M Tancredi,Kenneth J Powell Jr,Leon A King Ii,Stephanie M Sawyer,Deborah D Cianfrani,Rania Major,Derrick W Coker,Conor Corcoran,Frank Bennett,John J O Connor Jr,Jon Marshall,Sean P Stevens,Daine A Grey Jr,Fran Shields,Katie Scrivner,2
Joseph C Waters Jr,0,0,19,14,17,11,11,9,10,6,5,6,5,5,5,3,4,3,0,1,0,1,1,0,0,0,2
Jack Mcvay Jr,,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
Timika Lane,,,0,13,12,9,9,8,5,5,3,3,3,3,4,2,3,3,0,1,0,1,1,0,0,0,2
