col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Timika Lane,Joe Fernandes,Giovanni Campbell,Leon A King Ii,Daniel D Mccaffery,Sean P Stevens,Sierra Thomas Street,Dawn M Tancredi,Anne Marie Coyle,Tracy B Roman,Vince Giusini,Stephanie M Sawyer,Derrick W Coker,John J O Connor Jr,Kenneth J Powell Jr,James C Crumlish,Rania Major,Conor Corcoran,Daine A Grey Jr,Deborah D Cianfrani,Fran Shields,Frank Bennett,Jon Marshall,Katie Scrivner,Omar Sabir,Marnie Aument Loughrey,Tyrone T Martin,Donna Derose,Warren Bloom,Lewis Harris Jr,Tia M Seibert,Suzanne Harmon Carn,Bobbie T Curry,David Mamikonyan,Bruce H Bailey,Donna Marie Laws,Ashley Michelle Cook,Inja Coates,Brigitte A Garvin Johnson,Holly A Harris Seidle,James Johnson,Jose A Figueroa,Keith Jackson,Kyle J Sampson,Robert Tuerk,Ryan Mulvey,Sharif Ali,Verna Ragan Tennant,Wayne E Dorsey,1
Timika Lane,0,33,18,20,17,11,12,14,12,11,11,3,3,2,1,0,1,0,0,0,0,0,0,0,27,16,12,14,13,9,6,6,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1
Joe Fernandes,,0,16,19,16,13,9,13,9,9,9,1,0,2,1,0,0,0,0,0,0,0,0,0,25,19,10,14,10,7,4,5,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Giovanni Campbell,,,0,14,21,6,3,17,2,4,1,2,1,1,1,1,0,0,0,0,0,0,0,0,16,14,7,14,2,0,1,2,1,1,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,1
Leon A King Ii,,,,0,13,8,1,11,1,1,2,3,2,0,0,0,1,0,0,0,0,0,0,0,21,19,10,14,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Daniel D Mccaffery,,,,,0,8,3,16,2,4,0,1,0,3,2,1,0,0,0,0,0,0,0,0,13,14,6,14,3,1,1,1,1,1,3,3,2,1,0,1,1,1,0,0,0,0,0,0,0,1
Sean P Stevens,,,,,,0,1,4,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,12,7,13,6,2,2,0,0,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
Sierra Thomas Street,,,,,,,0,2,13,12,11,2,2,0,0,0,1,0,0,0,0,0,0,0,5,1,2,2,13,9,4,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,12,5,12,1,0,1,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Anne Marie Coyle,,,,,,,,,1,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,10,8,4,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tracy B Roman,,,,,,,,,,0,10,0,1,1,1,1,0,0,0,0,0,0,0,0,3,1,2,2,11,8,3,5,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Vince Giusini,,,,,,,,,,,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,10,8,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,0,2,0,0,0,1,0,0,0,0,0,0,0,4,1,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
John J O Connor Jr,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
