col_1,col_2,col_3,col_4,division
,Judge Of The Court Of Common Pleas - Republican,,Judge Of The Superior Court - Republican,1
,Anne Marie Coyle,Kenneth J Powell Jr,Vic Stabile,1
Anne Marie Coyle,0,2,3,1
Kenneth J Powell Jr,,0,2,1
Vic Stabile,,,0,1
Total,3,2,3,1
,Judge Of The Court Of Common Pleas - Republican,,Judge Of The Superior Court - Republican,2
,Anne Marie Coyle,Kenneth J Powell Jr,Vic Stabile,2
Anne Marie Coyle,1,0,0,2
Kenneth J Powell Jr,,0,0,2
Vic Stabile,,,0,2
Total,1,0,0,2
,Judge Of The Court Of Common Pleas - Republican,,Judge Of The Superior Court - Republican,3
,Anne Marie Coyle,Kenneth J Powell Jr,Vic Stabile,3
Anne Marie Coyle,0,2,3,3
Kenneth J Powell Jr,,0,2,3
Vic Stabile,,,0,3
Total,3,2,3,3
,Judge Of The Court Of Common Pleas - Republican,,Judge Of The Superior Court - Republican,4
,Kenneth J Powell Jr,Anne Marie Coyle,Vic Stabile,4
Kenneth J Powell Jr,0,2,3,4
Anne Marie Coyle,,0,2,4
Vic Stabile,,,0,4
Total,3,2,3,4
,Judge Of The Court Of Common Pleas - Republican,,Judge Of The Superior Court - Republican,6
,Anne Marie Coyle,Kenneth J Powell Jr,Vic Stabile,6
Anne Marie Coyle,2,5,6,6
Kenneth J Powell Jr,,0,6,6
Vic Stabile,,,0,6
Total,8,6,7,6
,Judge Of The Court Of Common Pleas - Republican,,Judge Of The Superior Court - Republican,8
,Kenneth J Powell Jr,Anne Marie Coyle,Vic Stabile,8
Kenneth J Powell Jr,0,1,2,8
Anne Marie Coyle,,0,1,8
Vic Stabile,,,0,8
Total,2,1,2,8
,Judge Of The Court Of Common Pleas - Republican,,Judge Of The Superior Court - Republican,9
,Kenneth J Powell Jr,Anne Marie Coyle,Vic Stabile,9
Kenneth J Powell Jr,0,2,3,9
Anne Marie Coyle,,0,2,9
Vic Stabile,,,0,9
Total,3,2,3,9
