col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Martin Coleman,Tracy B Roman,Fran Shields,Shoshana Bricklin,Henry Lewandowski,Robert M Kline,Daine A Grey Jr,Joe Fernandes,Frank Bennett,Conor Corcoran,Derrick W Coker,Inja Coates,Robert Tuerk,Warren Bloom,Donna Derose,Tia M Seibert,Suzanne Harmon Carn,Donna Marie Laws,Lewis Harris Jr,Marnie Aument Loughrey,Ashley Michelle Cook,Bobbie T Curry,Omar Sabir,Holly A Harris Seidle,David Mamikonyan,Brigitte A Garvin Johnson,Ryan Mulvey,Jose A Figueroa,Bruce H Bailey,Tyrone T Martin,Verna Ragan Tennant,Sharif Ali,Wayne E Dorsey,Keith Jackson,James Johnson,Kyle J Sampson,All
Martin Coleman,46,288,383,225,260,160,110,120,33,23,0,413,471,168,141,140,95,54,109,81,31,61,54,30,26,22,11,11,18,21,17,21,14,11,15,11,All
Tracy B Roman,,56,85,162,194,79,44,42,25,24,0,115,115,171,54,155,130,73,98,34,50,55,47,37,31,26,13,12,15,20,17,16,11,9,8,7,All
Fran Shields,,,10,196,110,120,93,73,24,20,0,259,161,39,126,32,52,65,16,90,40,22,29,34,9,30,20,14,17,9,21,15,10,11,7,10,All
Shoshana Bricklin,,,,24,104,85,49,19,22,24,0,277,179,45,104,49,75,85,20,25,50,7,32,39,13,23,16,14,18,16,17,11,10,9,6,8,All
Henry Lewandowski,,,,,27,56,8,28,17,17,0,85,77,145,119,110,77,41,88,66,18,49,45,19,35,13,15,13,14,7,10,7,9,4,5,5,All
Robert M Kline,,,,,,7,65,54,28,21,0,69,58,61,37,35,45,52,21,23,30,21,10,28,21,19,28,13,21,21,11,7,10,6,6,8,All
Daine A Grey Jr,,,,,,,10,78,14,17,0,64,26,11,31,24,24,26,8,22,27,6,10,21,3,17,15,9,10,9,8,12,7,7,7,4,All
Joe Fernandes,,,,,,,,2,19,20,0,48,24,19,30,17,17,14,13,16,14,14,10,17,10,14,11,12,7,9,5,10,14,9,10,5,All
Frank Bennett,,,,,,,,,2,7,0,23,10,23,12,11,13,26,13,5,16,7,8,9,8,4,15,9,9,10,7,3,6,5,4,4,All
Conor Corcoran,,,,,,,,,,3,0,20,10,17,22,16,17,15,5,9,10,10,2,10,3,7,15,7,6,4,6,3,5,8,10,3,All
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Inja Coates,,,,,,,,,,,,45,272,23,96,25,24,34,8,23,17,5,13,14,5,13,9,8,9,14,5,11,8,8,5,2,All
Robert Tuerk,,,,,,,,,,,,,15,19,69,11,26,27,2,17,11,9,5,20,6,6,6,5,6,5,5,3,3,4,6,1,All
Warren Bloom,,,,,,,,,,,,,,7,10,112,47,16,85,5,12,35,13,14,16,9,8,5,9,10,6,1,5,5,2,2,All
Donna Derose,,,,,,,,,,,,,,,1,11,13,31,3,80,14,3,19,19,4,7,5,7,0,2,8,4,6,2,8,3,All
