col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Attorney - Democrat,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,R Seth Williams,Donna Derose,Omar Sabir,Marnie Aument Loughrey,Warren Bloom,Donna Marie Laws,Ryan Mulvey,Suzanne Harmon Carn,Lewis Harris Jr,Tia M Seibert,Ashley Michelle Cook,Bobbie T Curry,David Mamikonyan,Bruce H Bailey,Jose A Figueroa,Inja Coates,Brigitte A Garvin Johnson,Kyle J Sampson,Keith Jackson,Robert Tuerk,Holly A Harris Seidle,Wayne E Dorsey,Tyrone T Martin,Verna Ragan Tennant,James Johnson,Sharif Ali,All
R Seth Williams,140,236,182,169,126,121,111,104,102,93,81,86,61,51,41,33,34,22,27,22,22,20,13,12,9,9,All
Donna Derose,,15,111,144,7,38,32,4,1,4,17,7,12,5,21,11,7,7,2,3,7,2,0,3,3,4,All
Omar Sabir,,,15,86,13,13,4,11,11,12,8,10,7,2,6,4,3,1,0,3,2,4,1,0,0,2,All
Marnie Aument Loughrey,,,,15,4,18,20,5,3,5,7,2,6,8,11,2,8,0,1,1,2,0,1,1,1,2,All
Warren Bloom,,,,,8,9,7,19,61,47,12,26,8,12,3,4,1,4,6,2,0,1,1,4,1,0,All
Donna Marie Laws,,,,,,3,21,21,8,11,28,8,4,11,9,13,11,1,6,7,7,6,4,3,1,2,All
Ryan Mulvey,,,,,,,8,7,8,0,20,12,16,18,13,6,7,11,5,7,1,3,5,1,2,0,All
Suzanne Harmon Carn,,,,,,,,4,18,21,19,18,15,4,2,3,3,2,0,1,3,1,1,1,0,0,All
Lewis Harris Jr,,,,,,,,,1,37,6,23,6,6,1,3,1,0,2,2,1,4,2,0,0,0,All
Tia M Seibert,,,,,,,,,,2,7,17,8,2,1,0,2,1,1,1,4,1,3,3,0,0,All
Ashley Michelle Cook,,,,,,,,,,,1,4,4,10,1,8,4,5,2,4,2,4,3,0,2,1,All
Bobbie T Curry,,,,,,,,,,,,4,11,3,6,0,3,4,4,3,0,0,0,0,3,2,All
David Mamikonyan,,,,,,,,,,,,,1,4,1,0,3,6,0,3,1,3,2,0,0,1,All
Bruce H Bailey,,,,,,,,,,,,,,1,2,5,6,2,0,1,1,2,1,5,0,0,All
Jose A Figueroa,,,,,,,,,,,,,,,4,0,2,1,4,0,4,0,0,1,0,3,All
Inja Coates,,,,,,,,,,,,,,,,1,1,0,2,0,1,3,1,0,1,0,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,1,1,3,2,1,1,2,0,0,0,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,1,4,2,0,3,3,1,0,0,All
Keith Jackson,,,,,,,,,,,,,,,,,,,0,2,2,1,3,0,2,0,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,2,0,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,2,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,,,1,2,2,0,0,All
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,All
James Johnson,,,,,,,,,,,,,,,,,,,,,,,,,0,2,All
Sharif Ali,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,870,300,222,220,152,144,138,115,114,106,102,100,72,61,57,40,39,33,29,28,26,26,20,15,11,11,All
,District Attorney - Democrat,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,R Seth Williams,Lewis Harris Jr,David Mamikonyan,Marnie Aument Loughrey,Omar Sabir,Bobbie T Curry,Donna Derose,Donna Marie Laws,Suzanne Harmon Carn,Warren Bloom,James Johnson,Jose A Figueroa,Keith Jackson,Robert Tuerk,Tia M Seibert,Ashley Michelle Cook,Brigitte A Garvin Johnson,Bruce H Bailey,Holly A Harris Seidle,Inja Coates,Kyle J Sampson,Ryan Mulvey,Sharif Ali,Tyrone T Martin,Verna Ragan Tennant,Wayne E Dorsey,1
R Seth Williams,0,2,1,2,1,2,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Lewis Harris Jr,,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
David Mamikonyan,,,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marnie Aument Loughrey,,,,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Omar Sabir,,,,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Bobbie T Curry,,,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Donna Derose,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Donna Marie Laws,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Suzanne Harmon Carn,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Warren Bloom,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
James Johnson,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jose A Figueroa,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Keith Jackson,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Robert Tuerk,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tia M Seibert,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Ashley Michelle Cook,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Bruce H Bailey,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Inja Coates,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Sharif Ali,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,8,4,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
,District Attorney - Democrat,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
