col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Henry Lewandowski,Martin Coleman,Fran Shields,Tracy B Roman,Robert M Kline,Shoshana Bricklin,Conor Corcoran,Joe Fernandes,Daine A Grey Jr,Frank Bennett,Derrick W Coker,Omar Sabir,Donna Derose,Marnie Aument Loughrey,Warren Bloom,Tia M Seibert,Lewis Harris Jr,Suzanne Harmon Carn,Donna Marie Laws,Inja Coates,Ashley Michelle Cook,Bobbie T Curry,Jose A Figueroa,Holly A Harris Seidle,Bruce H Bailey,Robert Tuerk,David Mamikonyan,Ryan Mulvey,Brigitte A Garvin Johnson,James Johnson,Sharif Ali,Verna Ragan Tennant,Kyle J Sampson,Wayne E Dorsey,Keith Jackson,Tyrone T Martin,All
Henry Lewandowski,9,215,186,51,16,15,12,6,5,9,0,187,140,72,43,36,32,25,18,6,12,18,7,7,9,9,13,9,2,3,5,6,2,4,3,3,All
Martin Coleman,,6,165,49,14,10,5,9,8,7,0,165,128,72,41,33,31,21,10,14,7,14,9,8,6,11,9,4,3,4,4,3,2,4,5,3,All
Fran Shields,,,5,14,23,22,14,13,12,7,0,152,142,80,13,12,4,10,24,9,17,8,14,9,8,13,4,9,7,6,6,4,6,4,5,3,All
Tracy B Roman,,,,5,11,18,7,4,5,3,0,15,10,7,35,27,30,20,11,7,7,11,7,9,6,2,12,4,7,0,5,2,2,2,4,1,All
Robert M Kline,,,,,0,5,7,9,8,4,0,8,7,5,9,8,4,2,10,5,9,5,9,9,6,3,3,9,0,4,6,2,4,4,0,0,All
Shoshana Bricklin,,,,,,0,6,5,5,3,0,11,16,10,4,6,3,6,13,13,10,0,6,7,4,5,2,4,8,1,2,2,2,1,0,2,All
Conor Corcoran,,,,,,,3,4,4,4,0,4,6,6,5,3,4,1,7,1,6,4,7,6,7,3,4,3,3,6,3,2,5,3,4,1,All
Joe Fernandes,,,,,,,,0,6,2,0,5,2,3,1,4,2,5,4,5,4,2,9,5,0,5,2,2,0,4,4,1,4,2,1,1,All
Daine A Grey Jr,,,,,,,,,1,5,0,3,6,4,3,3,1,4,4,1,5,2,3,6,3,2,1,3,2,3,1,2,3,2,4,2,All
Frank Bennett,,,,,,,,,,0,0,0,3,3,5,2,1,1,7,5,6,3,1,3,4,2,1,4,1,2,1,0,1,1,0,3,All
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Omar Sabir,,,,,,,,,,,,2,125,60,5,7,0,8,5,3,4,7,5,2,2,4,7,2,1,0,3,3,0,2,1,1,All
Donna Derose,,,,,,,,,,,,,4,62,5,4,1,5,10,3,4,3,2,3,2,7,1,3,4,3,4,2,0,1,1,1,All
Marnie Aument Loughrey,,,,,,,,,,,,,,2,6,5,0,0,4,3,5,4,2,3,0,2,0,1,2,1,0,1,0,1,3,0,All
Warren Bloom,,,,,,,,,,,,,,,0,22,27,5,2,1,3,1,2,3,4,0,5,1,0,1,1,3,0,3,1,2,All
Tia M Seibert,,,,,,,,,,,,,,,,1,22,6,4,3,4,7,2,2,1,0,1,2,2,1,2,0,0,0,0,0,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,2,6,0,1,2,3,1,0,3,0,4,2,1,3,0,1,3,0,0,0,All
Suzanne Harmon Carn,,,,,,,,,,,,,,,,,,0,3,2,2,4,3,1,3,0,4,1,1,1,0,2,1,0,0,2,All
Donna Marie Laws,,,,,,,,,,,,,,,,,,,1,5,9,3,5,7,2,1,1,3,2,0,2,1,1,2,1,1,All
Inja Coates,,,,,,,,,,,,,,,,,,,,6,3,1,4,1,2,8,0,0,2,0,1,0,1,0,0,1,All
Ashley Michelle Cook,,,,,,,,,,,,,,,,,,,,,1,3,3,3,2,2,0,3,2,1,0,1,2,1,1,1,All
Bobbie T Curry,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,8,3,0,2,1,0,0,1,0,0,All
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,,,1,4,3,2,1,2,0,0,4,0,3,0,4,0,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,4,4,2,2,1,2,0,2,0,All
Bruce H Bailey,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,2,2,0,3,3,1,0,3,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,0,2,3,0,0,All
David Mamikonyan,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,2,1,1,0,1,All
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,1,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,0,All
James Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,3,1,1,0,All
Sharif Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,0,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,All
