col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,Joseph C Waters Jr,Jack Mcvay Jr,Timika Lane,Sierra Thomas Street,Joe Fernandes,Giovanni Campbell,Anne Marie Coyle,Leon A King Ii,Tracy B Roman,Dawn M Tancredi,Daniel D Mccaffery,Vince Giusini,Stephanie M Sawyer,Kenneth J Powell Jr,Rania Major,Derrick W Coker,Daine A Grey Jr,John J O Connor Jr,Frank Bennett,Deborah D Cianfrani,James C Crumlish,Sean P Stevens,Conor Corcoran,Jon Marshall,Fran Shields,Katie Scrivner,All
Joseph C Waters Jr,14,0,189,151,132,105,91,92,92,83,82,69,41,40,16,18,20,15,14,13,13,12,5,6,0,0,All
Jack Mcvay Jr,,3,10,12,10,0,9,2,8,2,5,8,2,3,4,2,2,2,3,1,1,0,1,2,0,0,All
Timika Lane,,,4,115,124,88,86,79,73,69,66,69,29,26,10,12,14,5,5,9,7,4,0,2,0,0,All
Sierra Thomas Street,,,,6,59,42,74,32,66,26,26,60,31,22,12,10,11,9,7,12,6,5,3,2,0,0,All
Joe Fernandes,,,,,0,63,61,61,57,54,60,55,4,10,3,2,3,6,3,4,2,0,1,2,0,0,All
Giovanni Campbell,,,,,,1,21,73,15,75,72,19,21,17,8,6,12,11,4,7,4,3,5,1,0,0,All
Anne Marie Coyle,,,,,,,2,7,67,13,13,52,13,14,7,3,6,6,1,8,1,1,0,2,0,0,All
Leon A King Ii,,,,,,,,2,9,55,60,13,16,14,6,8,7,5,6,7,5,2,7,1,0,0,All
Tracy B Roman,,,,,,,,,2,11,10,44,11,13,6,2,3,6,2,3,3,3,0,1,0,0,All
Dawn M Tancredi,,,,,,,,,,0,59,18,14,12,8,3,10,9,4,7,3,4,4,1,0,0,All
Daniel D Mccaffery,,,,,,,,,,,2,12,13,12,5,4,4,11,5,3,3,0,4,2,0,0,All
Vince Giusini,,,,,,,,,,,,1,5,5,5,3,4,2,2,1,1,0,3,1,0,0,All
Stephanie M Sawyer,,,,,,,,,,,,,0,14,6,5,12,5,3,4,4,5,1,2,0,0,All
Kenneth J Powell Jr,,,,,,,,,,,,,,0,9,8,8,9,4,3,5,8,1,2,0,0,All
Rania Major,,,,,,,,,,,,,,,1,7,1,3,2,3,2,5,2,4,0,0,All
Derrick W Coker,,,,,,,,,,,,,,,,1,4,3,5,6,3,3,5,2,0,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,0,0,2,1,6,3,2,1,0,0,All
John J O Connor Jr,,,,,,,,,,,,,,,,,,1,2,0,1,0,2,0,0,0,All
Frank Bennett,,,,,,,,,,,,,,,,,,,2,3,4,2,5,1,0,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,0,0,2,5,0,0,0,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,307,25,232,184,150,125,114,111,107,104,102,92,52,48,27,26,25,23,21,20,15,13,11,8,0,0,All
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,Joseph C Waters Jr,Jack Mcvay Jr,Sierra Thomas Street,Joe Fernandes,Timika Lane,Tracy B Roman,Giovanni Campbell,Vince Giusini,Anne Marie Coyle,Dawn M Tancredi,Leon A King Ii,Stephanie M Sawyer,Daine A Grey Jr,Daniel D Mccaffery,Kenneth J Powell Jr,Conor Corcoran,Deborah D Cianfrani,Derrick W Coker,Frank Bennett,Sean P Stevens,Fran Shields,James C Crumlish,John J O Connor Jr,Jon Marshall,Katie Scrivner,Rania Major,1
Joseph C Waters Jr,2,0,11,10,9,9,6,6,5,5,3,4,3,2,3,1,1,0,0,1,0,0,0,0,0,0,1
Jack Mcvay Jr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sierra Thomas Street,,,0,6,8,7,2,5,5,2,0,3,3,0,2,0,1,0,0,1,0,0,0,0,0,0,1
Joe Fernandes,,,,0,7,7,3,5,5,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
Timika Lane,,,,,0,7,3,5,5,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1
Tracy B Roman,,,,,,0,1,5,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Giovanni Campbell,,,,,,,0,1,0,3,4,3,2,3,3,2,1,1,0,0,0,0,0,0,0,0,1
Vince Giusini,,,,,,,,0,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Anne Marie Coyle,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,0,3,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1
Leon A King Ii,,,,,,,,,,,0,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
Daniel D Mccaffery,,,,,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,1
Kenneth J Powell Jr,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Conor Corcoran,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,1
Deborah D Cianfrani,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
John J O Connor Jr,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,19,0,11,10,9,9,7,6,5,5,4,4,3,3,3,2,2,1,1,1,0,0,0,0,0,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Superior Court - Democrat,,2
,Timika Lane,Joe Fernandes,Sierra Thomas Street,Leon A King Ii,Anne Marie Coyle,Daniel D Mccaffery,Dawn M Tancredi,Giovanni Campbell,Kenneth J Powell Jr,Tracy B Roman,Vince Giusini,Rania Major,Stephanie M Sawyer,Daine A Grey Jr,Derrick W Coker,Frank Bennett,John J O Connor Jr,Jon Marshall,Sean P Stevens,Conor Corcoran,Deborah D Cianfrani,Fran Shields,James C Crumlish,Katie Scrivner,Joseph C Waters Jr,Jack Mcvay Jr,2
Timika Lane,0,10,5,7,3,4,4,4,2,3,3,0,1,1,1,1,0,0,0,0,0,0,0,0,10,3,2
Joe Fernandes,,0,5,5,4,5,4,5,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,8,3,2
Sierra Thomas Street,,,0,1,5,1,1,1,3,3,3,2,1,0,1,1,1,1,1,0,0,0,0,0,5,3,2
Leon A King Ii,,,,0,0,4,4,4,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7,0,2
Anne Marie Coyle,,,,,0,1,0,1,1,2,3,1,1,0,0,0,1,1,0,0,0,0,0,0,3,2,2
Daniel D Mccaffery,,,,,,0,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,2
Dawn M Tancredi,,,,,,,0,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2
Giovanni Campbell,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,2
Kenneth J Powell Jr,,,,,,,,,0,1,0,2,2,1,1,1,0,1,1,0,0,0,0,0,3,1,2
Tracy B Roman,,,,,,,,,,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2
Vince Giusini,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
Rania Major,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,2
