col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,Timika Lane,Daniel D Mccaffery,Joe Fernandes,Dawn M Tancredi,Kenneth J Powell Jr,Sierra Thomas Street,James C Crumlish,Stephanie M Sawyer,Tracy B Roman,Anne Marie Coyle,Giovanni Campbell,Vince Giusini,Leon A King Ii,John J O Connor Jr,Derrick W Coker,Conor Corcoran,Daine A Grey Jr,Frank Bennett,Jon Marshall,Rania Major,Sean P Stevens,Deborah D Cianfrani,Fran Shields,Katie Scrivner,1
Timika Lane,2,29,34,29,32,16,21,8,15,13,8,10,5,1,3,1,2,1,2,0,1,0,0,0,1
Daniel D Mccaffery,,0,20,27,24,6,19,7,4,3,10,4,4,5,0,2,2,2,1,1,1,1,0,0,1
Joe Fernandes,,,1,19,21,10,13,5,10,10,4,9,2,2,1,1,1,1,0,0,0,0,0,0,1
Dawn M Tancredi,,,,0,25,5,17,4,6,3,9,2,3,4,0,0,0,0,0,1,0,0,0,0,1
Kenneth J Powell Jr,,,,,0,4,19,5,7,5,4,1,1,1,3,0,1,0,1,0,1,0,0,0,1
Sierra Thomas Street,,,,,,3,0,8,10,8,5,10,2,2,2,2,1,1,1,1,1,0,0,0,1
James C Crumlish,,,,,,,0,2,2,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1
Stephanie M Sawyer,,,,,,,,2,2,2,4,1,1,3,2,1,2,1,0,1,1,0,0,0,1
Tracy B Roman,,,,,,,,,1,9,3,7,1,0,1,0,0,0,0,1,1,0,0,0,1
Anne Marie Coyle,,,,,,,,,,0,3,10,1,0,1,0,1,1,2,0,1,1,0,0,1
Giovanni Campbell,,,,,,,,,,,0,3,6,4,1,1,1,0,1,2,3,0,0,0,1
Vince Giusini,,,,,,,,,,,,1,1,0,0,1,1,1,1,0,0,1,0,0,1
Leon A King Ii,,,,,,,,,,,,,0,0,1,1,0,0,0,1,1,0,0,0,1
John J O Connor Jr,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
Conor Corcoran,,,,,,,,,,,,,,,,0,1,2,1,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,54,38,37,34,33,24,23,17,17,16,15,14,7,5,4,3,3,3,3,3,3,1,1,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,2
,Timika Lane,Dawn M Tancredi,Joe Fernandes,Daniel D Mccaffery,Kenneth J Powell Jr,James C Crumlish,Sierra Thomas Street,Stephanie M Sawyer,Leon A King Ii,Giovanni Campbell,Vince Giusini,Anne Marie Coyle,Daine A Grey Jr,Tracy B Roman,Derrick W Coker,Rania Major,John J O Connor Jr,Conor Corcoran,Jon Marshall,Deborah D Cianfrani,Frank Bennett,Fran Shields,Katie Scrivner,Sean P Stevens,2
Timika Lane,2,53,53,49,50,43,18,12,12,11,10,12,8,9,4,5,2,2,3,3,2,0,0,1,2
Dawn M Tancredi,,0,50,49,45,46,12,9,3,9,6,6,3,4,1,4,4,0,2,1,0,0,0,1,2
Joe Fernandes,,,1,45,44,42,11,7,5,10,5,5,2,6,1,3,1,0,0,0,0,0,0,1,2
Daniel D Mccaffery,,,,0,39,39,8,10,9,13,5,2,2,5,3,2,5,1,2,2,2,1,0,0,2
Kenneth J Powell Jr,,,,,0,41,10,7,6,7,1,2,5,3,3,3,3,3,4,2,2,1,0,1,2
James C Crumlish,,,,,,1,2,3,4,3,3,1,4,0,3,1,1,1,1,0,1,0,0,1,2
Sierra Thomas Street,,,,,,,6,8,5,10,10,11,4,9,1,2,3,2,2,2,1,0,0,0,2
Stephanie M Sawyer,,,,,,,,3,11,8,3,6,5,3,1,4,3,4,1,3,1,0,0,0,2
Leon A King Ii,,,,,,,,,0,10,5,5,4,4,9,2,1,5,2,2,2,0,0,0,2
Giovanni Campbell,,,,,,,,,,0,6,4,2,5,4,1,2,2,2,0,1,1,0,0,2
Vince Giusini,,,,,,,,,,,2,8,1,6,2,1,1,1,0,0,0,0,1,0,2
Anne Marie Coyle,,,,,,,,,,,,0,1,8,0,3,1,0,1,1,1,0,0,0,2
Daine A Grey Jr,,,,,,,,,,,,,0,1,2,2,0,2,0,1,1,0,0,0,2
