col_1,col_2,division
,District Attorney - Democrat,All
,R Seth Williams,All
R Seth Williams,"1,605",All
Total,"1,605",All
,District Attorney - Democrat,1
,R Seth Williams,1
R Seth Williams,102,1
Total,102,1
,District Attorney - Democrat,2
,R Seth Williams,2
R Seth Williams,68,2
Total,68,2
,District Attorney - Democrat,3
,R Seth Williams,3
R Seth Williams,109,3
Total,109,3
,District Attorney - Democrat,4
,R Seth Williams,4
R Seth Williams,87,4
Total,87,4
,District Attorney - Democrat,5
,R Seth Williams,5
R Seth Williams,60,5
Total,60,5
,District Attorney - Democrat,6
,R Seth Williams,6
R Seth Williams,71,6
Total,71,6
,District Attorney - Democrat,7
,R Seth Williams,7
R Seth Williams,49,7
Total,49,7
,District Attorney - Democrat,8
,R Seth Williams,8
R Seth Williams,83,8
Total,83,8
,District Attorney - Democrat,9
,R Seth Williams,9
R Seth Williams,67,9
Total,67,9
,District Attorney - Democrat,10
,R Seth Williams,10
R Seth Williams,33,10
Total,33,10
,District Attorney - Democrat,11
,R Seth Williams,11
R Seth Williams,50,11
Total,50,11
,District Attorney - Democrat,12
,R Seth Williams,12
R Seth Williams,48,12
Total,48,12
,District Attorney - Democrat,13
,R Seth Williams,13
R Seth Williams,8,13
Total,8,13
,District Attorney - Democrat,14
,R Seth Williams,14
R Seth Williams,48,14
Total,48,14
,District Attorney - Democrat,15
,R Seth Williams,15
R Seth Williams,28,15
Total,28,15
,District Attorney - Democrat,16
,R Seth Williams,16
R Seth Williams,42,16
Total,42,16
,District Attorney - Democrat,17
,R Seth Williams,17
R Seth Williams,64,17
Total,64,17
,District Attorney - Democrat,18
,R Seth Williams,18
R Seth Williams,113,18
Total,113,18
,District Attorney - Democrat,19
,R Seth Williams,19
R Seth Williams,103,19
Total,103,19
,District Attorney - Democrat,20
,R Seth Williams,20
R Seth Williams,35,20
Total,35,20
,District Attorney - Democrat,21
,R Seth Williams,21
R Seth Williams,51,21
Total,51,21
,District Attorney - Democrat,22
,R Seth Williams,22
R Seth Williams,66,22
Total,66,22
,District Attorney - Democrat,23
,R Seth Williams,23
R Seth Williams,51,23
Total,51,23
,District Attorney - Democrat,24
,R Seth Williams,24
R Seth Williams,28,24
Total,28,24
,District Attorney - Democrat,25
,R Seth Williams,25
R Seth Williams,21,25
Total,21,25
,District Attorney - Democrat,26
,R Seth Williams,26
R Seth Williams,49,26
Total,49,26
,District Attorney - Democrat,27
,R Seth Williams,27
R Seth Williams,40,27
Total,40,27
,District Attorney - Democrat,28
,R Seth Williams,28
R Seth Williams,25,28
Total,25,28
,District Attorney - Democrat,29
,R Seth Williams,29
R Seth Williams,6,29
Total,6,29
