col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Timika Lane,Sierra Thomas Street,Joe Fernandes,Giovanni Campbell,Anne Marie Coyle,Leon A King Ii,Tracy B Roman,Dawn M Tancredi,Daniel D Mccaffery,Vince Giusini,Stephanie M Sawyer,Kenneth J Powell Jr,Rania Major,Derrick W Coker,Daine A Grey Jr,John J O Connor Jr,Frank Bennett,Deborah D Cianfrani,James C Crumlish,Sean P Stevens,Conor Corcoran,Jon Marshall,Fran Shields,Katie Scrivner,Omar Sabir,Lewis Harris Jr,Warren Bloom,Marnie Aument Loughrey,Tia M Seibert,Suzanne Harmon Carn,Donna Derose,Donna Marie Laws,Bobbie T Curry,Tyrone T Martin,Inja Coates,Bruce H Bailey,Sharif Ali,Ashley Michelle Cook,Keith Jackson,Jose A Figueroa,David Mamikonyan,Wayne E Dorsey,Brigitte A Garvin Johnson,James Johnson,Verna Ragan Tennant,Ryan Mulvey,Kyle J Sampson,Holly A Harris Seidle,Robert Tuerk,All
Timika Lane,1,115,124,88,86,79,73,69,66,69,29,26,10,12,14,5,5,9,7,4,0,2,0,0,141,51,45,51,51,38,49,25,19,17,8,8,14,12,11,5,6,4,2,4,5,3,2,3,1,All
Sierra Thomas Street,,5,59,42,74,32,66,26,26,60,31,22,12,10,11,9,7,12,6,5,3,2,0,0,80,53,50,7,45,37,10,23,25,17,12,12,16,10,6,8,3,5,6,6,1,1,4,4,0,All
Joe Fernandes,,,0,63,61,61,57,54,60,55,4,10,3,2,3,6,3,4,2,0,1,2,0,0,86,45,43,53,43,25,45,10,17,3,7,2,2,4,4,6,3,1,2,0,2,2,1,1,0,All
Giovanni Campbell,,,,0,21,73,15,75,72,19,21,17,8,6,12,11,4,7,4,3,5,1,0,0,86,7,14,52,10,11,48,23,4,13,13,8,11,8,4,3,2,5,3,1,3,3,0,3,2,All
Anne Marie Coyle,,,,,1,7,67,13,13,52,13,14,7,3,6,6,1,8,1,1,0,2,0,0,36,43,46,3,44,28,2,7,17,6,6,6,2,8,6,5,5,2,4,1,3,1,4,2,0,All
Leon A King Ii,,,,,,1,9,55,60,13,16,14,6,8,7,5,6,7,5,2,7,1,0,0,77,5,5,56,4,9,50,17,2,13,10,6,6,5,5,5,0,3,5,3,3,2,0,0,1,All
Tracy B Roman,,,,,,,1,11,10,44,11,13,6,2,3,6,2,3,3,3,0,1,0,0,31,43,43,2,43,27,0,9,15,7,5,5,2,8,8,5,3,3,2,0,2,2,1,1,1,All
Dawn M Tancredi,,,,,,,,0,59,18,14,12,8,3,10,9,4,7,3,4,4,1,0,0,71,5,8,48,9,12,43,17,1,4,10,3,7,13,3,5,2,3,3,0,3,3,1,2,0,All
Daniel D Mccaffery,,,,,,,,,1,12,13,12,5,4,4,11,5,3,3,0,4,2,0,0,68,11,10,47,6,6,44,18,3,10,5,8,3,6,4,0,2,4,4,0,3,3,1,3,1,All
Vince Giusini,,,,,,,,,,0,5,5,5,3,4,2,2,1,1,0,3,1,0,0,45,42,39,7,33,19,2,12,13,4,4,3,3,2,1,3,4,0,0,1,0,0,1,1,1,All
