col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,District Attorney - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,R Seth Williams,Anne Marie Coyle,Daniel D Mccaffery,Dawn M Tancredi,Joe Fernandes,Timika Lane,Vince Giusini,Deborah D Cianfrani,James C Crumlish,John J O Connor Jr,Tracy B Roman,Kenneth J Powell Jr,Leon A King Ii,Conor Corcoran,Frank Bennett,Giovanni Campbell,Stephanie M Sawyer,Daine A Grey Jr,Jon Marshall,Rania Major,Sierra Thomas Street,Derrick W Coker,Fran Shields,Katie Scrivner,Sean P Stevens,1
R Seth Williams,2,11,6,5,4,4,4,4,4,3,4,2,1,2,2,1,2,0,1,0,1,0,0,0,0,1
Anne Marie Coyle,,0,5,4,3,4,4,3,3,2,4,3,0,1,2,2,2,1,1,0,1,0,0,0,0,1
Daniel D Mccaffery,,,0,3,1,2,2,2,2,3,2,2,2,1,0,1,0,1,1,1,0,0,0,0,0,1
Dawn M Tancredi,,,,0,2,4,0,3,1,1,2,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1
Joe Fernandes,,,,,0,3,2,0,2,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
Timika Lane,,,,,,0,1,2,1,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
Vince Giusini,,,,,,,0,1,2,1,1,2,0,0,0,1,1,1,0,0,1,0,0,0,0,1
Deborah D Cianfrani,,,,,,,,0,1,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
James C Crumlish,,,,,,,,,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
John J O Connor Jr,,,,,,,,,,0,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
Tracy B Roman,,,,,,,,,,,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Kenneth J Powell Jr,,,,,,,,,,,,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
Leon A King Ii,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Conor Corcoran,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1
Giovanni Campbell,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Sierra Thomas Street,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,17,12,8,6,5,5,5,4,4,4,4,3,3,2,2,2,2,1,1,1,1,0,0,0,0,1
,District Attorney - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,2
,R Seth Williams,Anne Marie Coyle,Timika Lane,Giovanni Campbell,Dawn M Tancredi,Derrick W Coker,Joe Fernandes,Sierra Thomas Street,Conor Corcoran,Daine A Grey Jr,Daniel D Mccaffery,Deborah D Cianfrani,James C Crumlish,Leon A King Ii,Rania Major,Stephanie M Sawyer,Tracy B Roman,Vince Giusini,Fran Shields,Frank Bennett,John J O Connor Jr,Jon Marshall,Katie Scrivner,Kenneth J Powell Jr,Sean P Stevens,2
R Seth Williams,0,2,3,2,2,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2
Anne Marie Coyle,,0,2,2,2,2,2,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2
Timika Lane,,,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2
Giovanni Campbell,,,,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2
Dawn M Tancredi,,,,,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2
Derrick W Coker,,,,,,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2
Joe Fernandes,,,,,,,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2
Sierra Thomas Street,,,,,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Conor Corcoran,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Daine A Grey Jr,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Daniel D Mccaffery,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Deborah D Cianfrani,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
James C Crumlish,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Leon A King Ii,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
Tracy B Roman,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Fran Shields,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Frank Bennett,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
John J O Connor Jr,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Kenneth J Powell Jr,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,5,4,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,3
,Anne Marie Coyle,John J O Connor Jr,Daniel D Mccaffery,Kenneth J Powell Jr,Dawn M Tancredi,Timika Lane,Deborah D Cianfrani,Giovanni Campbell,James C Crumlish,Joe Fernandes,Vince Giusini,Stephanie M Sawyer,Daine A Grey Jr,Derrick W Coker,Frank Bennett,Sierra Thomas Street,Tracy B Roman,Conor Corcoran,Leon A King Ii,Rania Major,Fran Shields,Jon Marshall,Katie Scrivner,Sean P Stevens,R Seth Williams,3
Anne Marie Coyle,1,8,5,7,6,4,5,2,3,3,3,4,2,1,1,2,1,1,0,1,0,0,0,0,12,3
John J O Connor Jr,,0,4,6,2,0,2,1,2,1,1,0,2,1,1,0,0,0,0,1,0,0,0,0,4,3
Daniel D Mccaffery,,,0,1,6,3,2,2,2,3,2,1,2,0,1,0,1,0,1,1,0,0,0,0,7,3
Kenneth J Powell Jr,,,,0,1,1,1,1,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,5,3
Dawn M Tancredi,,,,,0,4,2,2,2,3,2,2,1,0,0,1,1,0,0,0,0,0,0,0,6,3
Timika Lane,,,,,,0,1,4,3,4,2,2,1,1,0,2,2,0,0,0,0,0,0,0,7,3
Deborah D Cianfrani,,,,,,,0,1,1,0,1,3,1,1,1,1,0,1,0,1,0,0,0,0,5,3
Giovanni Campbell,,,,,,,,0,4,2,1,1,1,2,0,0,1,0,0,0,0,0,0,0,5,3
James C Crumlish,,,,,,,,,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,4,3
Joe Fernandes,,,,,,,,,,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,4,3
Vince Giusini,,,,,,,,,,,0,1,1,1,0,1,1,0,0,0,0,0,0,0,5,3
Stephanie M Sawyer,,,,,,,,,,,,0,0,0,1,1,0,1,0,0,0,0,0,0,4,3
Daine A Grey Jr,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,2,3
Derrick W Coker,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,3
Frank Bennett,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,3
