col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Shoshana Bricklin,Tracy B Roman,Henry Lewandowski,Martin Coleman,Fran Shields,Daine A Grey Jr,Joe Fernandes,Robert M Kline,Frank Bennett,Conor Corcoran,Derrick W Coker,Omar Sabir,Inja Coates,Suzanne Harmon Carn,Tia M Seibert,Bobbie T Curry,David Mamikonyan,Donna Derose,Lewis Harris Jr,Bruce H Bailey,Donna Marie Laws,Sharif Ali,Warren Bloom,Brigitte A Garvin Johnson,Marnie Aument Loughrey,Ryan Mulvey,Tyrone T Martin,James Johnson,Jose A Figueroa,Kyle J Sampson,Wayne E Dorsey,Ashley Michelle Cook,Holly A Harris Seidle,Keith Jackson,Verna Ragan Tennant,Robert Tuerk,1
Shoshana Bricklin,0,7,7,4,4,3,2,1,1,0,0,7,13,3,2,0,1,4,0,3,1,3,1,2,1,1,2,1,1,2,2,0,0,1,1,0,1
Tracy B Roman,,0,5,5,4,4,2,2,2,0,0,9,4,6,5,4,4,1,3,3,1,2,3,1,0,0,3,1,1,1,1,0,0,0,0,0,1
Henry Lewandowski,,,0,12,1,0,1,0,1,0,0,8,5,5,2,3,5,2,0,1,2,0,3,0,3,1,0,0,0,1,1,0,0,1,0,0,1
Martin Coleman,,,,0,1,0,1,1,0,1,0,9,3,5,4,4,4,1,1,0,0,0,3,0,3,2,0,0,0,1,1,0,1,1,0,0,1
Fran Shields,,,,,0,0,0,1,0,1,0,1,2,1,1,1,0,3,0,1,2,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1
Daine A Grey Jr,,,,,,0,1,3,1,0,0,4,3,1,1,0,0,1,1,0,1,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1
Joe Fernandes,,,,,,,0,2,0,0,0,2,0,1,2,0,0,0,0,1,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
Robert M Kline,,,,,,,,0,0,0,0,2,1,1,0,1,0,1,1,0,2,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1
Frank Bennett,,,,,,,,,0,0,0,2,0,1,1,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Conor Corcoran,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Omar Sabir,,,,,,,,,,,,2,5,6,2,2,1,0,1,2,0,2,1,0,2,1,3,0,0,0,0,0,0,1,0,0,1
Inja Coates,,,,,,,,,,,,,0,1,0,1,0,3,2,0,1,0,0,1,1,0,2,0,0,1,2,0,0,1,1,0,1
Suzanne Harmon Carn,,,,,,,,,,,,,,1,1,2,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
Tia M Seibert,,,,,,,,,,,,,,,0,1,2,0,1,1,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Bobbie T Curry,,,,,,,,,,,,,,,,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
David Mamikonyan,,,,,,,,,,,,,,,,,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Donna Derose,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bruce H Bailey,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Donna Marie Laws,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Sharif Ali,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,1,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
James Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Ashley Michelle Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Keith Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,20,19,16,16,7,6,5,5,3,1,0,19,15,11,7,6,5,5,5,4,4,4,4,3,3,3,3,2,2,2,2,1,1,1,1,0,1
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,Tracy B Roman,Martin Coleman,Frank Bennett,Henry Lewandowski,Robert M Kline,Joe Fernandes,Shoshana Bricklin,Daine A Grey Jr,Fran Shields,Conor Corcoran,Derrick W Coker,Lewis Harris Jr,Omar Sabir,Suzanne Harmon Carn,Tia M Seibert,Warren Bloom,Donna Marie Laws,Inja Coates,Ashley Michelle Cook,Bobbie T Curry,Sharif Ali,Bruce H Bailey,Holly A Harris Seidle,Jose A Figueroa,Kyle J Sampson,Marnie Aument Loughrey,Ryan Mulvey,Tyrone T Martin,Verna Ragan Tennant,Brigitte A Garvin Johnson,David Mamikonyan,Donna Derose,James Johnson,Keith Jackson,Robert Tuerk,Wayne E Dorsey,2
Tracy B Roman,2,10,4,5,1,2,1,1,2,0,0,7,6,5,5,5,3,0,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2
Martin Coleman,,1,2,4,2,2,0,2,0,0,0,5,3,4,3,3,2,0,0,2,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2
Frank Bennett,,,0,0,1,0,0,0,1,0,0,2,2,0,1,2,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Henry Lewandowski,,,,0,0,1,0,0,0,0,0,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Robert M Kline,,,,,0,1,0,1,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Joe Fernandes,,,,,,0,1,1,0,0,0,0,1,2,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
Shoshana Bricklin,,,,,,,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Daine A Grey Jr,,,,,,,,0,1,0,0,0,0,2,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2
Fran Shields,,,,,,,,,0,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Conor Corcoran,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Derrick W Coker,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
