col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,Dawn M Tancredi,Anne Marie Coyle,Daniel D Mccaffery,Timika Lane,Giovanni Campbell,Leon A King Ii,Joe Fernandes,Conor Corcoran,James C Crumlish,Stephanie M Sawyer,Sierra Thomas Street,Daine A Grey Jr,Deborah D Cianfrani,John J O Connor Jr,Kenneth J Powell Jr,Tracy B Roman,Vince Giusini,Rania Major,Derrick W Coker,Frank Bennett,Sean P Stevens,Fran Shields,Jon Marshall,Katie Scrivner,1
Dawn M Tancredi,0,6,5,7,6,6,3,2,0,5,3,3,3,1,1,2,1,1,0,0,0,0,0,0,1
Anne Marie Coyle,,2,4,4,5,4,4,1,3,4,2,2,2,0,3,1,2,0,1,1,0,0,0,0,1
Daniel D Mccaffery,,,0,3,5,3,1,2,4,2,1,1,1,3,3,0,2,0,1,1,0,0,0,0,1
Timika Lane,,,,0,5,5,6,1,0,3,4,2,0,0,0,3,1,0,0,0,0,0,0,0,1
Giovanni Campbell,,,,,1,5,4,0,1,0,2,2,1,1,3,0,2,0,0,0,0,0,0,0,1
Leon A King Ii,,,,,,0,5,1,1,2,2,2,2,0,2,2,0,2,0,0,0,0,0,0,1
Joe Fernandes,,,,,,,0,0,1,1,2,0,1,0,1,2,1,1,0,0,0,0,0,0,1
Conor Corcoran,,,,,,,,2,2,1,2,0,1,3,0,1,1,0,0,0,0,0,0,0,1
James C Crumlish,,,,,,,,,1,1,0,0,0,2,2,0,1,0,1,1,1,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,0,1,2,2,0,0,1,0,1,1,1,0,0,0,0,1
Sierra Thomas Street,,,,,,,,,,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,0,1,0,1,1,0,1,0,0,0,0,0,0,1
Deborah D Cianfrani,,,,,,,,,,,,,0,0,0,1,1,2,0,0,0,0,0,0,1
John J O Connor Jr,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,1
Kenneth J Powell Jr,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Tracy B Roman,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
