col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Attorney - Democrat,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,R Seth Williams,Omar Sabir,Marnie Aument Loughrey,Donna Derose,Warren Bloom,Jose A Figueroa,Tia M Seibert,Inja Coates,Donna Marie Laws,Lewis Harris Jr,Suzanne Harmon Carn,Ashley Michelle Cook,Bobbie T Curry,Ryan Mulvey,Bruce H Bailey,David Mamikonyan,Brigitte A Garvin Johnson,Keith Jackson,Sharif Ali,Tyrone T Martin,James Johnson,Robert Tuerk,Holly A Harris Seidle,Verna Ragan Tennant,Kyle J Sampson,Wayne E Dorsey,All
R Seth Williams,78,98,92,95,57,43,49,41,36,40,44,30,31,26,22,19,17,13,15,14,14,12,8,10,10,10,All
Omar Sabir,,4,78,68,1,14,4,2,4,2,2,4,7,2,2,6,2,1,5,1,0,0,0,4,2,1,All
Marnie Aument Loughrey,,,1,82,4,18,2,4,2,0,1,2,0,8,0,1,1,3,0,2,0,0,0,3,2,0,All
Donna Derose,,,,2,0,8,0,10,7,0,2,2,1,3,1,3,2,0,3,1,3,4,3,0,0,0,All
Warren Bloom,,,,,3,4,30,2,2,23,4,1,9,7,9,4,0,0,0,1,3,0,0,4,1,5,All
Jose A Figueroa,,,,,,6,1,6,7,2,5,4,1,0,4,0,2,4,1,2,3,2,4,1,0,0,All
Tia M Seibert,,,,,,,3,2,1,20,15,2,12,3,3,4,0,0,0,1,1,0,2,0,2,1,All
Inja Coates,,,,,,,,6,11,1,3,3,4,2,6,0,0,1,2,1,0,10,1,1,1,2,All
Donna Marie Laws,,,,,,,,,2,2,8,10,1,5,5,0,8,0,2,3,2,4,2,3,2,1,All
Lewis Harris Jr,,,,,,,,,,2,9,3,4,1,0,6,1,4,0,3,2,0,0,0,3,2,All
Suzanne Harmon Carn,,,,,,,,,,,2,8,8,2,1,5,2,0,1,2,0,0,4,0,0,1,All
Ashley Michelle Cook,,,,,,,,,,,,2,1,3,3,0,4,1,1,0,4,2,2,1,2,0,All
Bobbie T Curry,,,,,,,,,,,,,0,3,2,7,1,1,2,1,1,0,0,0,0,2,All
Ryan Mulvey,,,,,,,,,,,,,,1,2,2,1,2,2,0,0,0,0,1,2,2,All
Bruce H Bailey,,,,,,,,,,,,,,,3,1,1,1,1,1,2,0,0,2,0,1,All
David Mamikonyan,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,0,0,3,2,2,0,1,2,0,0,All
Keith Jackson,,,,,,,,,,,,,,,,,,2,3,1,3,0,2,1,2,0,All
Sharif Ali,,,,,,,,,,,,,,,,,,,0,1,6,0,1,1,2,0,All
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,2,1,0,1,0,0,0,All
James Johnson,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,,,1,1,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,414,123,116,113,71,68,62,56,53,52,52,37,36,30,29,22,19,19,19,19,18,16,15,14,13,13,All
,District Attorney - Democrat,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,R Seth Williams,Donna Derose,Omar Sabir,Inja Coates,Marnie Aument Loughrey,Tia M Seibert,Ashley Michelle Cook,Bruce H Bailey,Donna Marie Laws,Jose A Figueroa,Suzanne Harmon Carn,Warren Bloom,David Mamikonyan,Holly A Harris Seidle,James Johnson,Lewis Harris Jr,Bobbie T Curry,Brigitte A Garvin Johnson,Keith Jackson,Kyle J Sampson,Sharif Ali,Tyrone T Martin,Verna Ragan Tennant,Wayne E Dorsey,Robert Tuerk,Ryan Mulvey,1
R Seth Williams,10,6,6,4,4,3,2,3,2,3,3,2,2,2,2,1,0,1,0,0,1,1,1,1,0,0,1
Donna Derose,,0,2,0,3,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
Omar Sabir,,,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
Inja Coates,,,,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Marnie Aument Loughrey,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Tia M Seibert,,,,,,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
Ashley Michelle Cook,,,,,,,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Bruce H Bailey,,,,,,,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Donna Marie Laws,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jose A Figueroa,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Suzanne Harmon Carn,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Warren Bloom,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
David Mamikonyan,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Holly A Harris Seidle,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
James Johnson,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1
Bobbie T Curry,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Keith Jackson,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1
Sharif Ali,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,30,6,6,4,4,4,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,0,0,1
,District Attorney - Democrat,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
