col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,All
,Timika Lane,Sierra Thomas Street,Joe Fernandes,Tracy B Roman,Anne Marie Coyle,Vince Giusini,Giovanni Campbell,Daniel D Mccaffery,Dawn M Tancredi,Leon A King Ii,Stephanie M Sawyer,Kenneth J Powell Jr,James C Crumlish,John J O Connor Jr,Rania Major,Deborah D Cianfrani,Derrick W Coker,Frank Bennett,Daine A Grey Jr,Sean P Stevens,Conor Corcoran,Jon Marshall,Katie Scrivner,Fran Shields,Martin Coleman,Henry Lewandowski,Tracy B Roman,Fran Shields,Shoshana Bricklin,Daine A Grey Jr,Robert M Kline,Joe Fernandes,Frank Bennett,Conor Corcoran,Derrick W Coker,All
Timika Lane,38,344,424,333,259,254,253,209,218,213,90,72,69,21,43,32,42,29,36,18,7,11,0,0,476,422,326,213,85,59,56,54,52,7,0,All
Sierra Thomas Street,,20,227,294,265,244,122,114,94,71,88,67,27,49,40,36,28,25,27,19,10,12,1,1,285,272,314,83,83,41,50,37,48,6,1,All
Joe Fernandes,,,1,261,235,228,161,173,170,144,35,36,51,24,25,16,10,14,13,9,11,7,0,0,382,369,229,171,37,35,33,46,34,5,0,All
Tracy B Roman,,,,7,234,232,73,63,89,63,58,44,43,19,36,20,19,18,17,15,7,10,1,0,274,243,328,68,56,37,42,33,40,11,0,All
Anne Marie Coyle,,,,,6,235,48,70,51,23,42,56,39,33,24,27,18,17,22,8,11,6,1,1,244,241,259,56,49,34,41,30,28,10,1,All
Vince Giusini,,,,,,9,77,73,62,35,48,35,30,27,14,19,27,12,8,6,11,6,2,1,236,240,233,45,59,28,39,29,29,6,1,All
Giovanni Campbell,,,,,,,6,223,205,171,88,53,43,55,23,24,32,31,22,10,11,10,2,0,204,219,79,186,95,41,40,40,31,7,0,All
Daniel D Mccaffery,,,,,,,,0,202,143,69,57,40,74,18,24,11,27,14,13,19,10,0,0,216,222,83,181,74,26,39,32,29,13,0,All
Dawn M Tancredi,,,,,,,,,1,146,71,32,35,42,38,39,11,15,17,9,7,10,1,0,179,207,84,197,65,37,41,28,23,9,0,All
Leon A King Ii,,,,,,,,,,1,81,42,45,11,36,11,27,18,23,11,11,5,0,0,176,168,69,180,38,46,27,23,20,8,0,All
Stephanie M Sawyer,,,,,,,,,,,5,34,23,36,42,23,31,12,31,10,17,5,0,0,58,71,83,73,79,60,29,31,15,15,0,All
Kenneth J Powell Jr,,,,,,,,,,,,8,29,37,19,18,24,30,23,17,12,9,0,0,78,57,58,42,36,31,33,33,41,11,0,All
James C Crumlish,,,,,,,,,,,,,3,21,10,17,16,24,14,12,2,4,0,1,73,105,28,55,11,21,23,20,13,11,1,All
John J O Connor Jr,,,,,,,,,,,,,,3,9,16,5,16,11,6,12,4,0,0,32,66,26,45,53,12,26,10,16,8,0,All
Rania Major,,,,,,,,,,,,,,,0,17,8,13,11,10,6,6,0,0,33,23,45,40,22,21,20,20,14,4,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,2,9,12,12,9,10,7,0,0,19,25,31,22,21,22,22,18,14,10,0,All
Derrick W Coker,,,,,,,,,,,,,,,,,2,9,12,5,4,3,0,0,24,25,33,17,23,24,18,22,11,3,0,All
Frank Bennett,,,,,,,,,,,,,,,,,,0,11,13,11,13,0,1,32,25,21,20,14,13,16,22,25,7,1,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,0,11,7,7,0,0,28,12,32,28,11,41,19,10,11,8,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,1,8,10,0,0,19,12,13,15,10,9,17,13,13,11,0,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,0,8,0,0,11,13,10,16,15,8,6,14,7,11,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,0,0,8,10,11,7,5,8,8,12,8,10,0,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,0,0,1,0,0,0,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,All
Martin Coleman,,,,,,,,,,,,,,,,,,,,,,,,,4,384,242,179,43,32,35,44,38,6,0,All
Henry Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,8,227,215,54,22,32,28,15,10,0,All
