col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Giovanni Campbell,Timika Lane,Joe Fernandes,Daniel D Mccaffery,Kenneth J Powell Jr,James C Crumlish,Anne Marie Coyle,Stephanie M Sawyer,Vince Giusini,Dawn M Tancredi,Tracy B Roman,Sierra Thomas Street,Leon A King Ii,Deborah D Cianfrani,Daine A Grey Jr,John J O Connor Jr,Derrick W Coker,Rania Major,Conor Corcoran,Frank Bennett,Sean P Stevens,Jon Marshall,Katie Scrivner,Fran Shields,Inja Coates,Robert Tuerk,Donna Derose,Warren Bloom,Tia M Seibert,Suzanne Harmon Carn,Donna Marie Laws,Lewis Harris Jr,Ashley Michelle Cook,Omar Sabir,Marnie Aument Loughrey,Holly A Harris Seidle,Jose A Figueroa,Bobbie T Curry,David Mamikonyan,Brigitte A Garvin Johnson,Ryan Mulvey,Bruce H Bailey,Sharif Ali,James Johnson,Tyrone T Martin,Verna Ragan Tennant,Kyle J Sampson,Keith Jackson,Wayne E Dorsey,All
Giovanni Campbell,18,537,523,532,552,485,171,261,168,125,63,41,120,36,59,30,85,23,30,8,17,5,1,0,552,481,437,41,24,23,41,15,25,23,41,25,26,13,10,14,10,11,11,11,15,12,5,7,7,All
Timika Lane,,8,595,462,479,416,250,200,172,125,180,143,65,38,56,19,37,30,14,12,9,8,2,0,443,415,424,86,83,76,41,66,37,50,48,17,24,39,15,17,17,10,13,10,19,15,4,4,1,All
Joe Fernandes,,,1,450,443,474,245,150,179,91,145,107,43,34,43,34,55,19,19,11,8,9,1,0,400,399,410,103,69,55,30,52,24,44,35,18,35,31,21,13,11,9,11,9,13,10,3,8,2,All
Daniel D Mccaffery,,,,7,493,415,136,149,113,147,71,30,96,37,36,68,22,18,39,23,17,18,1,0,409,422,409,58,27,24,45,25,30,19,45,24,23,20,14,10,17,17,7,12,10,13,6,8,6,All
Kenneth J Powell Jr,,,,,15,434,116,191,112,91,49,32,96,26,33,38,23,20,20,13,11,6,0,0,468,456,401,42,22,29,19,14,19,19,19,14,18,15,4,8,8,12,7,10,9,8,5,9,5,All
James C Crumlish,,,,,,8,143,165,85,54,35,5,15,31,47,30,65,10,16,10,10,10,0,0,357,380,388,28,10,12,23,2,15,3,27,23,16,8,5,10,9,7,10,14,5,6,6,7,4,All
Anne Marie Coyle,,,,,,,11,175,220,137,212,143,23,80,70,47,79,38,27,16,13,11,1,0,95,65,76,129,111,101,64,66,50,33,31,37,34,44,24,23,17,16,9,13,8,13,10,8,8,All
Stephanie M Sawyer,,,,,,,,6,130,90,81,37,79,68,91,22,45,43,22,16,19,20,1,0,198,141,125,34,25,45,50,4,48,22,28,43,22,12,6,27,17,11,18,17,12,9,7,8,6,All
