col_1,col_2,division
,Controller - Republican,All
,Terrence J Tracy Jr,All
Terrence J Tracy Jr,46,All
Total,46,All
,Controller - Republican,1
,Terrence J Tracy Jr,1
Terrence J Tracy Jr,4,1
Total,4,1
,Controller - Republican,2
,Terrence J Tracy Jr,2
Terrence J Tracy Jr,3,2
Total,3,2
,Controller - Republican,3
,Terrence J Tracy Jr,3
Terrence J Tracy Jr,1,3
Total,1,3
,Controller - Republican,4
,Terrence J Tracy Jr,4
Terrence J Tracy Jr,1,4
Total,1,4
,Controller - Republican,5
,Terrence J Tracy Jr,5
Terrence J Tracy Jr,2,5
Total,2,5
,Controller - Republican,6
,Terrence J Tracy Jr,6
Terrence J Tracy Jr,4,6
Total,4,6
,Controller - Republican,7
,Terrence J Tracy Jr,7
Terrence J Tracy Jr,10,7
Total,10,7
,Controller - Republican,8
,Terrence J Tracy Jr,8
Terrence J Tracy Jr,1,8
Total,1,8
,Controller - Republican,10
,Terrence J Tracy Jr,10
Terrence J Tracy Jr,3,10
Total,3,10
,Controller - Republican,11
,Terrence J Tracy Jr,11
Terrence J Tracy Jr,6,11
Total,6,11
,Controller - Republican,14
,Terrence J Tracy Jr,14
Terrence J Tracy Jr,3,14
Total,3,14
,Controller - Republican,15
,Terrence J Tracy Jr,15
Terrence J Tracy Jr,1,15
Total,1,15
,Controller - Republican,23
,Terrence J Tracy Jr,23
Terrence J Tracy Jr,1,23
Total,1,23
,Controller - Republican,24
,Terrence J Tracy Jr,24
Terrence J Tracy Jr,1,24
Total,1,24
,Controller - Republican,26
,Terrence J Tracy Jr,26
Terrence J Tracy Jr,5,26
Total,5,26
