col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,division
Sierra Thomas Street,,,,,,,,,,,,,,,,,,,0,3,1,3,4,0,0,2,1,0,1,0,0,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,0,1,1,3,2,0,0,0,1,1,0,1,0,0,0,0,1
Kenneth J Powell Jr,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,1,1,1,0,0,0,0,0,0,1
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,0,0,0,0,0,1
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
John J O Connor Jr,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,22,20,14,9,4,4,3,3,2,0,0,21,21,17,12,12,11,11,9,8,6,6,6,3,3,3,2,2,2,2,1,0,0,0,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,2
,Anne Marie Coyle,Daniel D Mccaffery,Timika Lane,Giovanni Campbell,James C Crumlish,Joe Fernandes,Vince Giusini,Dawn M Tancredi,Tracy B Roman,Sierra Thomas Street,Jon Marshall,Conor Corcoran,Deborah D Cianfrani,Stephanie M Sawyer,Frank Bennett,Kenneth J Powell Jr,Sean P Stevens,Daine A Grey Jr,Derrick W Coker,John J O Connor Jr,Leon A King Ii,Rania Major,Fran Shields,Katie Scrivner,Fran Shields,Martin Coleman,Tracy B Roman,Henry Lewandowski,Frank Bennett,Conor Corcoran,Robert M Kline,Shoshana Bricklin,Joe Fernandes,Daine A Grey Jr,Derrick W Coker,2
Anne Marie Coyle,0,5,4,4,2,5,6,3,7,5,2,2,2,1,2,2,2,1,0,1,1,0,0,0,5,6,8,4,4,2,1,2,1,1,0,2
Daniel D Mccaffery,,0,4,5,4,4,2,6,3,1,0,1,2,1,1,1,1,0,0,1,0,1,0,0,7,4,5,4,3,1,1,2,1,0,0,2
Timika Lane,,,0,4,6,6,5,5,3,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,6,9,6,7,1,0,0,1,0,0,0,2
Giovanni Campbell,,,,0,4,2,4,5,1,1,1,1,1,0,2,0,1,1,0,0,0,0,0,0,6,5,3,6,1,1,1,1,2,0,0,2
James C Crumlish,,,,,0,5,3,4,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,7,6,2,5,3,1,1,0,0,0,0,2
Joe Fernandes,,,,,,0,5,2,5,3,2,1,0,1,0,1,1,0,0,1,0,0,0,0,4,6,6,4,4,1,1,0,0,0,0,2
Vince Giusini,,,,,,,0,2,4,4,3,2,1,1,1,0,1,0,0,0,0,0,0,0,3,5,6,5,3,1,2,0,1,0,0,2
Dawn M Tancredi,,,,,,,,0,2,2,1,0,1,2,0,0,0,0,0,0,0,1,0,0,5,5,2,5,0,0,2,1,0,1,0,2
Tracy B Roman,,,,,,,,,0,6,1,0,1,1,0,2,1,0,0,1,1,0,0,0,1,4,7,3,2,1,2,0,0,1,0,2
Sierra Thomas Street,,,,,,,,,,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,4,5,3,0,0,2,0,0,1,0,2
Jon Marshall,,,,,,,,,,,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1,1,3,1,2,0,0,1,0,2
Conor Corcoran,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,3,1,0,1,0,0,0,2
Deborah D Cianfrani,,,,,,,,,,,,,0,1,1,1,0,0,0,0,1,1,0,0,2,0,3,0,0,0,0,1,1,0,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,2,1,0,1,0,2
Frank Bennett,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,2
Kenneth J Powell Jr,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2
Sean P Stevens,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,2
Daine A Grey Jr,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2
Derrick W Coker,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
John J O Connor Jr,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,5,2,0,1,2,1,0,0,2
Martin Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,8,2,0,1,1,1,1,0,2
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,1,1,2,1,0,0,2
Henry Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,2
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,0,0,2
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Robert M Kline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,2
Shoshana Bricklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Joe Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,14,11,11,9,9,9,9,8,8,6,4,3,3,3,2,2,2,1,1,1,1,1,0,0,13,13,13,10,6,3,3,3,2,1,0,2
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,3
,Fran Shields,Henry Lewandowski,Martin Coleman,Tracy B Roman,Joe Fernandes,Shoshana Bricklin,Daine A Grey Jr,Frank Bennett,Conor Corcoran,Derrick W Coker,Robert M Kline,Anne Marie Coyle,Joe Fernandes,Dawn M Tancredi,Daniel D Mccaffery,Timika Lane,James C Crumlish,Tracy B Roman,Giovanni Campbell,Vince Giusini,Deborah D Cianfrani,Derrick W Coker,Frank Bennett,John J O Connor Jr,Sean P Stevens,Stephanie M Sawyer,Daine A Grey Jr,Kenneth J Powell Jr,Leon A King Ii,Sierra Thomas Street,Rania Major,Conor Corcoran,Fran Shields,Jon Marshall,Katie Scrivner,3
Fran Shields,4,8,5,2,2,1,0,2,2,0,0,7,7,10,8,2,6,3,3,1,3,1,2,3,3,0,2,0,1,0,1,0,0,0,0,3
Henry Lewandowski,,0,6,6,2,1,1,1,1,0,0,12,11,7,7,6,3,7,4,5,3,2,2,3,3,2,2,1,0,3,1,0,0,0,0,3
Martin Coleman,,,1,6,1,0,0,0,0,0,0,5,8,5,4,6,5,5,1,3,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,3
Tracy B Roman,,,,0,0,2,2,0,0,0,0,7,5,2,1,7,2,5,2,5,1,1,1,0,0,3,1,0,3,3,1,0,0,0,0,3
Joe Fernandes,,,,,0,0,1,1,0,0,0,1,3,3,2,0,3,0,0,0,1,3,2,0,2,1,1,1,0,0,0,1,0,0,0,3
Shoshana Bricklin,,,,,,0,2,0,0,0,0,0,0,1,1,3,0,0,3,2,0,1,0,1,0,2,1,0,2,0,1,0,0,0,0,3
Daine A Grey Jr,,,,,,,0,0,0,0,0,0,1,0,1,2,0,0,2,2,0,2,1,0,1,3,0,0,2,0,1,0,0,0,0,3
Frank Bennett,,,,,,,,0,1,0,0,2,1,0,1,0,2,1,1,0,2,1,2,1,1,0,1,0,0,0,1,1,0,0,0,3
Conor Corcoran,,,,,,,,,0,0,0,2,1,0,0,0,0,2,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3
Derrick W Coker,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Robert M Kline,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Anne Marie Coyle,,,,,,,,,,,,1,7,4,2,4,3,8,1,5,3,1,1,3,3,1,1,2,0,3,1,0,0,0,0,3
Joe Fernandes,,,,,,,,,,,,,1,7,5,5,4,6,3,3,1,2,1,1,3,1,1,0,0,3,0,0,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,0,7,2,5,2,4,1,1,1,1,2,1,0,2,3,1,0,0,0,0,0,0,3
Daniel D Mccaffery,,,,,,,,,,,,,,,0,2,4,0,4,0,1,1,3,1,1,1,1,0,1,0,1,0,0,0,0,3
Timika Lane,,,,,,,,,,,,,,,,0,2,3,3,5,0,1,1,0,0,3,0,0,3,3,1,0,0,0,0,3
James C Crumlish,,,,,,,,,,,,,,,,,1,0,0,0,2,2,3,0,1,1,1,0,1,0,1,1,0,0,0,3
Tracy B Roman,,,,,,,,,,,,,,,,,,0,1,5,2,0,0,3,2,0,1,1,0,3,0,0,0,0,0,3
Giovanni Campbell,,,,,,,,,,,,,,,,,,,0,2,0,1,0,2,1,2,1,0,2,0,1,0,0,0,0,3
Vince Giusini,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,1,2,0,1,2,3,1,0,0,0,0,3
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0,2,0,0,0,1,1,0,0,0,3
Derrick W Coker,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,1,0,1,0,0,1,0,0,0,3
Frank Bennett,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,1,0,1,1,0,0,0,3
John J O Connor Jr,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,1,0,0,0,0,0,0,0,3
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,3
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,1,0,0,0,0,3
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,3
Kenneth J Powell Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,3
Sierra Thomas Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,20,19,12,10,6,4,3,3,2,0,0,16,16,15,12,10,9,9,7,7,5,4,4,4,4,4,3,3,3,3,2,1,0,0,0,3
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,4
,Fran Shields,Henry Lewandowski,Frank Bennett,Joe Fernandes,Martin Coleman,Tracy B Roman,Daine A Grey Jr,Robert M Kline,Conor Corcoran,Derrick W Coker,Shoshana Bricklin,Anne Marie Coyle,Daniel D Mccaffery,Dawn M Tancredi,Joe Fernandes,Vince Giusini,Tracy B Roman,Deborah D Cianfrani,Derrick W Coker,Frank Bennett,John J O Connor Jr,Kenneth J Powell Jr,Sierra Thomas Street,Stephanie M Sawyer,Timika Lane,Conor Corcoran,Giovanni Campbell,James C Crumlish,Leon A King Ii,Rania Major,Sean P Stevens,Daine A Grey Jr,Fran Shields,Jon Marshall,Katie Scrivner,4
Fran Shields,2,3,0,3,1,0,0,0,0,0,0,3,5,1,2,0,0,2,1,1,1,0,0,2,1,1,0,1,1,1,1,0,0,0,0,4
Henry Lewandowski,,0,1,1,2,1,0,1,0,0,0,4,3,2,2,2,2,1,0,0,1,0,1,1,2,0,0,1,0,0,1,0,0,0,0,4
Frank Bennett,,,0,1,1,1,1,1,0,0,0,2,1,2,1,3,2,0,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,4
Joe Fernandes,,,,0,0,0,1,0,0,0,0,1,2,1,1,0,0,2,2,2,2,1,0,1,0,1,1,0,1,1,1,0,0,0,0,4
Martin Coleman,,,,,0,2,0,0,0,0,0,3,1,2,1,2,2,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,4
Tracy B Roman,,,,,,0,0,0,0,0,0,2,0,1,1,2,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4
Daine A Grey Jr,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
Robert M Kline,,,,,,,,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Conor Corcoran,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Derrick W Coker,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Shoshana Bricklin,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Anne Marie Coyle,,,,,,,,,,,,0,3,2,3,3,3,1,0,0,1,1,2,2,2,0,0,1,0,0,1,0,0,0,0,4
Daniel D Mccaffery,,,,,,,,,,,,,0,1,2,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,4
Dawn M Tancredi,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,4
Joe Fernandes,,,,,,,,,,,,,,,0,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4
Vince Giusini,,,,,,,,,,,,,,,,0,3,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4
Tracy B Roman,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,4
Derrick W Coker,,,,,,,,,,,,,,,,,,,0,2,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,4
Frank Bennett,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,4
John J O Connor Jr,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,4
Kenneth J Powell Jr,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
Sierra Thomas Street,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,4
Timika Lane,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,4
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,4
Giovanni Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,4
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,8,6,5,4,3,2,1,1,0,0,0,6,6,4,4,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,4
