col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,All
,Anne Marie Coyle,Daniel D Mccaffery,Joe Fernandes,Timika Lane,Dawn M Tancredi,James C Crumlish,John J O Connor Jr,Vince Giusini,Tracy B Roman,Giovanni Campbell,Sierra Thomas Street,Stephanie M Sawyer,Kenneth J Powell Jr,Deborah D Cianfrani,Conor Corcoran,Frank Bennett,Daine A Grey Jr,Leon A King Ii,Sean P Stevens,Derrick W Coker,Jon Marshall,Rania Major,Fran Shields,Katie Scrivner,Henry Lewandowski,Fran Shields,Martin Coleman,Tracy B Roman,Robert M Kline,Frank Bennett,Joe Fernandes,Shoshana Bricklin,Conor Corcoran,Daine A Grey Jr,Derrick W Coker,All
Anne Marie Coyle,14,266,240,214,175,161,123,138,138,59,97,50,58,46,41,32,23,11,26,20,11,12,1,0,348,220,239,151,64,51,50,29,33,36,0,All
Daniel D Mccaffery,,6,166,141,188,162,149,79,44,86,22,41,55,37,46,31,20,35,23,9,9,5,1,1,284,253,160,46,71,48,43,37,27,23,0,All
Joe Fernandes,,,0,208,124,119,53,89,88,35,83,17,25,14,17,11,9,21,6,13,4,2,0,1,238,156,205,80,29,22,37,13,9,14,0,All
Timika Lane,,,,0,130,99,29,76,88,40,87,13,25,7,5,4,7,21,6,4,2,5,0,1,218,130,194,82,25,12,22,13,5,14,0,All
Dawn M Tancredi,,,,,1,94,64,38,36,56,15,27,35,33,19,8,13,20,9,4,5,7,0,1,193,158,124,40,32,29,26,26,11,14,0,All
James C Crumlish,,,,,,4,48,24,20,24,11,30,16,26,23,18,15,7,18,11,7,2,0,0,188,150,98,21,32,12,29,13,16,21,0,All
John J O Connor Jr,,,,,,,4,45,34,42,14,22,42,28,38,20,13,8,20,6,9,7,0,0,127,107,40,27,50,42,28,22,26,10,0,All
Vince Giusini,,,,,,,,1,90,40,75,24,26,21,17,7,7,15,8,6,4,2,0,0,135,50,94,80,40,23,18,19,6,10,0,All
Tracy B Roman,,,,,,,,,2,15,81,22,13,17,5,7,15,1,6,2,3,10,0,0,112,28,83,121,26,17,8,22,8,15,0,All
Giovanni Campbell,,,,,,,,,,1,15,23,21,20,18,14,12,32,8,11,3,11,0,0,77,68,51,18,40,23,18,29,8,10,0,All
Sierra Thomas Street,,,,,,,,,,,1,7,11,9,4,3,5,11,4,7,2,7,0,0,88,22,81,85,19,9,9,15,5,7,0,All
Stephanie M Sawyer,,,,,,,,,,,,2,16,28,17,11,22,15,14,7,7,4,0,0,42,42,22,24,25,12,19,20,15,23,0,All
Kenneth J Powell Jr,,,,,,,,,,,,,0,12,6,6,4,7,9,3,2,5,0,0,51,43,29,10,28,18,17,12,8,10,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,0,15,12,14,4,9,5,2,6,0,0,46,36,17,25,23,15,16,12,12,12,0,All
Conor Corcoran,,,,,,,,,,,,,,,0,12,8,9,13,3,5,2,0,0,46,36,11,7,16,14,16,11,23,4,0,All
Frank Bennett,,,,,,,,,,,,,,,,0,9,3,4,2,2,4,1,0,25,21,11,10,15,23,10,7,5,8,0,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,1,4,10,4,4,2,0,0,18,25,12,10,13,8,13,9,9,17,0,All
Leon A King Ii,,,,,,,,,,,,,,,,,,0,2,4,1,3,0,1,37,34,26,6,6,2,11,11,3,3,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,0,1,10,2,0,0,26,21,11,12,14,7,9,6,12,8,0,All
Derrick W Coker,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,8,12,17,3,10,3,11,2,2,6,0,All
