col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Attorney - Democrat,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,R Seth Williams,Donna Derose,Omar Sabir,Marnie Aument Loughrey,Warren Bloom,Tia M Seibert,Lewis Harris Jr,Jose A Figueroa,Donna Marie Laws,Suzanne Harmon Carn,Ashley Michelle Cook,Sharif Ali,Bobbie T Curry,Ryan Mulvey,Tyrone T Martin,Inja Coates,Brigitte A Garvin Johnson,David Mamikonyan,Wayne E Dorsey,Bruce H Bailey,Holly A Harris Seidle,Keith Jackson,Verna Ragan Tennant,James Johnson,Kyle J Sampson,Robert Tuerk,All
R Seth Williams,50,149,163,84,115,101,95,79,81,67,53,40,38,33,35,34,25,23,19,13,14,15,13,8,11,8,All
Donna Derose,,26,118,105,5,4,5,27,32,3,8,4,1,13,3,8,4,3,5,5,5,2,2,4,0,2,All
Omar Sabir,,,9,99,13,15,10,12,32,8,5,21,9,1,9,7,3,2,2,2,1,3,5,2,1,3,All
Marnie Aument Loughrey,,,,3,5,1,1,8,4,7,7,3,0,5,2,2,1,2,2,1,1,1,0,1,0,0,All
Warren Bloom,,,,,5,49,46,6,6,20,5,1,10,7,3,4,6,5,3,3,3,3,1,1,2,0,All
Tia M Seibert,,,,,,0,42,5,9,22,11,6,4,0,1,1,4,5,2,0,3,2,1,0,1,0,All
Lewis Harris Jr,,,,,,,4,4,5,17,5,3,10,2,3,4,2,4,1,2,1,0,0,1,4,0,All
Jose A Figueroa,,,,,,,,14,10,2,4,11,0,6,5,4,2,1,6,2,1,2,2,3,4,4,All
Donna Marie Laws,,,,,,,,,1,7,16,6,3,5,2,6,3,0,2,5,2,1,2,1,1,3,All
Suzanne Harmon Carn,,,,,,,,,,1,12,4,8,2,3,2,2,7,0,1,1,2,0,0,1,0,All
Ashley Michelle Cook,,,,,,,,,,,3,3,5,5,6,3,3,2,0,1,2,0,2,0,1,0,All
Sharif Ali,,,,,,,,,,,,1,1,1,6,3,0,0,1,2,1,4,1,2,2,2,All
Bobbie T Curry,,,,,,,,,,,,,4,5,1,2,0,3,1,3,0,1,0,0,1,0,All
Ryan Mulvey,,,,,,,,,,,,,,2,4,2,4,2,3,3,4,2,1,0,2,0,All
Tyrone T Martin,,,,,,,,,,,,,,,2,8,1,1,4,2,0,3,0,1,1,0,All
Inja Coates,,,,,,,,,,,,,,,,2,3,0,0,3,1,1,1,0,1,1,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,0,2,3,0,4,2,6,0,2,0,All
David Mamikonyan,,,,,,,,,,,,,,,,,,3,1,0,2,1,1,0,0,1,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,1,1,2,0,2,1,0,1,All
Bruce H Bailey,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0,All
Keith Jackson,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,0,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
James Johnson,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,596,248,241,146,128,109,107,106,91,77,61,47,46,46,42,40,30,27,25,22,20,18,17,14,14,10,All
,District Attorney - Democrat,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,R Seth Williams,Donna Derose,Omar Sabir,Marnie Aument Loughrey,Donna Marie Laws,Jose A Figueroa,Tia M Seibert,Lewis Harris Jr,Suzanne Harmon Carn,Brigitte A Garvin Johnson,Ashley Michelle Cook,Bobbie T Curry,Warren Bloom,David Mamikonyan,Inja Coates,James Johnson,Ryan Mulvey,Wayne E Dorsey,Bruce H Bailey,Holly A Harris Seidle,Keith Jackson,Kyle J Sampson,Robert Tuerk,Sharif Ali,Tyrone T Martin,Verna Ragan Tennant,1
R Seth Williams,4,6,6,3,7,3,5,4,3,3,2,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1
Donna Derose,,0,8,8,4,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Omar Sabir,,,0,7,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marnie Aument Loughrey,,,,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Donna Marie Laws,,,,,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Jose A Figueroa,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tia M Seibert,,,,,,,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Suzanne Harmon Carn,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brigitte A Garvin Johnson,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ashley Michelle Cook,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bobbie T Curry,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Warren Bloom,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
David Mamikonyan,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Inja Coates,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
James Johnson,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1
Ryan Mulvey,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Wayne E Dorsey,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Bruce H Bailey,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Keith Jackson,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Sharif Ali,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,24,13,12,11,7,5,5,4,4,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
,District Attorney - Democrat,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,R Seth Williams,Omar Sabir,Donna Derose,Marnie Aument Loughrey,Warren Bloom,Ashley Michelle Cook,Donna Marie Laws,Ryan Mulvey,Suzanne Harmon Carn,Brigitte A Garvin Johnson,Jose A Figueroa,Lewis Harris Jr,Tia M Seibert,Bobbie T Curry,Bruce H Bailey,James Johnson,Keith Jackson,Sharif Ali,Verna Ragan Tennant,David Mamikonyan,Holly A Harris Seidle,Inja Coates,Kyle J Sampson,Robert Tuerk,Tyrone T Martin,Wayne E Dorsey,2
R Seth Williams,2,7,2,4,4,4,3,3,3,3,2,3,3,1,0,0,1,1,1,0,0,0,0,0,0,0,2
Omar Sabir,,0,2,4,2,0,2,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Donna Derose,,,1,4,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Marnie Aument Loughrey,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Warren Bloom,,,,,1,1,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
