col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,Joseph C Waters Jr,Jack Mcvay Jr,Anne Marie Coyle,Joe Fernandes,Daniel D Mccaffery,Timika Lane,John J O Connor Jr,Vince Giusini,Tracy B Roman,Dawn M Tancredi,James C Crumlish,Giovanni Campbell,Kenneth J Powell Jr,Stephanie M Sawyer,Deborah D Cianfrani,Sierra Thomas Street,Leon A King Ii,Conor Corcoran,Frank Bennett,Daine A Grey Jr,Sean P Stevens,Derrick W Coker,Jon Marshall,Rania Major,Katie Scrivner,Fran Shields,All
Joseph C Waters Jr,40,0,485,419,408,232,196,213,212,191,182,165,138,109,102,123,102,76,57,49,55,32,36,28,14,1,All
Jack Mcvay Jr,,14,118,88,79,42,53,61,44,48,47,29,40,32,32,19,6,28,16,25,18,16,10,9,3,1,All
Anne Marie Coyle,,,33,338,299,200,171,197,200,138,156,84,128,76,83,99,44,56,44,43,31,33,18,20,11,1,All
Joe Fernandes,,,,63,258,213,105,171,170,126,138,97,71,56,59,106,77,33,29,32,23,21,17,12,5,2,All
Daniel D Mccaffery,,,,,17,128,209,120,67,176,173,145,121,82,74,24,97,77,51,35,45,22,27,14,5,3,All
Timika Lane,,,,,,4,31,110,134,81,53,62,30,28,17,111,60,7,8,20,8,15,6,11,7,1,All
John J O Connor Jr,,,,,,,9,62,46,76,72,60,82,31,39,18,11,51,36,18,32,6,17,10,6,1,All
Vince Giusini,,,,,,,,4,124,39,37,53,48,33,30,97,28,31,21,14,16,20,7,5,0,1,All
Tracy B Roman,,,,,,,,,5,45,43,24,30,32,40,109,14,11,21,9,13,4,6,14,6,0,All
Dawn M Tancredi,,,,,,,,,,3,67,91,46,50,75,18,43,20,11,30,12,7,4,10,9,0,All
James C Crumlish,,,,,,,,,,,5,52,60,44,44,6,40,26,17,25,23,21,17,11,4,1,All
Giovanni Campbell,,,,,,,,,,,,3,38,48,18,13,58,31,18,32,15,23,9,10,3,0,All
Kenneth J Powell Jr,,,,,,,,,,,,,1,21,21,15,14,19,21,15,11,13,15,13,5,0,All
Stephanie M Sawyer,,,,,,,,,,,,,,0,44,16,26,31,11,38,19,12,19,7,3,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,,0,10,9,26,11,23,21,7,12,9,8,0,All
