col_1,col_2,col_3,col_4,division
,Judge Of The Court Of Common Pleas - Republican,,District Attorney - Republican,2
,Anne Marie Coyle,Kenneth J Powell Jr,Daniel A Alvarez,2
Anne Marie Coyle,0,0,1,2
Kenneth J Powell Jr,,0,0,2
Daniel A Alvarez,,,0,2
Total,1,0,1,2
,Judge Of The Court Of Common Pleas - Republican,,District Attorney - Republican,9
,Anne Marie Coyle,Kenneth J Powell Jr,Daniel A Alvarez,9
Anne Marie Coyle,1,1,2,9
Kenneth J Powell Jr,,0,2,9
Daniel A Alvarez,,,0,9
Total,3,2,3,9
,Judge Of The Court Of Common Pleas - Republican,,District Attorney - Republican,10
,Anne Marie Coyle,Kenneth J Powell Jr,Daniel A Alvarez,10
Anne Marie Coyle,0,2,2,10
Kenneth J Powell Jr,,0,2,10
Daniel A Alvarez,,,0,10
Total,2,2,2,10
,District Attorney - Republican,Judge Of The Court Of Common Pleas - Republican,,11
,Daniel A Alvarez,Kenneth J Powell Jr,Anne Marie Coyle,11
Daniel A Alvarez,0,8,7,11
Kenneth J Powell Jr,,0,5,11
Anne Marie Coyle,,,0,11
Total,10,8,7,11
,Judge Of The Court Of Common Pleas - Republican,,District Attorney - Republican,12
,Anne Marie Coyle,Kenneth J Powell Jr,Daniel A Alvarez,12
Anne Marie Coyle,0,3,3,12
Kenneth J Powell Jr,,0,3,12
Daniel A Alvarez,,,0,12
Total,3,3,3,12
,District Attorney - Republican,Judge Of The Court Of Common Pleas - Republican,,13
,Daniel A Alvarez,Anne Marie Coyle,Kenneth J Powell Jr,13
Daniel A Alvarez,1,6,4,13
Anne Marie Coyle,,0,4,13
Kenneth J Powell Jr,,,0,13
Total,7,6,4,13
,Judge Of The Court Of Common Pleas - Republican,,District Attorney - Republican,14
,Anne Marie Coyle,Kenneth J Powell Jr,Daniel A Alvarez,14
Anne Marie Coyle,0,3,3,14
Kenneth J Powell Jr,,0,3,14
Daniel A Alvarez,,,0,14
Total,3,3,3,14
,District Attorney - Republican,Judge Of The Court Of Common Pleas - Republican,,15
,Daniel A Alvarez,Kenneth J Powell Jr,Anne Marie Coyle,15
Daniel A Alvarez,0,2,1,15
Kenneth J Powell Jr,,0,1,15
Anne Marie Coyle,,,0,15
Total,2,2,1,15
,Judge Of The Court Of Common Pleas - Republican,,District Attorney - Republican,16
,Kenneth J Powell Jr,Anne Marie Coyle,Daniel A Alvarez,16
Kenneth J Powell Jr,1,1,1,16
Anne Marie Coyle,,0,1,16
Daniel A Alvarez,,,0,16
Total,2,1,1,16
,Judge Of The Court Of Common Pleas - Republican,,District Attorney - Republican,17
,Anne Marie Coyle,Kenneth J Powell Jr,Daniel A Alvarez,17
Anne Marie Coyle,0,0,1,17
Kenneth J Powell Jr,,0,0,17
Daniel A Alvarez,,,0,17
Total,1,0,1,17
,District Attorney - Republican,Judge Of The Court Of Common Pleas - Republican,,18
,Daniel A Alvarez,Anne Marie Coyle,Kenneth J Powell Jr,18
Daniel A Alvarez,1,9,8,18
Anne Marie Coyle,,0,6,18
Kenneth J Powell Jr,,,0,18
Total,12,9,8,18
,District Attorney - Republican,Judge Of The Court Of Common Pleas - Republican,,20
,Daniel A Alvarez,Kenneth J Powell Jr,Anne Marie Coyle,20
Daniel A Alvarez,1,4,3,20
Kenneth J Powell Jr,,0,3,20
Anne Marie Coyle,,,0,20
Total,5,4,3,20
,District Attorney - Republican,Judge Of The Court Of Common Pleas - Republican,,All
,Daniel A Alvarez,Anne Marie Coyle,Kenneth J Powell Jr,All
Daniel A Alvarez,3,39,37,All
Anne Marie Coyle,,1,29,All
Kenneth J Powell Jr,,,1,All
Total,50,40,38,All
