col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Sierra Thomas Street,Timika Lane,Tracy B Roman,Vince Giusini,Anne Marie Coyle,Giovanni Campbell,Daniel D Mccaffery,Joe Fernandes,Dawn M Tancredi,Rania Major,Leon A King Ii,Derrick W Coker,Kenneth J Powell Jr,John J O Connor Jr,Stephanie M Sawyer,Frank Bennett,Deborah D Cianfrani,Daine A Grey Jr,Sean P Stevens,James C Crumlish,Jon Marshall,Conor Corcoran,Katie Scrivner,Fran Shields,Omar Sabir,Donna Marie Laws,Warren Bloom,Lewis Harris Jr,Suzanne Harmon Carn,Tia M Seibert,Donna Derose,Inja Coates,Marnie Aument Loughrey,Bobbie T Curry,Ashley Michelle Cook,David Mamikonyan,Tyrone T Martin,Jose A Figueroa,Sharif Ali,Bruce H Bailey,Brigitte A Garvin Johnson,Keith Jackson,Kyle J Sampson,Verna Ragan Tennant,Wayne E Dorsey,James Johnson,Holly A Harris Seidle,Robert Tuerk,Ryan Mulvey,All
Sierra Thomas Street,8,157,148,121,96,85,75,73,39,35,47,25,30,22,22,16,13,12,5,6,7,4,2,1,115,72,77,71,52,51,30,15,19,17,17,12,13,8,17,8,8,7,6,7,8,6,6,1,3,All
Timika Lane,,3,130,101,89,71,64,86,35,21,39,26,25,14,23,7,12,10,3,4,5,1,1,1,92,79,64,60,28,49,28,11,26,13,11,11,11,7,11,3,6,8,6,6,7,3,6,2,4,All
Tracy B Roman,,,1,84,81,56,47,75,14,22,38,18,26,11,16,10,11,13,7,2,2,5,0,1,59,67,65,66,39,42,6,9,5,13,11,10,10,6,11,5,5,5,6,3,4,4,4,1,5,All
Vince Giusini,,,,1,83,46,41,69,27,22,7,10,12,10,9,4,6,5,1,1,2,1,1,0,72,37,61,54,31,36,21,12,24,17,5,10,8,6,5,3,1,1,2,1,3,0,1,4,0,All
Anne Marie Coyle,,,,,2,22,15,70,11,14,8,14,17,16,14,8,9,9,3,3,3,1,0,0,46,31,69,58,31,40,5,5,3,14,13,12,3,4,4,4,7,3,1,4,3,1,3,2,3,All
Giovanni Campbell,,,,,,1,75,18,46,21,38,15,26,18,15,13,8,10,4,3,1,1,1,0,52,59,20,15,21,13,27,17,25,5,4,2,10,7,7,5,3,4,4,3,4,4,3,3,3,All
Daniel D Mccaffery,,,,,,,2,13,42,14,28,5,17,24,9,11,4,5,3,1,3,2,1,1,40,50,16,9,12,9,27,11,23,2,4,3,9,3,3,7,3,2,4,4,4,0,1,5,1,All
Joe Fernandes,,,,,,,,0,9,4,6,8,11,8,6,3,2,3,4,2,0,0,0,0,35,17,56,52,21,33,7,3,5,11,9,14,4,4,5,4,0,5,1,0,1,0,2,1,4,All
Dawn M Tancredi,,,,,,,,,0,9,8,7,8,12,10,5,12,4,0,2,1,0,2,0,32,24,8,9,9,4,23,7,23,2,6,0,4,5,1,4,3,2,2,3,1,1,1,1,1,All
Rania Major,,,,,,,,,,0,10,24,10,7,8,5,5,6,2,3,2,2,0,0,24,42,9,5,15,6,5,5,3,2,7,2,3,6,5,2,2,1,2,3,3,0,3,2,1,All
Leon A King Ii,,,,,,,,,,,0,11,15,2,9,9,3,2,3,3,5,3,1,0,15,30,11,5,6,5,5,7,5,1,4,1,4,7,5,3,2,8,3,2,7,3,1,1,1,All
Derrick W Coker,,,,,,,,,,,,2,6,9,8,5,6,4,0,2,0,0,0,0,12,36,8,9,4,4,5,4,2,1,3,0,5,4,2,1,4,5,2,1,4,0,1,1,0,All
Kenneth J Powell Jr,,,,,,,,,,,,,1,11,15,21,9,10,6,2,3,2,0,0,15,19,15,9,13,6,4,10,3,5,6,0,5,8,8,7,2,8,3,2,3,3,2,4,1,All
