col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Martin Coleman,Henry Lewandowski,Tracy B Roman,Fran Shields,Shoshana Bricklin,Daine A Grey Jr,Robert M Kline,Joe Fernandes,Frank Bennett,Conor Corcoran,Derrick W Coker,Omar Sabir,Marnie Aument Loughrey,Donna Marie Laws,Donna Derose,Tia M Seibert,Warren Bloom,Lewis Harris Jr,Suzanne Harmon Carn,Inja Coates,Sharif Ali,Ashley Michelle Cook,Tyrone T Martin,Bobbie T Curry,Brigitte A Garvin Johnson,Jose A Figueroa,Bruce H Bailey,Robert Tuerk,Holly A Harris Seidle,Wayne E Dorsey,David Mamikonyan,Keith Jackson,Kyle J Sampson,James Johnson,Verna Ragan Tennant,Ryan Mulvey,All
Martin Coleman,11,326,148,236,44,48,51,45,35,14,0,295,201,88,141,102,88,116,61,39,44,32,21,36,19,22,15,19,12,14,20,14,12,9,9,3,All
Henry Lewandowski,,6,115,218,44,9,21,20,8,5,0,279,197,61,154,76,78,72,37,20,21,12,6,19,12,9,9,8,9,2,13,5,9,3,4,4,All
Tracy B Roman,,,5,36,83,59,38,41,40,10,0,125,20,97,18,104,91,92,60,28,36,43,28,30,26,20,20,12,12,15,18,11,12,8,6,4,All
Fran Shields,,,,2,50,36,37,17,17,9,0,216,200,61,157,32,20,20,19,28,25,16,7,11,16,12,5,9,13,7,5,10,6,9,11,1,All
Shoshana Bricklin,,,,,7,47,20,26,22,5,0,72,13,77,35,25,15,16,24,71,24,23,27,11,16,14,16,15,13,6,2,7,5,5,4,2,All
Daine A Grey Jr,,,,,,6,27,31,17,16,0,32,5,48,16,25,15,12,16,28,31,21,33,7,22,18,5,5,12,11,5,17,11,6,4,2,All
Robert M Kline,,,,,,,2,18,24,8,0,29,10,44,13,16,20,19,21,18,15,12,12,12,8,13,11,10,8,8,7,10,6,2,0,7,All
Joe Fernandes,,,,,,,,1,21,10,0,41,13,39,10,14,10,15,8,11,37,21,11,9,14,17,6,4,7,10,4,7,5,9,3,2,All
Frank Bennett,,,,,,,,,1,6,0,29,7,39,4,14,20,13,11,15,17,18,15,9,5,3,18,6,4,7,3,8,4,4,6,5,All
