col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Superior Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,All
,Joseph C Waters Jr,Jack Mcvay Jr,Timika Lane,Giovanni Campbell,Sierra Thomas Street,Anne Marie Coyle,Joe Fernandes,Stephanie M Sawyer,Kenneth J Powell Jr,Tracy B Roman,Daniel D Mccaffery,Leon A King Ii,Vince Giusini,Dawn M Tancredi,James C Crumlish,Derrick W Coker,Daine A Grey Jr,Rania Major,John J O Connor Jr,Deborah D Cianfrani,Frank Bennett,Conor Corcoran,Sean P Stevens,Jon Marshall,Katie Scrivner,Fran Shields,All
Joseph C Waters Jr,52,0,976,626,644,555,556,492,519,544,423,417,401,382,222,186,152,147,93,98,101,70,67,35,4,0,All
Jack Mcvay Jr,,10,104,161,43,135,87,96,62,44,63,27,76,33,74,63,49,16,16,12,9,8,10,5,0,0,All
Timika Lane,,,14,450,476,483,525,338,362,396,324,296,326,319,176,150,119,103,43,57,45,14,25,15,3,0,All
Giovanni Campbell,,,,76,213,250,228,363,274,137,270,299,199,180,121,162,121,51,63,41,42,51,28,12,3,0,All
Sierra Thomas Street,,,,,14,333,272,207,173,369,90,176,249,120,41,74,62,74,45,34,41,25,27,13,2,0,All
Anne Marie Coyle,,,,,,4,336,188,159,328,133,65,303,112,94,93,75,50,40,48,38,17,14,8,0,0,All
Joe Fernandes,,,,,,,1,107,228,268,243,106,262,205,159,73,39,24,30,18,20,12,13,6,1,0,All
Stephanie M Sawyer,,,,,,,,6,202,144,168,241,141,141,90,135,116,84,36,61,36,38,31,16,1,0,All
Kenneth J Powell Jr,,,,,,,,,6,141,264,156,90,193,166,76,75,65,57,29,61,22,36,17,3,0,All
Tracy B Roman,,,,,,,,,,5,73,102,246,101,32,48,59,61,34,43,37,19,22,14,1,0,All
Daniel D Mccaffery,,,,,,,,,,,4,134,114,227,150,52,47,29,68,28,23,38,15,9,4,0,All
Leon A King Ii,,,,,,,,,,,,5,101,103,36,94,51,53,23,17,39,38,28,12,3,0,All
