col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Controller - Democrat,,,All
,Timika Lane,Sierra Thomas Street,Joe Fernandes,Tracy B Roman,Anne Marie Coyle,Giovanni Campbell,Vince Giusini,Daniel D Mccaffery,Dawn M Tancredi,Leon A King Ii,Kenneth J Powell Jr,Stephanie M Sawyer,John J O Connor Jr,Daine A Grey Jr,Frank Bennett,Derrick W Coker,James C Crumlish,Deborah D Cianfrani,Conor Corcoran,Sean P Stevens,Rania Major,Jon Marshall,Katie Scrivner,Fran Shields,Alan Butkovitz,Brett Mandel,Mark Zecca,All
Timika Lane,13,171,173,118,123,106,120,87,93,79,28,32,8,10,7,18,10,11,6,10,9,4,1,0,170,66,27,All
Sierra Thomas Street,,16,124,132,125,66,128,49,53,38,43,49,24,23,14,16,11,14,13,8,12,6,1,0,143,77,27,All
Joe Fernandes,,,5,101,95,70,99,62,59,54,15,12,4,6,7,7,10,3,1,2,4,2,0,0,131,38,19,All
Tracy B Roman,,,,5,108,22,91,16,20,13,22,20,7,7,9,6,10,13,7,3,5,6,0,0,91,45,28,All
Anne Marie Coyle,,,,,5,22,93,20,14,9,16,21,7,6,10,9,11,10,5,2,5,5,0,0,85,41,19,All
Giovanni Campbell,,,,,,3,34,104,95,70,27,31,25,4,5,8,6,8,11,7,6,3,1,0,96,26,11,All
Vince Giusini,,,,,,,2,20,25,10,13,10,6,4,5,2,5,3,7,1,4,1,0,0,71,38,15,All
Daniel D Mccaffery,,,,,,,,2,91,52,25,20,25,6,7,6,6,6,6,5,1,5,1,0,93,16,7,All
Dawn M Tancredi,,,,,,,,,0,51,16,22,18,6,2,5,5,7,2,1,3,2,0,0,86,12,8,All
Leon A King Ii,,,,,,,,,,0,19,24,1,7,6,11,3,3,7,8,6,2,0,0,73,20,5,All
Kenneth J Powell Jr,,,,,,,,,,,1,24,14,12,17,14,8,6,9,9,7,6,0,0,39,31,4,All
Stephanie M Sawyer,,,,,,,,,,,,3,12,14,7,12,7,8,7,8,10,10,0,0,47,16,8,All
John J O Connor Jr,,,,,,,,,,,,,0,1,3,3,0,3,5,2,2,1,1,0,21,10,1,All
Daine A Grey Jr,,,,,,,,,,,,,,2,8,5,6,5,2,6,1,5,0,0,19,9,3,All
Frank Bennett,,,,,,,,,,,,,,,1,3,3,3,8,3,3,2,0,0,9,19,2,All
Derrick W Coker,,,,,,,,,,,,,,,,1,4,3,3,5,4,3,0,0,12,13,5,All
James C Crumlish,,,,,,,,,,,,,,,,,0,7,3,5,3,6,0,0,13,10,4,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,0,6,4,1,0,0,0,16,6,2,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,0,4,1,3,0,0,10,9,1,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,,0,2,4,0,0,7,9,3,All
Rania Major,,,,,,,,,,,,,,,,,,,,,1,1,0,0,8,8,1,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,1,0,0,4,7,3,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Alan Butkovitz,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0,All
Brett Mandel,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,All
Mark Zecca,,,,,,,,,,,,,,,,,,,,,,,,,,,3,All
Total,327,316,221,189,178,164,163,144,133,113,90,86,40,37,37,36,32,27,25,22,21,19,1,0,317,150,51,All
,Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,Alan Butkovitz,Brett Mandel,Mark Zecca,Timika Lane,Tracy B Roman,Sierra Thomas Street,Anne Marie Coyle,Joe Fernandes,Vince Giusini,Derrick W Coker,James C Crumlish,Rania Major,Daniel D Mccaffery,Giovanni Campbell,Kenneth J Powell Jr,Stephanie M Sawyer,Dawn M Tancredi,Deborah D Cianfrani,Frank Bennett,Leon A King Ii,Conor Corcoran,Daine A Grey Jr,Fran Shields,John J O Connor Jr,Jon Marshall,Katie Scrivner,Sean P Stevens,1
Alan Butkovitz,0,0,0,5,7,4,4,4,3,2,2,3,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,1
Brett Mandel,,0,0,2,2,2,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mark Zecca,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Timika Lane,,,,0,4,4,4,4,5,2,0,2,2,3,1,3,1,0,0,1,0,0,0,0,0,0,0,1
Tracy B Roman,,,,,0,5,6,6,5,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Sierra Thomas Street,,,,,,0,6,4,4,0,2,3,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1
Anne Marie Coyle,,,,,,,0,5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Joe Fernandes,,,,,,,,0,5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Vince Giusini,,,,,,,,,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Derrick W Coker,,,,,,,,,,1,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1
James C Crumlish,,,,,,,,,,,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1
Daniel D Mccaffery,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Giovanni Campbell,,,,,,,,,,,,,,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1
Kenneth J Powell Jr,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Deborah D Cianfrani,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Frank Bennett,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
John J O Connor Jr,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Sean P Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,11,4,0,9,9,8,7,7,6,4,4,4,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Controller - Democrat,,,2
,Sierra Thomas Street,Timika Lane,Giovanni Campbell,Joe Fernandes,Kenneth J Powell Jr,Tracy B Roman,Daniel D Mccaffery,Vince Giusini,Anne Marie Coyle,Leon A King Ii,Dawn M Tancredi,John J O Connor Jr,Stephanie M Sawyer,Conor Corcoran,Sean P Stevens,Daine A Grey Jr,Deborah D Cianfrani,Derrick W Coker,Frank Bennett,Jon Marshall,Rania Major,James C Crumlish,Fran Shields,Katie Scrivner,Alan Butkovitz,Brett Mandel,Mark Zecca,2
Sierra Thomas Street,1,8,8,7,4,7,4,7,5,1,3,5,2,2,0,2,1,1,2,1,1,0,0,0,7,5,0,2
Timika Lane,,0,9,9,3,3,5,6,4,5,5,2,1,1,3,0,1,2,0,0,1,0,0,0,10,4,0,2
Giovanni Campbell,,,0,6,5,1,7,4,1,4,5,4,2,1,1,1,0,2,0,2,1,0,0,0,8,4,0,2
Joe Fernandes,,,,0,1,4,3,4,4,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,6,3,0,2
Kenneth J Powell Jr,,,,,1,1,2,1,0,2,0,2,1,2,2,1,1,3,0,2,0,0,0,0,3,5,0,2
Tracy B Roman,,,,,,0,2,4,5,1,0,2,1,2,0,0,1,0,3,0,1,0,0,0,3,3,0,2
Daniel D Mccaffery,,,,,,,0,2,0,3,4,3,1,1,0,0,0,1,1,1,0,0,0,0,5,2,0,2
