col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
Donna Derose,,,,,,,,,,,,,,,,,,,,,,,,,,56,"8,098",240,"1,660",143,232,"1,413",337,125,334,251,184,421,799,713,261,136,149,350,146,107,143,209,94,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,,,,44,282,681,144,201,345,493,110,238,205,200,375,142,303,188,123,127,229,130,71,138,71,44,All
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,606,"4,036","3,863",322,"1,183",828,272,170,236,177,153,210,170,473,380,185,164,136,216,111,108,All
Donna Marie Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,502,673,"1,025","1,031",384,992,709,495,376,319,325,541,153,483,341,283,268,222,184,229,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,"3,383",248,"1,191",780,294,216,291,123,54,176,165,419,265,111,184,163,75,129,113,All
Tia M Seibert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,302,"1,195",818,425,236,181,137,75,112,240,351,141,152,102,97,119,62,102,All
Inja Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,295,146,290,255,559,217,"1,446",106,218,80,372,170,170,90,108,70,85,All
Suzanne Harmon Carn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,685,660,182,161,163,94,156,300,533,172,197,113,106,121,68,116,All
Bobbie T Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,184,112,114,90,60,163,103,524,136,54,89,66,44,62,67,All
Ashley Michelle Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,303,233,175,103,245,377,75,217,238,172,184,146,138,115,All
Sharif Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,269,314,47,58,184,55,77,129,152,231,97,288,107,All
Tyrone T Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,122,57,96,155,56,180,94,158,165,90,110,85,All
Jose A Figueroa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,103,156,138,100,108,182,108,198,99,111,72,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,80,64,61,56,120,63,47,51,60,42,All
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,101,183,262,89,130,67,69,52,109,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,61,125,186,133,122,177,115,73,All
David Mamikonyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,90,64,43,36,42,24,63,All
Bruce H Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,58,109,90,154,64,91,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,61,116,96,69,41,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,101,117,95,92,All
Keith Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,51,194,61,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,38,49,All
James Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,56,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,All
Total,"33,869","26,635","25,799","25,609","21,717","18,871","18,311","17,085","16,141","14,110","12,932","11,935","11,922","7,492","4,948","4,597","4,243","3,972","3,215","3,119","2,608","1,924",201,56,"23,009","14,289","12,731","9,420","8,762","8,580","8,133","7,044","6,955","3,930","3,857","3,439","3,215","3,030","2,971","2,711","2,580","2,557","2,391","2,155","1,888","1,678","1,670","1,489","1,179",All
