col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,1
,Joseph C Waters Jr,Jack Mcvay Jr,Henry Lewandowski,Fran Shields,Martin Coleman,Shoshana Bricklin,Robert M Kline,Tracy B Roman,Daine A Grey Jr,Conor Corcoran,Joe Fernandes,Frank Bennett,Derrick W Coker,1
Joseph C Waters Jr,2,0,19,13,11,8,8,3,3,2,2,1,0,1
Jack Mcvay Jr,,1,3,3,1,1,1,1,0,0,0,0,0,1
Henry Lewandowski,,,5,9,3,4,3,4,1,1,0,0,0,1
Fran Shields,,,,0,6,7,5,2,0,2,0,0,0,1
Martin Coleman,,,,,1,3,6,1,1,0,0,1,0,1
Shoshana Bricklin,,,,,,0,0,2,0,1,0,0,0,1
Robert M Kline,,,,,,,0,0,2,0,0,1,0,1
Tracy B Roman,,,,,,,,0,0,0,0,0,0,1
Daine A Grey Jr,,,,,,,,,0,0,1,0,0,1
Conor Corcoran,,,,,,,,,,0,0,0,0,1
Joe Fernandes,,,,,,,,,,,0,0,0,1
Frank Bennett,,,,,,,,,,,,0,0,1
Derrick W Coker,,,,,,,,,,,,,0,1
Total,33,6,29,17,13,10,9,5,3,2,2,1,0,1
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,2
,Joseph C Waters Jr,Jack Mcvay Jr,Henry Lewandowski,Martin Coleman,Shoshana Bricklin,Fran Shields,Robert M Kline,Joe Fernandes,Tracy B Roman,Conor Corcoran,Frank Bennett,Daine A Grey Jr,Derrick W Coker,2
Joseph C Waters Jr,3,0,14,14,6,9,4,5,4,1,0,0,0,2
Jack Mcvay Jr,,1,3,2,2,1,2,1,0,2,0,0,0,2
Henry Lewandowski,,,9,8,4,5,2,0,2,2,0,0,0,2
Martin Coleman,,,,0,2,7,2,4,3,1,0,0,0,2
Shoshana Bricklin,,,,,2,2,4,0,0,0,1,0,0,2
Fran Shields,,,,,,0,1,4,0,0,0,0,0,2
Robert M Kline,,,,,,,0,1,0,1,2,0,0,2
Joe Fernandes,,,,,,,,0,0,0,0,0,0,2
Tracy B Roman,,,,,,,,,0,1,0,0,0,2
Conor Corcoran,,,,,,,,,,0,0,0,0,2
Frank Bennett,,,,,,,,,,,0,0,0,2
Daine A Grey Jr,,,,,,,,,,,,0,0,2
Derrick W Coker,,,,,,,,,,,,,0,2
Total,28,7,26,16,11,10,8,6,4,3,2,0,0,2
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,3
,Joseph C Waters Jr,Jack Mcvay Jr,Henry Lewandowski,Martin Coleman,Fran Shields,Shoshana Bricklin,Robert M Kline,Joe Fernandes,Conor Corcoran,Tracy B Roman,Daine A Grey Jr,Frank Bennett,Derrick W Coker,3
Joseph C Waters Jr,3,0,52,49,39,7,3,3,1,5,1,1,0,3
Jack Mcvay Jr,,0,1,5,5,2,4,3,3,0,2,0,0,3
Henry Lewandowski,,,5,46,37,4,0,0,0,2,1,0,0,3
Martin Coleman,,,,1,40,5,2,2,0,3,0,0,0,3
Fran Shields,,,,,0,1,3,3,0,1,2,0,0,3
Shoshana Bricklin,,,,,,0,1,1,1,2,1,1,0,3
Robert M Kline,,,,,,,0,1,0,1,1,2,0,3
Joe Fernandes,,,,,,,,0,1,0,1,1,0,3
Conor Corcoran,,,,,,,,,1,0,0,0,0,3
Tracy B Roman,,,,,,,,,,0,0,0,0,3
Daine A Grey Jr,,,,,,,,,,,0,0,0,3
Frank Bennett,,,,,,,,,,,,0,0,3
Derrick W Coker,,,,,,,,,,,,,0,3
Total,67,11,60,56,45,10,8,6,5,5,3,2,0,3
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,4
,Joseph C Waters Jr,Jack Mcvay Jr,Henry Lewandowski,Martin Coleman,Tracy B Roman,Fran Shields,Daine A Grey Jr,Shoshana Bricklin,Joe Fernandes,Conor Corcoran,Robert M Kline,Frank Bennett,Derrick W Coker,4
Joseph C Waters Jr,3,0,12,7,7,5,5,5,2,2,2,1,0,4
Jack Mcvay Jr,,0,2,4,1,1,1,0,3,1,1,1,0,4
Henry Lewandowski,,,4,5,7,4,2,1,0,1,0,0,0,4
Martin Coleman,,,,1,4,3,2,1,3,1,3,2,0,4
Tracy B Roman,,,,,0,1,2,2,1,0,0,0,0,4
Fran Shields,,,,,,0,0,2,0,0,1,0,0,4
Daine A Grey Jr,,,,,,,0,1,2,1,1,0,0,4
Shoshana Bricklin,,,,,,,,0,0,0,0,0,0,4
Joe Fernandes,,,,,,,,,0,0,1,1,0,4
Conor Corcoran,,,,,,,,,,0,0,1,0,4
Robert M Kline,,,,,,,,,,,0,0,0,4
Frank Bennett,,,,,,,,,,,,0,0,4
Derrick W Coker,,,,,,,,,,,,,0,4
Total,25,7,21,14,11,7,6,6,5,3,3,2,0,4
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,5
,Joseph C Waters Jr,Jack Mcvay Jr,Henry Lewandowski,Martin Coleman,Fran Shields,Tracy B Roman,Conor Corcoran,Joe Fernandes,Daine A Grey Jr,Frank Bennett,Shoshana Bricklin,Derrick W Coker,Robert M Kline,5
Joseph C Waters Jr,1,0,28,27,24,3,3,2,1,0,1,0,0,5
Jack Mcvay Jr,,1,1,1,0,1,0,1,0,1,0,0,0,5
Henry Lewandowski,,,0,27,23,2,0,1,0,0,1,0,0,5
Martin Coleman,,,,0,24,1,1,0,0,0,0,0,0,5
Fran Shields,,,,,0,0,1,0,0,0,1,0,0,5
Tracy B Roman,,,,,,1,0,2,0,1,0,0,0,5
Conor Corcoran,,,,,,,1,1,1,0,0,0,0,5
Joe Fernandes,,,,,,,,0,1,1,0,0,0,5
Daine A Grey Jr,,,,,,,,,0,0,0,0,0,5
Frank Bennett,,,,,,,,,,0,0,0,0,5
Shoshana Bricklin,,,,,,,,,,,0,0,0,5
Derrick W Coker,,,,,,,,,,,,0,0,5
Robert M Kline,,,,,,,,,,,,,0,5
Total,35,3,31,30,25,5,4,3,1,1,1,0,0,5
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Superior Court - Democrat,,6
,Henry Lewandowski,Martin Coleman,Tracy B Roman,Fran Shields,Conor Corcoran,Joe Fernandes,Shoshana Bricklin,Daine A Grey Jr,Derrick W Coker,Frank Bennett,Robert M Kline,Joseph C Waters Jr,Jack Mcvay Jr,6
Henry Lewandowski,4,11,5,9,4,2,0,0,0,0,0,18,1,6
Martin Coleman,,1,3,6,0,1,0,0,0,0,0,10,2,6
Tracy B Roman,,,0,1,1,0,2,1,0,0,0,10,1,6
Fran Shields,,,,0,2,0,1,0,0,0,0,10,0,6
Conor Corcoran,,,,,1,0,0,0,0,0,0,3,0,6
Joe Fernandes,,,,,,0,0,0,0,0,0,1,0,6
Shoshana Bricklin,,,,,,,0,1,0,0,0,2,0,6
Daine A Grey Jr,,,,,,,,0,0,0,0,1,0,6
Derrick W Coker,,,,,,,,,0,0,0,0,0,6
Frank Bennett,,,,,,,,,,0,0,0,0,6
Robert M Kline,,,,,,,,,,,0,0,0,6
Joseph C Waters Jr,,,,,,,,,,,,0,0,6
Jack Mcvay Jr,,,,,,,,,,,,,0,6
Total,25,13,11,10,5,2,2,1,0,0,0,24,2,6
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Superior Court - Democrat,,7
,Fran Shields,Martin Coleman,Henry Lewandowski,Tracy B Roman,Joe Fernandes,Frank Bennett,Robert M Kline,Conor Corcoran,Daine A Grey Jr,Derrick W Coker,Shoshana Bricklin,Joseph C Waters Jr,Jack Mcvay Jr,7
Fran Shields,0,24,20,0,2,1,1,0,0,0,0,21,0,7
Martin Coleman,,0,20,2,0,0,1,0,0,0,0,21,0,7
Henry Lewandowski,,,2,2,1,0,0,0,0,0,0,21,1,7
Tracy B Roman,,,,1,0,0,0,0,0,0,0,2,1,7
Joe Fernandes,,,,,0,1,0,0,0,0,0,2,0,7
Frank Bennett,,,,,,0,0,0,0,0,0,1,0,7
Robert M Kline,,,,,,,0,0,0,0,0,0,0,7
Conor Corcoran,,,,,,,,0,0,0,0,0,0,7
Daine A Grey Jr,,,,,,,,,0,0,0,0,0,7
Derrick W Coker,,,,,,,,,,0,0,0,0,7
Shoshana Bricklin,,,,,,,,,,,0,0,0,7
Joseph C Waters Jr,,,,,,,,,,,,2,0,7
Jack Mcvay Jr,,,,,,,,,,,,,0,7
Total,26,26,25,4,2,1,1,0,0,0,0,26,1,7
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,8
,Joseph C Waters Jr,Jack Mcvay Jr,Henry Lewandowski,Martin Coleman,Fran Shields,Tracy B Roman,Joe Fernandes,Robert M Kline,Conor Corcoran,Daine A Grey Jr,Shoshana Bricklin,Derrick W Coker,Frank Bennett,8
Joseph C Waters Jr,2,0,28,25,16,9,1,2,2,1,1,0,0,8
Jack Mcvay Jr,,2,3,4,2,2,2,1,0,0,0,0,0,8
Henry Lewandowski,,,3,21,16,7,1,1,1,1,0,0,0,8
Martin Coleman,,,,0,16,7,2,2,2,1,1,0,0,8
Fran Shields,,,,,1,4,0,0,0,1,0,0,0,8
Tracy B Roman,,,,,,0,0,1,0,0,1,0,0,8
Joe Fernandes,,,,,,,0,1,1,0,0,0,0,8
Robert M Kline,,,,,,,,0,0,1,0,0,0,8
Conor Corcoran,,,,,,,,,0,0,0,0,0,8
Daine A Grey Jr,,,,,,,,,,0,0,0,0,8
Shoshana Bricklin,,,,,,,,,,,0,0,0,8
Derrick W Coker,,,,,,,,,,,,0,0,8
Frank Bennett,,,,,,,,,,,,,0,8
Total,36,8,35,29,20,11,3,3,2,2,1,0,0,8
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,9
,Joseph C Waters Jr,Jack Mcvay Jr,Henry Lewandowski,Fran Shields,Martin Coleman,Tracy B Roman,Joe Fernandes,Shoshana Bricklin,Daine A Grey Jr,Conor Corcoran,Robert M Kline,Derrick W Coker,Frank Bennett,9
Joseph C Waters Jr,3,0,27,18,19,9,6,4,4,2,1,0,0,9
Jack Mcvay Jr,,2,0,1,0,2,2,1,0,0,0,0,0,9
Henry Lewandowski,,,6,16,17,5,3,1,3,2,1,0,0,9
Fran Shields,,,,0,12,3,3,1,1,0,2,0,0,9
Martin Coleman,,,,,0,5,0,1,0,0,0,0,0,9
Tracy B Roman,,,,,,0,4,3,1,0,1,0,0,9
Joe Fernandes,,,,,,,0,4,1,0,0,0,0,9
Shoshana Bricklin,,,,,,,,2,0,0,0,0,0,9
Daine A Grey Jr,,,,,,,,,0,1,0,0,0,9
