col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Henry Lewandowski,Martin Coleman,Fran Shields,Tracy B Roman,Shoshana Bricklin,Joe Fernandes,Robert M Kline,Daine A Grey Jr,Frank Bennett,Conor Corcoran,Derrick W Coker,Omar Sabir,Marnie Aument Loughrey,Donna Derose,Warren Bloom,Jose A Figueroa,Tia M Seibert,Inja Coates,Donna Marie Laws,Lewis Harris Jr,Suzanne Harmon Carn,Ashley Michelle Cook,Bobbie T Curry,Ryan Mulvey,Bruce H Bailey,David Mamikonyan,Brigitte A Garvin Johnson,Keith Jackson,Sharif Ali,Tyrone T Martin,James Johnson,Robert Tuerk,Holly A Harris Seidle,Verna Ragan Tennant,Kyle J Sampson,Wayne E Dorsey,All
Henry Lewandowski,13,140,104,59,14,13,20,9,14,14,0,94,94,96,43,15,37,13,18,33,23,14,19,12,9,15,5,6,5,3,5,4,5,4,3,4,All
Martin Coleman,,4,102,55,17,19,14,11,16,7,0,92,88,82,43,27,35,21,10,30,11,7,22,10,6,12,5,7,4,5,3,10,0,3,3,3,All
Fran Shields,,,2,11,22,11,16,13,11,8,0,84,95,88,10,15,3,9,8,4,7,10,2,8,4,3,3,3,4,2,4,2,3,4,5,4,All
Tracy B Roman,,,,3,22,23,14,13,11,10,0,15,7,6,47,17,40,9,23,33,29,9,22,5,9,10,9,6,5,7,8,4,5,9,2,4,All
Shoshana Bricklin,,,,,4,14,9,11,3,5,0,13,10,13,5,12,10,28,16,5,9,5,2,1,10,3,1,2,6,4,1,8,3,3,1,1,All
Joe Fernandes,,,,,,1,16,9,7,7,0,10,8,7,5,28,6,14,10,9,12,5,2,1,6,3,7,1,5,7,4,1,4,1,2,1,All
Robert M Kline,,,,,,,2,6,8,4,0,7,5,3,10,7,2,11,18,8,12,13,3,11,8,6,5,2,5,4,5,0,0,0,5,4,All
Daine A Grey Jr,,,,,,,,1,8,10,0,5,5,8,1,8,5,6,8,4,4,10,2,5,4,0,5,8,10,2,10,1,6,2,4,1,All
