col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Controller - Democrat,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,All
,Alan Butkovitz,Brett Mandel,Mark Zecca,Henry Lewandowski,Fran Shields,Martin Coleman,Tracy B Roman,Robert M Kline,Shoshana Bricklin,Joe Fernandes,Frank Bennett,Daine A Grey Jr,Conor Corcoran,Derrick W Coker,All
Alan Butkovitz,74,0,0,359,256,152,110,57,65,57,53,21,36,1,All
Brett Mandel,,32,0,91,101,71,62,52,30,28,31,28,12,0,All
Mark Zecca,,,7,30,29,22,23,7,4,7,6,5,5,0,All
Henry Lewandowski,,,,6,244,173,106,41,48,36,33,9,23,1,All
Fran Shields,,,,,13,124,50,43,41,42,35,27,21,0,All
Martin Coleman,,,,,,0,77,24,9,23,13,13,9,0,All
Tracy B Roman,,,,,,,4,23,23,11,8,10,9,0,All
Robert M Kline,,,,,,,,3,19,12,29,11,6,0,All
Shoshana Bricklin,,,,,,,,,2,5,17,5,4,0,All
Joe Fernandes,,,,,,,,,,0,11,17,6,0,All
Frank Bennett,,,,,,,,,,,1,5,16,0,All
Daine A Grey Jr,,,,,,,,,,,,1,4,1,All
Conor Corcoran,,,,,,,,,,,,,0,0,All
Derrick W Coker,,,,,,,,,,,,,,0,All
Total,589,250,66,503,418,260,204,122,102,96,93,56,55,1,All
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Controller - Democrat,,,1
,Fran Shields,Henry Lewandowski,Tracy B Roman,Martin Coleman,Shoshana Bricklin,Conor Corcoran,Daine A Grey Jr,Frank Bennett,Joe Fernandes,Derrick W Coker,Robert M Kline,Alan Butkovitz,Brett Mandel,Mark Zecca,1
Fran Shields,3,17,6,4,5,3,1,1,2,0,0,17,3,5,1
Henry Lewandowski,,0,3,2,4,4,1,3,1,1,1,16,4,4,1
Tracy B Roman,,,0,2,1,0,3,0,1,0,0,6,2,3,1
Martin Coleman,,,,0,0,0,1,0,1,0,0,4,1,1,1
Shoshana Bricklin,,,,,0,0,0,0,0,0,0,5,0,0,1
Conor Corcoran,,,,,,0,0,1,0,0,0,3,0,1,1
Daine A Grey Jr,,,,,,,0,0,0,1,0,1,2,1,1
Frank Bennett,,,,,,,,0,0,0,1,2,1,0,1
Joe Fernandes,,,,,,,,,0,0,0,2,1,0,1
Derrick W Coker,,,,,,,,,,0,0,1,0,0,1
Robert M Kline,,,,,,,,,,,0,0,1,0,1
Alan Butkovitz,,,,,,,,,,,,3,0,0,1
Brett Mandel,,,,,,,,,,,,,0,0,1
Mark Zecca,,,,,,,,,,,,,,0,1
Total,28,24,11,6,5,4,4,3,3,1,1,27,8,5,1
,Judge Of The Municipal Court - Democrat,,,,,,,,,,,Controller - Democrat,,,2
,Henry Lewandowski,Fran Shields,Martin Coleman,Tracy B Roman,Joe Fernandes,Daine A Grey Jr,Frank Bennett,Shoshana Bricklin,Conor Corcoran,Robert M Kline,Derrick W Coker,Alan Butkovitz,Brett Mandel,Mark Zecca,2
Henry Lewandowski,2,8,4,2,2,1,1,2,0,2,0,12,2,4,2
Fran Shields,,0,4,2,2,0,0,2,0,1,0,8,2,5,2
Martin Coleman,,,0,3,2,1,1,1,0,0,0,2,3,4,2
Tracy B Roman,,,,0,0,0,1,1,1,0,0,3,1,3,2
Joe Fernandes,,,,,0,2,0,0,0,0,0,2,1,1,2
Daine A Grey Jr,,,,,,0,1,0,1,0,0,2,0,1,2
Frank Bennett,,,,,,,0,0,2,0,0,1,1,1,2
Shoshana Bricklin,,,,,,,,0,0,0,0,2,0,1,2
Conor Corcoran,,,,,,,,,0,0,0,1,0,1,2
Robert M Kline,,,,,,,,,,0,0,1,0,1,2
Derrick W Coker,,,,,,,,,,,0,0,0,0,2
