col_1,col_2,division
,District Attorney - Democrat,1
,R Seth Williams,1
R Seth Williams,17,1
Total,17,1
,District Attorney - Democrat,2
,R Seth Williams,2
R Seth Williams,12,2
Total,12,2
,District Attorney - Democrat,3
,R Seth Williams,3
R Seth Williams,66,3
Total,66,3
,District Attorney - Democrat,4
,R Seth Williams,4
R Seth Williams,48,4
Total,48,4
,District Attorney - Democrat,5
,R Seth Williams,5
R Seth Williams,11,5
Total,11,5
,District Attorney - Democrat,6
,R Seth Williams,6
R Seth Williams,97,6
Total,97,6
,District Attorney - Democrat,7
,R Seth Williams,7
R Seth Williams,34,7
Total,34,7
,District Attorney - Democrat,8
,R Seth Williams,8
R Seth Williams,5,8
Total,5,8
,District Attorney - Democrat,9
,R Seth Williams,9
R Seth Williams,7,9
Total,7,9
,District Attorney - Democrat,10
,R Seth Williams,10
R Seth Williams,24,10
Total,24,10
,District Attorney - Democrat,11
,R Seth Williams,11
R Seth Williams,1,11
Total,1,11
,District Attorney - Democrat,All
,R Seth Williams,All
R Seth Williams,322,All
Total,322,All
