col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,,,All
,Timika Lane,Joe Fernandes,Giovanni Campbell,Sierra Thomas Street,Daniel D Mccaffery,Leon A King Ii,Dawn M Tancredi,Anne Marie Coyle,Tracy B Roman,Vince Giusini,Stephanie M Sawyer,Kenneth J Powell Jr,Derrick W Coker,Deborah D Cianfrani,John J O Connor Jr,Rania Major,Daine A Grey Jr,Frank Bennett,James C Crumlish,Conor Corcoran,Sean P Stevens,Jon Marshall,Katie Scrivner,Fran Shields,Martin Coleman,Henry Lewandowski,Fran Shields,Tracy B Roman,Shoshana Bricklin,Daine A Grey Jr,Robert M Kline,Frank Bennett,Joe Fernandes,Conor Corcoran,Derrick W Coker,All
Timika Lane,45,818,664,539,584,618,537,365,369,307,242,169,134,74,44,72,64,34,30,23,37,27,1,0,925,796,595,527,212,147,110,90,105,16,0,All
Joe Fernandes,,1,470,299,444,431,410,276,268,242,65,80,43,34,23,30,27,15,18,17,18,13,0,0,706,667,434,294,66,41,66,50,85,10,0,All
Giovanni Campbell,,,10,222,590,504,506,95,78,119,177,121,93,49,66,40,41,26,27,32,19,21,0,0,541,514,533,187,161,101,91,72,61,14,0,All
Sierra Thomas Street,,,,29,180,170,137,319,333,286,176,120,78,58,64,50,45,20,14,12,26,23,1,0,425,337,187,423,157,92,72,68,59,17,0,All
Daniel D Mccaffery,,,,,5,435,492,120,73,103,131,112,51,43,85,30,30,27,32,32,15,24,0,0,526,526,518,153,123,36,80,61,50,18,0,All
Leon A King Ii,,,,,,10,391,50,73,80,139,100,69,26,24,41,37,20,12,29,21,22,0,0,494,454,482,149,127,86,44,48,65,9,0,All
Dawn M Tancredi,,,,,,,1,90,58,47,112,82,43,52,72,45,33,20,23,17,16,16,0,0,459,472,446,114,123,48,61,58,42,15,0,All
Anne Marie Coyle,,,,,,,,4,287,252,67,108,43,53,49,25,27,23,31,15,14,6,1,0,315,249,82,337,77,59,80,59,34,15,0,All
Tracy B Roman,,,,,,,,,5,222,67,86,41,42,29,31,34,22,5,6,18,14,1,0,291,225,54,373,83,58,58,56,44,14,0,All
Vince Giusini,,,,,,,,,,2,83,37,44,23,22,14,16,7,11,25,7,4,1,0,268,252,82,269,79,42,38,34,28,13,0,All
Stephanie M Sawyer,,,,,,,,,,,3,72,87,63,55,52,57,22,27,30,20,22,0,0,123,107,158,166,165,116,48,44,56,20,0,All
Kenneth J Powell Jr,,,,,,,,,,,,0,56,43,60,36,35,29,25,13,28,29,0,0,157,85,84,120,84,80,82,73,49,10,0,All
Derrick W Coker,,,,,,,,,,,,,11,24,14,28,31,16,12,5,15,12,0,0,73,40,53,95,71,70,31,20,39,10,0,All
Deborah D Cianfrani,,,,,,,,,,,,,,11,22,23,27,16,17,13,6,11,0,0,50,42,52,64,54,40,34,30,28,11,0,All
