col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Controller - Democrat,,,All
,Sierra Thomas Street,Timika Lane,Tracy B Roman,Vince Giusini,Anne Marie Coyle,Giovanni Campbell,Daniel D Mccaffery,Joe Fernandes,Dawn M Tancredi,Rania Major,Leon A King Ii,Derrick W Coker,Kenneth J Powell Jr,John J O Connor Jr,Stephanie M Sawyer,Frank Bennett,Deborah D Cianfrani,Daine A Grey Jr,Sean P Stevens,James C Crumlish,Jon Marshall,Conor Corcoran,Katie Scrivner,Fran Shields,Alan Butkovitz,Brett Mandel,Mark Zecca,All
Sierra Thomas Street,14,157,148,121,96,85,75,73,39,35,47,25,30,22,22,16,13,12,5,6,7,4,2,1,142,68,12,All
Timika Lane,,11,130,101,89,71,64,86,35,21,39,26,25,14,23,7,12,10,3,4,5,1,1,1,123,52,11,All
Tracy B Roman,,,1,84,81,56,47,75,14,22,38,18,26,11,16,10,11,13,7,2,2,5,0,1,109,50,8,All
Vince Giusini,,,,1,83,46,41,69,27,22,7,10,12,10,9,4,6,5,1,1,2,1,1,0,84,35,4,All
Anne Marie Coyle,,,,,4,22,15,70,11,14,8,14,17,16,14,8,9,9,3,3,3,1,0,0,80,40,8,All
Giovanni Campbell,,,,,,3,75,18,46,21,38,15,26,18,15,13,8,10,4,3,1,1,1,0,72,26,5,All
Daniel D Mccaffery,,,,,,,2,13,42,14,28,5,17,24,9,11,4,5,3,1,3,2,1,1,56,19,6,All
Joe Fernandes,,,,,,,,0,9,4,6,8,11,8,6,3,2,3,4,2,0,0,0,0,57,26,8,All
Dawn M Tancredi,,,,,,,,,0,9,8,7,8,12,10,5,12,4,0,2,1,0,2,0,33,10,2,All
Rania Major,,,,,,,,,,1,10,24,10,7,8,5,5,6,2,3,2,2,0,0,44,11,2,All
Leon A King Ii,,,,,,,,,,,0,11,15,2,9,9,3,2,3,3,5,3,1,0,39,20,4,All
Derrick W Coker,,,,,,,,,,,,2,6,9,8,5,6,4,0,2,0,0,0,0,42,12,2,All
Kenneth J Powell Jr,,,,,,,,,,,,,1,11,15,21,9,10,6,2,3,2,0,0,27,25,1,All
John J O Connor Jr,,,,,,,,,,,,,,0,9,9,6,4,2,1,2,2,0,0,27,11,3,All
Stephanie M Sawyer,,,,,,,,,,,,,,,0,8,10,11,4,2,2,3,0,0,23,18,2,All
Frank Bennett,,,,,,,,,,,,,,,,0,4,4,2,1,3,3,0,0,19,9,3,All
Deborah D Cianfrani,,,,,,,,,,,,,,,,,0,7,3,2,0,2,1,0,19,9,1,All
Daine A Grey Jr,,,,,,,,,,,,,,,,,,0,4,4,2,3,0,0,16,10,0,All
Sean P Stevens,,,,,,,,,,,,,,,,,,,0,3,1,2,0,0,9,4,0,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,7,2,1,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,1,0,0,4,5,1,All
Conor Corcoran,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,1,1,All
Katie Scrivner,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,All
Fran Shields,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Alan Butkovitz,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,All
Brett Mandel,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,All
Mark Zecca,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,281,232,191,169,151,141,115,110,70,69,66,61,61,45,44,36,29,27,13,11,10,8,2,1,233,119,29,All
,Controller - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,1
,Alan Butkovitz,Brett Mandel,Mark Zecca,Timika Lane,Anne Marie Coyle,Giovanni Campbell,Sierra Thomas Street,Tracy B Roman,Joe Fernandes,Vince Giusini,Daniel D Mccaffery,Leon A King Ii,John J O Connor Jr,Kenneth J Powell Jr,Rania Major,Stephanie M Sawyer,Daine A Grey Jr,Frank Bennett,Dawn M Tancredi,James C Crumlish,Deborah D Cianfrani,Jon Marshall,Sean P Stevens,Conor Corcoran,Derrick W Coker,Fran Shields,Katie Scrivner,1
Alan Butkovitz,0,0,0,10,8,5,12,9,5,8,4,6,1,0,3,2,1,3,0,0,0,1,0,0,0,0,0,1
Brett Mandel,,2,0,6,5,7,3,5,3,1,1,2,1,3,2,3,3,0,0,2,1,0,1,0,0,0,0,1
Mark Zecca,,,1,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Timika Lane,,,,0,10,7,10,11,7,8,4,5,1,2,3,4,1,0,0,1,0,0,0,0,0,0,0,1
Anne Marie Coyle,,,,,0,5,6,7,7,8,3,1,3,1,3,3,1,2,1,1,0,1,0,0,0,0,0,1
Giovanni Campbell,,,,,,0,4,5,3,2,5,4,4,3,1,2,0,1,3,1,0,0,0,0,0,0,0,1
Sierra Thomas Street,,,,,,,0,9,4,5,4,7,1,0,2,1,1,2,0,1,0,1,0,0,0,0,0,1
Tracy B Roman,,,,,,,,1,5,6,4,5,1,3,3,2,4,1,0,1,1,0,1,0,0,0,0,1
Joe Fernandes,,,,,,,,,0,7,3,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
